Comparing the following files: 
hadleigh_front_s4_v2/,  hadleigh_low_s4_v2/,  hadleigh_right_threequarter_s4_v2/,  hadleigh_left_threequarter_s4_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s4_v2_vs_hadleigh_low_s4_v2,  hadleigh_front_s4_v2_vs_hadleigh_right_threequarter_s4_v2,  hadleigh_front_s4_v2_vs_hadleigh_left_threequarter_s4_v2,  hadleigh_low_s4_v2_vs_hadleigh_right_threequarter_s4_v2,  hadleigh_low_s4_v2_vs_hadleigh_left_threequarter_s4_v2,  hadleigh_right_threequarter_s4_v2_vs_hadleigh_left_threequarter_s4_v2,  average
(339, 390),     0.75014,       0.40479,       0.60343,       0.46262,       0.68145,       0.33907,       0.54025
(107, 155),     0.73943,       0.56649,       0.63816,       0.22627,       0.53355,       0.53252,       0.5394
(296, 385),     0.87742,       0.44816,       0.58716,       0.38182,       0.59011,       0.35065,       0.53922
(110, 163),     0.3927,       0.55966,       0.80137,       0.69989,       0.36122,       0.41764,       0.53875
(33, 105),     0.67884,       0.42899,       0.6873,       0.29399,       0.63241,       0.50627,       0.53797
(107, 112),     0.73091,       0.55993,       0.6806,       0.18462,       0.55591,       0.50601,       0.53633
(24, 55),     0.69941,       0.48721,       0.50144,       0.35056,       0.58546,       0.59146,       0.53592
(258, 265),     0.78813,       0.60469,       0.48463,       0.62626,       0.47477,       0.23462,       0.53552
(105, 246),     0.70501,       0.38908,       0.66187,       0.31137,       0.62362,       0.51922,       0.53503
(27, 161),     0.72775,       0.35496,       0.59387,       0.41079,       0.56514,       0.55444,       0.53449
(65, 163),     0.65324,       0.48256,       0.53539,       0.35987,       0.56569,       0.60851,       0.53421
(107, 145),     0.67352,       0.52644,       0.64049,       0.22832,       0.58737,       0.54875,       0.53415
(65, 158),     0.7855,       0.27185,       0.59436,       0.37188,       0.62657,       0.55324,       0.5339
(105, 130),     0.57279,       0.49363,       0.66612,       0.33846,       0.61527,       0.51368,       0.53332
(28, 159),     0.6102,       0.39623,       0.64429,       0.42383,       0.61693,       0.50449,       0.53266
(22, 107),     0.68401,       0.5422,       0.68426,       0.15753,       0.58393,       0.53932,       0.53187
(105, 161),     0.71025,       0.3509,       0.65584,       0.33311,       0.61859,       0.52056,       0.53154
(144, 336),     0.79157,       0.31976,       0.61218,       0.25966,       0.73583,       0.46926,       0.53138
(282, 387),     0.83567,       0.3945,       0.54759,       0.44486,       0.55565,       0.4018,       0.53001
(260, 265),     0.79555,       0.45284,       0.52455,       0.64896,       0.56269,       0.18383,       0.52807
(107, 163),     0.66732,       0.41818,       0.53303,       0.34722,       0.63729,       0.56423,       0.52788
(25, 105),     0.6327,       0.5022,       0.73021,       0.24411,       0.58376,       0.47053,       0.52725
(28, 160),     0.59708,       0.41657,       0.55516,       0.47916,       0.63146,       0.48118,       0.52677
(26, 107),     0.69781,       0.55857,       0.6762,       0.14292,       0.57339,       0.51117,       0.52668
(336, 384),     0.75502,       0.58848,       0.47863,       0.39188,       0.53577,       0.40602,       0.52597
(255, 258),     0.57862,       0.80141,       0.43697,       0.55358,       0.33322,       0.44638,       0.52503
(163, 336),     0.75507,       0.31127,       0.54703,       0.32998,       0.72624,       0.47972,       0.52489
(254, 373),     0.65498,       0.33932,       0.63132,       0.33033,       0.73059,       0.46128,       0.52464
(105, 160),     0.6893,       0.32033,       0.67637,       0.33982,       0.62223,       0.49866,       0.52445
(55, 243),     0.70495,       0.54724,       0.56137,       0.25524,       0.54753,       0.52871,       0.52417
(66, 144),     0.63577,       0.51264,       0.69118,       0.22382,       0.55622,       0.52131,       0.52349
(65, 159),     0.76992,       0.2589,       0.53087,       0.41171,       0.61269,       0.5562,       0.52338
(257, 386),     0.6978,       0.40052,       0.58748,       0.58896,       0.53495,       0.32875,       0.52308
(66, 246),     0.65675,       0.33103,       0.53583,       0.41557,       0.61214,       0.58504,       0.52273
(24, 65),     0.65341,       0.53679,       0.63285,       0.22391,       0.49736,       0.577,       0.52022
(23, 55),     0.69086,       0.50577,       0.54404,       0.24997,       0.5664,       0.56421,       0.52021
(65, 157),     0.72498,       0.30229,       0.58641,       0.37559,       0.56934,       0.56125,       0.51998
(257, 387),     0.78146,       0.51444,       0.52053,       0.5666,       0.39652,       0.33021,       0.51829
(107, 153),     0.66428,       0.53729,       0.64362,       0.16604,       0.55674,       0.53922,       0.51787
(254, 285),     0.68965,       0.63479,       0.58011,       0.18992,       0.52769,       0.47979,       0.51699
(29, 246),     0.7811,       0.28745,       0.67022,       0.28457,       0.5474,       0.52967,       0.51674
(107, 159),     0.82413,       0.30903,       0.4992,       0.34728,       0.5984,       0.51675,       0.5158
(27, 159),     0.66965,       0.3233,       0.66881,       0.37326,       0.58791,       0.47176,       0.51578
(105, 159),     0.68377,       0.29714,       0.69322,       0.3233,       0.62788,       0.46897,       0.51571
(107, 154),     0.68803,       0.54877,       0.63827,       0.15391,       0.53115,       0.53356,       0.51562
(25, 52),     0.58068,       0.47471,       0.64175,       0.31799,       0.52225,       0.55373,       0.51519
(334, 387),     0.88114,       0.39835,       0.61393,       0.33243,       0.57866,       0.28313,       0.51461
(282, 386),     0.82166,       0.28999,       0.5877,       0.40602,       0.61189,       0.36263,       0.51331
(30, 33),     0.78473,       0.28402,       0.73051,       0.23789,       0.56639,       0.47627,       0.5133
(66, 173),     0.68946,       0.44293,       0.6512,       0.31006,       0.49089,       0.49426,       0.51313
(66, 190),     0.71839,       0.4907,       0.67664,       0.27196,       0.495,       0.42538,       0.51301
(259, 387),     0.72142,       0.37453,       0.56717,       0.5836,       0.53401,       0.295,       0.51262
(283, 334),     0.6405,       0.72095,       0.3652,       0.4612,       0.57292,       0.31494,       0.51262
(55, 112),     0.72037,       0.51065,       0.58006,       0.19459,       0.53023,       0.53151,       0.51123
(56, 66),     0.66547,       0.42323,       0.69903,       0.27869,       0.59817,       0.39825,       0.51047
(65, 144),     0.64341,       0.51523,       0.57292,       0.24477,       0.52106,       0.55335,       0.50846
(295, 386),     0.79748,       0.39058,       0.44445,       0.45009,       0.5092,       0.45764,       0.50824
(255, 296),     0.65935,       0.75867,       0.42422,       0.3726,       0.52057,       0.31311,       0.50809
(258, 385),     0.6316,       0.42247,       0.62484,       0.54824,       0.4778,       0.34185,       0.5078
(29, 161),     0.76487,       0.2622,       0.64751,       0.3241,       0.52305,       0.52183,       0.50726
(7, 296),     0.74625,       0.24305,       0.59435,       0.33333,       0.73744,       0.38807,       0.50708
(7, 52),     0.64967,       0.4114,       0.60765,       0.28809,       0.54477,       0.53389,       0.50591
(173, 336),     0.83296,       0.28833,       0.66406,       0.12809,       0.7001,       0.41486,       0.50473
(24, 144),     0.393,       0.54558,       0.82534,       0.44702,       0.39965,       0.41561,       0.50437
(105, 158),     0.67673,       0.28995,       0.71166,       0.30315,       0.60846,       0.43458,       0.50409
(55, 145),     0.67272,       0.48717,       0.46881,       0.29808,       0.55766,       0.53672,       0.50353
(52, 160),     0.6406,       0.24285,       0.59364,       0.41413,       0.58041,       0.5442,       0.50264
(7, 65),     0.61654,       0.33958,       0.46159,       0.39665,       0.5887,       0.6109,       0.50233
(7, 105),     0.65281,       0.44085,       0.68221,       0.21472,       0.58592,       0.4353,       0.50197
(52, 161),     0.6639,       0.2432,       0.53958,       0.4057,       0.5796,       0.57923,       0.50187
(295, 385),     0.80418,       0.35658,       0.45308,       0.40477,       0.55561,       0.43244,       0.50111
(107, 254),     0.71703,       0.61078,       0.59294,       0.24043,       0.44125,       0.4,       0.5004
(157, 336),     0.8343,       0.22344,       0.60858,       0.182,       0.70037,       0.45365,       0.50039
(29, 33),     0.74465,       0.28653,       0.66387,       0.26895,       0.56575,       0.47219,       0.50032
(55, 133),     0.69751,       0.49224,       0.45992,       0.28968,       0.51087,       0.54885,       0.49984
(7, 28),     0.57038,       0.46436,       0.59775,       0.34735,       0.54233,       0.47614,       0.49972
(55, 155),     0.71671,       0.49993,       0.47147,       0.25648,       0.50588,       0.54503,       0.49925
(265, 296),     0.62227,       0.61853,       0.30121,       0.6407,       0.5432,       0.26734,       0.49888
(65, 160),     0.72422,       0.23298,       0.42856,       0.45116,       0.58638,       0.5644,       0.49795
(52, 246),     0.65097,       0.25691,       0.52823,       0.37932,       0.58382,       0.58771,       0.49783
(33, 66),     0.58251,       0.30021,       0.51464,       0.39994,       0.61571,       0.57092,       0.49732
(285, 339),     0.59238,       0.74574,       0.37544,       0.38163,       0.47467,       0.41385,       0.49729
(258, 353),     0.68585,       0.68533,       0.36464,       0.57134,       0.30791,       0.3686,       0.49728
(23, 66),     0.64321,       0.49962,       0.72601,       0.12377,       0.50624,       0.48439,       0.49721
(334, 386),     0.8769,       0.31278,       0.64853,       0.29451,       0.61082,       0.23818,       0.49695
(282, 388),     0.8074,       0.47323,       0.46262,       0.41698,       0.45802,       0.36262,       0.49681
(260, 286),     0.62347,       0.39715,       0.58365,       0.31646,       0.44868,       0.60914,       0.49643
(27, 246),     0.68652,       0.29791,       0.55691,       0.3568,       0.55632,       0.52365,       0.49635
(55, 144),     0.66523,       0.41461,       0.39671,       0.36378,       0.5854,       0.55188,       0.49627
(260, 388),     0.74251,       0.31039,       0.56635,       0.5157,       0.5718,       0.26642,       0.49553
(28, 161),     0.61653,       0.34598,       0.46132,       0.45515,       0.61589,       0.47439,       0.49488
(22, 55),     0.67849,       0.48466,       0.55395,       0.16562,       0.55063,       0.53172,       0.49418
(52, 159),     0.6311,       0.23003,       0.63179,       0.38759,       0.57856,       0.50584,       0.49415
(336, 385),     0.77385,       0.47444,       0.47181,       0.35531,       0.46382,       0.40619,       0.4909
(265, 334),     0.62989,       0.53707,       0.50501,       0.51125,       0.5655,       0.19353,       0.49038
(258, 260),     0.62875,       0.66759,       0.46305,       0.38145,       0.30615,       0.49517,       0.49036
(23, 336),     0.82161,       0.23786,       0.70196,       0.06617,       0.72322,       0.39126,       0.49035
(296, 388),     0.72922,       0.62913,       0.37416,       0.44182,       0.43079,       0.33448,       0.48993
(28, 163),     0.46013,       0.63345,       0.60986,       0.27875,       0.39827,       0.5562,       0.48944
(255, 336),     0.56127,       0.80434,       0.29648,       0.439,       0.52085,       0.31132,       0.48888
(334, 388),     0.85986,       0.45915,       0.54543,       0.30026,       0.50798,       0.2585,       0.48853
(276, 293),     0.76216,       0.52841,       0.5385,       0.28601,       0.59242,       0.22199,       0.48825
(26, 55),     0.6858,       0.48628,       0.56162,       0.13148,       0.54504,       0.5178,       0.488
(158, 336),     0.79864,       0.2112,       0.53891,       0.22333,       0.68893,       0.46683,       0.48797
(257, 385),     0.72052,       0.34785,       0.63794,       0.52007,       0.48173,       0.21642,       0.48742
(265, 286),     0.77941,       0.52834,       0.45564,       0.50123,       0.46641,       0.1926,       0.48727
(65, 173),     0.67705,       0.39309,       0.53284,       0.31456,       0.45474,       0.54947,       0.48696
(107, 256),     0.69583,       0.59408,       0.49765,       0.22418,       0.52979,       0.37953,       0.48684
(253, 374),     0.7008,       0.31011,       0.56121,       0.27433,       0.68799,       0.38543,       0.48664
(33, 52),     0.60182,       0.25986,       0.5297,       0.36177,       0.58767,       0.57749,       0.48639
(259, 388),     0.80478,       0.50066,       0.48834,       0.5313,       0.31997,       0.27022,       0.48588
(107, 339),     0.6913,       0.62577,       0.52808,       0.29726,       0.43479,       0.33238,       0.48493
(145, 336),     0.807,       0.23981,       0.64696,       0.09768,       0.72279,       0.39438,       0.48477
(159, 296),     0.78497,       0.16678,       0.62022,       0.22449,       0.75615,       0.35592,       0.48475
(25, 29),     0.57542,       0.50821,       0.70324,       0.27529,       0.39202,       0.4527,       0.48448
(25, 65),     0.49656,       0.35454,       0.45754,       0.42045,       0.56971,       0.605,       0.48397
(25, 296),     0.70467,       0.21047,       0.58207,       0.34618,       0.70599,       0.35114,       0.48342
(160, 296),     0.7326,       0.20014,       0.56059,       0.28683,       0.74452,       0.37399,       0.48311
(55, 153),     0.65642,       0.48405,       0.48749,       0.21098,       0.52791,       0.52996,       0.4828
(52, 110),     0.61352,       0.49108,       0.66125,       0.19931,       0.44731,       0.48359,       0.48268
(253, 336),     0.71591,       0.5288,       0.66009,       0.01679,       0.57338,       0.40057,       0.48259
(7, 336),     0.70359,       0.22604,       0.4739,       0.33165,       0.69994,       0.45733,       0.48208
(30, 246),     0.76577,       0.21024,       0.66961,       0.25361,       0.50931,       0.48335,       0.48198
(24, 285),     0.74035,       0.23348,       0.46545,       0.26404,       0.69005,       0.49166,       0.48084
(257, 259),     0.63603,       0.72705,       0.46955,       0.36379,       0.27348,       0.40949,       0.4799
(66, 145),     0.62507,       0.47908,       0.6857,       0.12445,       0.49565,       0.46802,       0.47966
(107, 253),     0.70655,       0.58676,       0.56358,       0.1743,       0.4293,       0.41736,       0.47964
(55, 173),     0.70706,       0.36573,       0.38347,       0.33412,       0.53151,       0.55543,       0.47955
(107, 252),     0.71226,       0.56826,       0.54153,       0.16755,       0.48284,       0.40469,       0.47952
(255, 286),     0.5815,       0.77962,       0.38717,       0.39737,       0.36003,       0.36852,       0.47904
(384, 417),     0.5509,       0.45856,       0.63882,       0.40895,       0.56688,       0.24915,       0.47888
(265, 282),     0.57244,       0.52295,       0.41546,       0.68333,       0.46118,       0.21655,       0.47865
(163, 296),     0.78347,       0.17661,       0.64087,       0.20203,       0.75381,       0.30981,       0.47777
(27, 158),     0.67012,       0.29906,       0.66028,       0.3377,       0.47741,       0.42013,       0.47745
(159, 336),     0.76222,       0.20967,       0.47188,       0.27511,       0.67989,       0.46266,       0.4769
(22, 66),     0.6599,       0.48789,       0.70795,       0.07965,       0.47492,       0.44975,       0.47668
(55, 110),     0.63199,       0.33411,       0.36949,       0.3741,       0.5931,       0.55503,       0.4763
(259, 386),     0.67171,       0.2877,       0.63282,       0.4771,       0.60228,       0.18569,       0.47622
(257, 353),     0.70618,       0.6743,       0.36136,       0.55217,       0.30961,       0.25137,       0.47583
(7, 27),     0.60185,       0.4507,       0.62996,       0.25754,       0.46077,       0.45105,       0.47531
(33, 296),     0.66527,       0.20644,       0.4997,       0.3714,       0.70049,       0.40755,       0.47514
(7, 107),     0.62192,       0.27201,       0.43997,       0.34819,       0.63065,       0.53704,       0.47496
(55, 154),     0.67519,       0.47793,       0.48173,       0.17716,       0.49869,       0.53812,       0.4748
(246, 296),     0.67995,       0.20079,       0.51458,       0.34467,       0.70899,       0.39862,       0.4746
(53, 130),     0.6221,       0.36392,       0.60867,       0.24739,       0.53958,       0.46485,       0.47442
(161, 296),     0.69276,       0.19724,       0.52337,       0.32,       0.72551,       0.38646,       0.47422
(107, 160),     0.7397,       0.24492,       0.3888,       0.37256,       0.58734,       0.51107,       0.47407
(52, 158),     0.62741,       0.22626,       0.64685,       0.35126,       0.52158,       0.46849,       0.47364
(105, 110),     0.61443,       0.45365,       0.71128,       0.15425,       0.51147,       0.39628,       0.47356
(259, 353),     0.69371,       0.67537,       0.319,       0.62023,       0.29537,       0.23589,       0.47326
(286, 339),     0.51345,       0.69974,       0.56262,       0.23594,       0.31978,       0.50757,       0.47318
(286, 353),     0.66583,       0.49116,       0.42943,       0.43635,       0.35661,       0.45709,       0.47274
(65, 190),     0.69216,       0.43292,       0.51944,       0.26661,       0.43982,       0.48416,       0.47252
(133, 336),     0.8092,       0.28835,       0.68213,       0.03039,       0.69453,       0.3297,       0.47238
(105, 247),     0.40676,       0.49825,       0.52601,       0.31543,       0.57864,       0.50883,       0.47232
(66, 133),     0.65129,       0.47542,       0.6229,       0.2198,       0.41489,       0.4482,       0.47208
(30, 130),     0.64214,       0.29518,       0.64058,       0.30594,       0.52034,       0.42005,       0.4707
(286, 467),     0.63458,       0.68033,       0.43288,       0.33386,       0.3507,       0.39088,       0.47054
(25, 336),     0.64943,       0.21573,       0.46803,       0.3577,       0.68657,       0.4437,       0.47019
(29, 160),     0.6459,       0.24111,       0.63724,       0.3347,       0.50746,       0.44526,       0.46861
(336, 398),     0.65703,       0.62284,       0.40416,       0.27609,       0.57708,       0.26739,       0.46743
(25, 30),     0.63143,       0.45611,       0.76727,       0.15224,       0.39907,       0.39694,       0.46718
(66, 243),     0.66079,       0.47778,       0.65106,       0.18053,       0.43627,       0.39634,       0.46713
(28, 110),     0.39156,       0.60803,       0.63955,       0.31042,       0.26807,       0.58443,       0.46701
(56, 157),     0.36188,       0.37888,       0.57496,       0.39428,       0.49942,       0.58507,       0.46575
(66, 155),     0.66077,       0.47962,       0.62981,       0.17001,       0.40658,       0.44567,       0.46541
(295, 387),     0.71925,       0.46625,       0.32189,       0.45709,       0.409,       0.41701,       0.46508
(26, 66),     0.67975,       0.47875,       0.69183,       0.07103,       0.45659,       0.41227,       0.46504
(23, 65),     0.65066,       0.48071,       0.60727,       0.08406,       0.46197,       0.5036,       0.46471
(296, 384),     0.87184,       0.37884,       0.54759,       0.22164,       0.56596,       0.20088,       0.46446
(257, 388),     0.79609,       0.66514,       0.38671,       0.49174,       0.19459,       0.25182,       0.46435
(30, 105),     0.50137,       0.48278,       0.51727,       0.24551,       0.58394,       0.45336,       0.46404
(258, 386),     0.62646,       0.42439,       0.54316,       0.48438,       0.40243,       0.30308,       0.46398
(52, 163),     0.61931,       0.44843,       0.59371,       0.2022,       0.45848,       0.45839,       0.46342
(28, 246),     0.6047,       0.27878,       0.45083,       0.40374,       0.59304,       0.44786,       0.46316
(28, 157),     0.43603,       0.40113,       0.6312,       0.42009,       0.3879,       0.49891,       0.46254
(107, 341),     0.64672,       0.5814,       0.43775,       0.25107,       0.52389,       0.33191,       0.46212
(7, 29),     0.64486,       0.44481,       0.67582,       0.16367,       0.42394,       0.4178,       0.46182
(336, 386),     0.73878,       0.46275,       0.43679,       0.34442,       0.41983,       0.35811,       0.46011
(66, 112),     0.66647,       0.46336,       0.67073,       0.12434,       0.42711,       0.40769,       0.45995
(286, 384),     0.6038,       0.38123,       0.66925,       0.42376,       0.36347,       0.31274,       0.45904
(25, 107),     0.52957,       0.26986,       0.42057,       0.37037,       0.62757,       0.53333,       0.45854
(258, 384),     0.72006,       0.39916,       0.64707,       0.43476,       0.31859,       0.22559,       0.45754
(66, 153),     0.64074,       0.47034,       0.67043,       0.06287,       0.45375,       0.44602,       0.45736
(158, 296),     0.81544,       0.08975,       0.66433,       0.11442,       0.76262,       0.29117,       0.45629
(260, 387),     0.63825,       0.23184,       0.60497,       0.37306,       0.69968,       0.18838,       0.45603
(334, 353),     0.57026,       0.62134,       0.22045,       0.60507,       0.45093,       0.26773,       0.45596
(255, 295),     0.59613,       0.67587,       0.3088,       0.38396,       0.46749,       0.30189,       0.45569
(65, 145),     0.63933,       0.47156,       0.56785,       0.11268,       0.46429,       0.47564,       0.45522
(155, 336),     0.80594,       0.26245,       0.66927,       -0.01109,       0.69068,       0.31262,       0.45498
(283, 387),     0.84748,       0.15463,       0.60367,       0.24496,       0.63427,       0.2364,       0.45357
(107, 265),     0.68374,       0.50196,       0.35039,       0.47417,       0.51884,       0.19132,       0.4534
(160, 336),     0.69166,       0.18849,       0.39934,       0.30824,       0.67712,       0.45078,       0.4526
(25, 27),     0.45945,       0.44328,       0.59567,       0.37001,       0.37467,       0.47087,       0.45233
(33, 53),     0.65647,       0.27292,       0.59374,       0.22417,       0.53214,       0.43342,       0.45214
(144, 285),     0.69748,       0.20768,       0.36137,       0.28344,       0.68795,       0.47369,       0.45193
(66, 154),     0.65891,       0.46903,       0.64775,       0.07166,       0.42046,       0.44054,       0.45139
(105, 157),     0.55778,       0.29569,       0.68063,       0.29316,       0.49239,       0.38245,       0.45035
(65, 133),     0.65313,       0.4325,       0.51844,       0.20575,       0.38777,       0.50375,       0.45022
(25, 28),     0.42024,       0.40487,       0.55976,       0.41025,       0.42125,       0.48489,       0.45021
(257, 359),     0.59819,       0.84037,       0.19653,       0.60855,       0.24872,       0.20827,       0.45011
(107, 283),     0.66326,       0.44071,       0.53742,       0.27364,       0.57195,       0.2135,       0.45008
(107, 276),     0.62466,       0.51173,       0.42411,       0.39267,       0.49652,       0.24396,       0.44894
(110, 296),     0.78461,       0.10564,       0.66975,       0.15517,       0.73464,       0.2414,       0.44854
(255, 257),     0.58389,       0.50801,       0.5054,       0.41635,       0.34057,       0.33519,       0.44823
(257, 260),     0.67941,       0.71057,       0.37461,       0.42476,       0.21121,       0.28835,       0.44815
(282, 466),     0.72482,       0.54087,       0.38489,       0.37394,       0.39007,       0.27253,       0.44785
(56, 163),     0.42843,       0.57636,       0.47305,       0.2813,       0.45572,       0.46604,       0.44682
(33, 334),     0.73528,       0.12515,       0.65518,       0.19829,       0.72255,       0.24186,       0.44639
(296, 466),     0.61237,       0.68255,       0.26357,       0.45443,       0.38802,       0.2739,       0.44581
(65, 161),     0.60758,       0.15325,       0.31073,       0.45073,       0.56651,       0.58345,       0.44538
(25, 53),     0.64565,       0.36737,       0.66536,       0.14244,       0.47398,       0.37498,       0.44496
(63, 130),     0.69848,       0.33112,       0.60071,       0.14469,       0.55738,       0.3363,       0.44478
(105, 163),     0.59789,       0.41039,       0.64637,       0.14085,       0.50644,       0.36481,       0.44446
(33, 247),     0.70943,       0.17959,       0.70062,       0.22444,       0.50601,       0.34295,       0.44384
(334, 466),     0.80411,       0.50349,       0.47232,       0.2354,       0.4521,       0.1947,       0.44369
(55, 190),     0.64483,       0.35195,       0.30554,       0.2885,       0.55419,       0.51357,       0.4431
(249, 296),     0.59258,       0.71677,       0.35887,       0.31338,       0.36942,       0.3037,       0.44245
(258, 467),     0.63123,       0.75038,       0.31715,       0.44661,       0.23895,       0.26952,       0.44231
(265, 295),     0.57076,       0.5495,       0.16537,       0.68253,       0.4509,       0.23344,       0.44208
(27, 33),     0.61461,       0.20395,       0.50953,       0.31638,       0.55787,       0.44776,       0.44168
(258, 359),     0.58276,       0.84879,       0.18106,       0.57109,       0.24038,       0.22494,       0.4415
(65, 155),     0.67051,       0.43449,       0.51954,       0.14843,       0.38222,       0.49209,       0.44121
(107, 255),     0.65383,       0.60476,       0.38944,       0.33908,       0.42806,       0.23067,       0.44097
(336, 373),     0.55522,       0.65907,       0.5049,       0.10444,       0.38271,       0.43845,       0.4408
(110, 285),     0.65764,       0.18254,       0.35711,       0.30626,       0.66473,       0.47561,       0.44065
(65, 243),     0.66687,       0.42447,       0.55876,       0.13863,       0.40799,       0.44423,       0.44016
(385, 417),     0.40647,       0.58091,       0.61205,       0.29544,       0.39667,       0.34835,       0.43998
(276, 334),     0.56935,       0.61752,       0.10557,       0.62579,       0.38078,       0.33937,       0.43973
(258, 339),     0.52638,       0.45783,       0.60709,       0.21173,       0.31241,       0.51951,       0.43916
(35, 70),     0.67412,       0.41895,       0.66618,       0.05599,       0.47421,       0.34346,       0.43882
(35, 124),     0.49872,       0.51614,       0.5613,       0.36352,       0.31734,       0.37529,       0.43872
(254, 374),     0.6374,       0.45009,       0.42226,       0.24646,       0.68621,       0.18603,       0.43807
(190, 336),     0.76768,       0.24268,       0.62507,       -0.00731,       0.71838,       0.28132,       0.43797
(56, 158),     0.39074,       0.38103,       0.57519,       0.29717,       0.48062,       0.49888,       0.43727
(296, 339),     0.70701,       0.46895,       0.60751,       0.02628,       0.53771,       0.27228,       0.43662
(336, 390),     0.45925,       0.76526,       0.3668,       0.31862,       0.33809,       0.37016,       0.43636
(107, 463),     0.57575,       0.55925,       0.37195,       0.30167,       0.49318,       0.3148,       0.4361
(339, 373),     0.74377,       0.42671,       0.37261,       0.3831,       0.64514,       0.0431,       0.43574
(53, 246),     0.6374,       0.2154,       0.53706,       0.26549,       0.50976,       0.44882,       0.43566
(55, 254),     0.69208,       0.51077,       0.45183,       0.19145,       0.39927,       0.36614,       0.43526
(282, 385),     0.82173,       0.16237,       0.585,       0.23871,       0.58936,       0.2139,       0.43518
(265, 336),     0.59959,       0.52497,       0.2035,       0.5388,       0.54609,       0.19745,       0.43507
(55, 163),     0.63485,       0.24046,       0.27991,       0.3528,       0.58803,       0.51419,       0.43504
