Comparing the following files: 
kelly_front_s31_v2/,  kelly_front_s32_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s31_v2_vs_kelly_front_s32_v2,  average
(66, 414),     0.49106,       0.49106
(133, 362),     0.49114,       0.49114
(52, 293),     0.49116,       0.49116
(33, 255),     0.49121,       0.49121
(193, 282),     0.49132,       0.49132
(66, 334),     0.49142,       0.49142
(7, 300),     0.49156,       0.49156
(23, 65),     0.49176,       0.49176
(26, 255),     0.49179,       0.49179
(33, 382),     0.49191,       0.49191
(7, 353),     0.49192,       0.49192
(159, 293),     0.49202,       0.49202
(286, 380),     0.49211,       0.49211
(157, 255),     0.49227,       0.49227
(145, 259),     0.49231,       0.49231
(26, 295),     0.49236,       0.49236
(160, 385),     0.49243,       0.49243
(22, 133),     0.49251,       0.49251
(25, 65),     0.49253,       0.49253
(55, 388),     0.49261,       0.49261
(55, 110),     0.49266,       0.49266
(66, 253),     0.49279,       0.49279
(124, 384),     0.49306,       0.49306
(28, 190),     0.49311,       0.49311
(163, 463),     0.49316,       0.49316
(256, 388),     0.49327,       0.49327
(144, 390),     0.49331,       0.49331
(35, 144),     0.4935,       0.4935
(105, 153),     0.49376,       0.49376
(154, 296),     0.49376,       0.49376
(52, 263),     0.49377,       0.49377
(22, 105),     0.49379,       0.49379
(159, 246),     0.49382,       0.49382
(159, 255),     0.4941,       0.4941
(254, 382),     0.49446,       0.49446
(22, 390),     0.49448,       0.49448
(133, 249),     0.4946,       0.4946
(107, 295),     0.49464,       0.49464
(160, 336),     0.49465,       0.49465
(130, 362),     0.49467,       0.49467
(33, 159),     0.49476,       0.49476
(163, 362),     0.49477,       0.49477
(153, 260),     0.49487,       0.49487
(353, 387),     0.49492,       0.49492
(35, 260),     0.49514,       0.49514
(24, 257),     0.49525,       0.49525
(144, 398),     0.4955,       0.4955
(35, 145),     0.49555,       0.49555
(243, 257),     0.49564,       0.49564
(159, 353),     0.49573,       0.49573
(295, 384),     0.49587,       0.49587
(28, 154),     0.49589,       0.49589
(256, 257),     0.49589,       0.49589
(107, 336),     0.4959,       0.4959
(55, 173),     0.49597,       0.49597
(282, 388),     0.49601,       0.49601
(28, 193),     0.49604,       0.49604
(247, 466),     0.49608,       0.49608
(7, 382),     0.49615,       0.49615
(130, 463),     0.49617,       0.49617
(265, 390),     0.49625,       0.49625
(29, 255),     0.49631,       0.49631
(155, 190),     0.49663,       0.49663
(22, 35),     0.49669,       0.49669
(28, 70),     0.49681,       0.49681
(29, 156),     0.49686,       0.49686
(257, 381),     0.49694,       0.49694
(7, 22),     0.49703,       0.49703
(23, 35),     0.49714,       0.49714
(156, 157),     0.4973,       0.4973
(7, 383),     0.49732,       0.49732
(124, 386),     0.49743,       0.49743
(25, 276),     0.4975,       0.4975
(145, 295),     0.49753,       0.49753
(144, 255),     0.49758,       0.49758
(158, 387),     0.49775,       0.49775
(30, 249),     0.4978,       0.4978
(145, 386),     0.49783,       0.49783
(154, 260),     0.49783,       0.49783
(66, 256),     0.49788,       0.49788
(22, 155),     0.49795,       0.49795
(26, 130),     0.49799,       0.49799
(156, 163),     0.49809,       0.49809
(23, 296),     0.49811,       0.49811
(70, 193),     0.49818,       0.49818
(22, 65),     0.49822,       0.49822
(254, 381),     0.49823,       0.49823
(55, 295),     0.49828,       0.49828
(154, 295),     0.4983,       0.4983
(65, 254),     0.4983,       0.4983
(107, 285),     0.49835,       0.49835
(56, 293),     0.49875,       0.49875
(158, 353),     0.49887,       0.49887
(7, 255),     0.49896,       0.49896
(35, 249),     0.499,       0.499
(153, 190),     0.49905,       0.49905
(23, 387),     0.49911,       0.49911
(247, 300),     0.49919,       0.49919
(247, 387),     0.49927,       0.49927
(56, 263),     0.49935,       0.49935
(380, 388),     0.49937,       0.49937
(247, 414),     0.49944,       0.49944
(53, 293),     0.49956,       0.49956
(52, 255),     0.49972,       0.49972
(70, 276),     0.50002,       0.50002
(65, 282),     0.50007,       0.50007
(24, 414),     0.50015,       0.50015
(25, 255),     0.5003,       0.5003
(130, 300),     0.5006,       0.5006
(159, 334),     0.50062,       0.50062
(66, 380),     0.50066,       0.50066
(22, 259),     0.50095,       0.50095
(53, 283),     0.50129,       0.50129
(154, 414),     0.5013,       0.5013
(158, 390),     0.50136,       0.50136
(29, 466),     0.5014,       0.5014
(145, 255),     0.50141,       0.50141
(265, 359),     0.50141,       0.50141
(105, 467),     0.50142,       0.50142
(28, 466),     0.50178,       0.50178
(65, 153),     0.50179,       0.50179
(65, 193),     0.50183,       0.50183
(107, 388),     0.50207,       0.50207
(63, 283),     0.50213,       0.50213
(336, 384),     0.50218,       0.50218
(30, 466),     0.50219,       0.50219
(27, 133),     0.50226,       0.50226
(105, 285),     0.50238,       0.50238
(163, 255),     0.5024,       0.5024
(26, 28),     0.5025,       0.5025
(105, 295),     0.50269,       0.50269
(65, 362),     0.50273,       0.50273
(265, 339),     0.50285,       0.50285
(23, 27),     0.50305,       0.50305
(25, 382),     0.50313,       0.50313
(52, 249),     0.50315,       0.50315
(52, 145),     0.50323,       0.50323
(156, 387),     0.50342,       0.50342
(28, 155),     0.50346,       0.50346
(253, 341),     0.50352,       0.50352
(105, 161),     0.50361,       0.50361
(155, 257),     0.50367,       0.50367
(35, 56),     0.50371,       0.50371
(145, 296),     0.50388,       0.50388
(26, 259),     0.50389,       0.50389
(63, 158),     0.50401,       0.50401
(159, 390),     0.50417,       0.50417
(53, 190),     0.50417,       0.50417
(247, 388),     0.50418,       0.50418
(353, 386),     0.50427,       0.50427
(26, 390),     0.50429,       0.50429
(22, 190),     0.50451,       0.50451
(26, 33),     0.50461,       0.50461
(130, 246),     0.50471,       0.50471
(28, 153),     0.50472,       0.50472
(7, 341),     0.50473,       0.50473
(24, 55),     0.50476,       0.50476
(23, 53),     0.50476,       0.50476
(22, 296),     0.50484,       0.50484
(362, 414),     0.50491,       0.50491
(276, 388),     0.50504,       0.50504
(156, 414),     0.50514,       0.50514
(56, 145),     0.5052,       0.5052
(23, 295),     0.50521,       0.50521
(247, 249),     0.50522,       0.50522
(173, 283),     0.50538,       0.50538
(27, 157),     0.50543,       0.50543
(154, 386),     0.50566,       0.50566
(30, 286),     0.50571,       0.50571
(28, 29),     0.50584,       0.50584
(33, 153),     0.50602,       0.50602
(26, 190),     0.50611,       0.50611
(130, 390),     0.50612,       0.50612
(52, 66),     0.50626,       0.50626
(65, 382),     0.50642,       0.50642
(283, 388),     0.50643,       0.50643
(28, 145),     0.5065,       0.5065
(154, 259),     0.50653,       0.50653
(33, 373),     0.50663,       0.50663
(27, 353),     0.50665,       0.50665
(52, 153),     0.50673,       0.50673
(25, 341),     0.50686,       0.50686
(22, 28),     0.50697,       0.50697
(27, 417),     0.50699,       0.50699
(22, 145),     0.50702,       0.50702
(22, 52),     0.50716,       0.50716
(173, 293),     0.50727,       0.50727
(190, 249),     0.50767,       0.50767
(153, 259),     0.50787,       0.50787
(156, 246),     0.50795,       0.50795
(154, 249),     0.50812,       0.50812
(145, 390),     0.5082,       0.5082
(341, 362),     0.50833,       0.50833
(52, 283),     0.50838,       0.50838
(65, 145),     0.50857,       0.50857
(52, 300),     0.50861,       0.50861
(53, 155),     0.50872,       0.50872
(29, 193),     0.50876,       0.50876
(63, 293),     0.5088,       0.5088
(157, 386),     0.50882,       0.50882
(29, 390),     0.50882,       0.50882
(158, 296),     0.50887,       0.50887
(23, 107),     0.50896,       0.50896
(155, 286),     0.50899,       0.50899
(153, 296),     0.50908,       0.50908
(107, 153),     0.50911,       0.50911
(124, 276),     0.50913,       0.50913
(55, 154),     0.50915,       0.50915
(382, 414),     0.50926,       0.50926
(153, 173),     0.50932,       0.50932
(112, 190),     0.50938,       0.50938
(65, 374),     0.50943,       0.50943
(258, 381),     0.50945,       0.50945
(252, 414),     0.50947,       0.50947
(105, 334),     0.50956,       0.50956
(35, 467),     0.5097,       0.5097
(145, 257),     0.50976,       0.50976
(130, 353),     0.50976,       0.50976
(55, 105),     0.50991,       0.50991
(33, 339),     0.50995,       0.50995
(153, 295),     0.51005,       0.51005
(112, 153),     0.51022,       0.51022
(259, 466),     0.51024,       0.51024
(52, 383),     0.51037,       0.51037
(7, 373),     0.51044,       0.51044
(105, 263),     0.5105,       0.5105
(157, 385),     0.51054,       0.51054
(286, 388),     0.51054,       0.51054
(112, 255),     0.51063,       0.51063
(52, 282),     0.51063,       0.51063
(154, 385),     0.51066,       0.51066
(52, 260),     0.51088,       0.51088
(63, 190),     0.5109,       0.5109
(110, 283),     0.51108,       0.51108
(24, 70),     0.51111,       0.51111
(27, 154),     0.51113,       0.51113
(26, 154),     0.51113,       0.51113
(28, 276),     0.51115,       0.51115
(384, 414),     0.51119,       0.51119
(145, 385),     0.51121,       0.51121
(163, 276),     0.51149,       0.51149
(255, 387),     0.51168,       0.51168
(154, 190),     0.5119,       0.5119
(35, 293),     0.51192,       0.51192
(156, 398),     0.51195,       0.51195
(259, 384),     0.51199,       0.51199
(155, 249),     0.51211,       0.51211
(46, 257),     0.51213,       0.51213
(157, 383),     0.51232,       0.51232
(26, 387),     0.51233,       0.51233
(33, 265),     0.51239,       0.51239
(258, 388),     0.51244,       0.51244
(7, 265),     0.51245,       0.51245
(107, 145),     0.51252,       0.51252
(23, 63),     0.51269,       0.51269
(22, 295),     0.5127,       0.5127
(105, 255),     0.51271,       0.51271
(157, 276),     0.51273,       0.51273
(246, 265),     0.51295,       0.51295
(254, 380),     0.513,       0.513
(157, 390),     0.51316,       0.51316
(7, 381),     0.51337,       0.51337
(33, 341),     0.51359,       0.51359
(22, 387),     0.51365,       0.51365
(257, 382),     0.514,       0.514
(243, 463),     0.51418,       0.51418
(25, 373),     0.5142,       0.5142
(35, 359),     0.51421,       0.51421
(22, 107),     0.51422,       0.51422
(163, 353),     0.51425,       0.51425
(29, 144),     0.51428,       0.51428
(105, 158),     0.51442,       0.51442
(56, 133),     0.51447,       0.51447
(300, 385),     0.51448,       0.51448
(27, 300),     0.51449,       0.51449
(243, 362),     0.51464,       0.51464
(173, 190),     0.51479,       0.51479
(56, 249),     0.51482,       0.51482
(66, 282),     0.51484,       0.51484
(70, 259),     0.51503,       0.51503
(255, 359),     0.51503,       0.51503
(53, 154),     0.51513,       0.51513
(23, 173),     0.51514,       0.51514
(163, 293),     0.51515,       0.51515
(144, 282),     0.51535,       0.51535
(66, 252),     0.51546,       0.51546
(66, 336),     0.51546,       0.51546
(124, 387),     0.51552,       0.51552
(55, 145),     0.51556,       0.51556
(112, 390),     0.51561,       0.51561
(56, 153),     0.51562,       0.51562
(24, 258),     0.51564,       0.51564
(29, 157),     0.51577,       0.51577
(52, 295),     0.51582,       0.51582
(65, 130),     0.51584,       0.51584
(246, 362),     0.51609,       0.51609
(124, 414),     0.51616,       0.51616
(35, 362),     0.51617,       0.51617
(25, 353),     0.51634,       0.51634
(110, 144),     0.5165,       0.5165
(110, 362),     0.51651,       0.51651
(30, 300),     0.5167,       0.5167
(252, 286),     0.51672,       0.51672
(23, 257),     0.51678,       0.51678
(70, 286),     0.51687,       0.51687
(33, 381),     0.51705,       0.51705
(63, 155),     0.51714,       0.51714
(46, 258),     0.51725,       0.51725
(25, 381),     0.51729,       0.51729
(25, 300),     0.51736,       0.51736
(130, 255),     0.51738,       0.51738
(28, 353),     0.51744,       0.51744
(53, 145),     0.51759,       0.51759
(22, 56),     0.51762,       0.51762
(65, 463),     0.51767,       0.51767
(7, 339),     0.51787,       0.51787
(29, 265),     0.51793,       0.51793
(33, 65),     0.51803,       0.51803
(35, 390),     0.51806,       0.51806
(124, 260),     0.51818,       0.51818
(243, 255),     0.51828,       0.51828
(259, 353),     0.51842,       0.51842
(257, 341),     0.51844,       0.51844
(243, 390),     0.51858,       0.51858
(66, 296),     0.51859,       0.51859
(153, 386),     0.5186,       0.5186
(243, 258),     0.5186,       0.5186
(56, 154),     0.51869,       0.51869
(257, 463),     0.51882,       0.51882
(70, 144),     0.51906,       0.51906
(110, 373),     0.51933,       0.51933
(153, 255),     0.51935,       0.51935
(24, 25),     0.5194,       0.5194
(27, 339),     0.51944,       0.51944
(29, 300),     0.51946,       0.51946
(53, 161),     0.5195,       0.5195
(70, 384),     0.51953,       0.51953
(110, 463),     0.51957,       0.51957
(253, 362),     0.51957,       0.51957
(25, 339),     0.51968,       0.51968
(52, 353),     0.51977,       0.51977
(190, 265),     0.51992,       0.51992
(156, 260),     0.51994,       0.51994
(163, 383),     0.51996,       0.51996
(35, 463),     0.51999,       0.51999
(144, 163),     0.52007,       0.52007
(28, 300),     0.52016,       0.52016
(70, 385),     0.5202,       0.5202
(27, 155),     0.52026,       0.52026
(56, 466),     0.52028,       0.52028
(29, 56),     0.52041,       0.52041
(130, 153),     0.52055,       0.52055
(22, 193),     0.52066,       0.52066
(65, 398),     0.52075,       0.52075
(27, 145),     0.52081,       0.52081
(52, 276),     0.52081,       0.52081
(24, 286),     0.52085,       0.52085
(260, 383),     0.52088,       0.52088
(27, 28),     0.5209,       0.5209
(24, 386),     0.52093,       0.52093
(249, 263),     0.52094,       0.52094
(46, 276),     0.52099,       0.52099
(247, 353),     0.52107,       0.52107
(156, 388),     0.52113,       0.52113
(155, 258),     0.5212,       0.5212
(300, 387),     0.52136,       0.52136
(163, 265),     0.5214,       0.5214
(159, 296),     0.52141,       0.52141
(256, 258),     0.52143,       0.52143
(253, 398),     0.52147,       0.52147
(246, 339),     0.52153,       0.52153
(27, 153),     0.52172,       0.52172
(253, 374),     0.52174,       0.52174
(27, 156),     0.52175,       0.52175
(65, 157),     0.52178,       0.52178
(260, 353),     0.5221,       0.5221
(258, 362),     0.52214,       0.52214
(105, 282),     0.52228,       0.52228
(110, 339),     0.52233,       0.52233
(163, 300),     0.52268,       0.52268
(23, 265),     0.52272,       0.52272
(145, 414),     0.52274,       0.52274
(295, 334),     0.52276,       0.52276
(30, 385),     0.52285,       0.52285
(154, 243),     0.5229,       0.5229
(55, 286),     0.5229,       0.5229
(252, 380),     0.52297,       0.52297
(52, 390),     0.52309,       0.52309
(105, 249),     0.52317,       0.52317
(70, 161),     0.5232,       0.5232
(110, 247),     0.52325,       0.52325
(30, 388),     0.52332,       0.52332
(65, 381),     0.52338,       0.52338
(65, 253),     0.52358,       0.52358
(28, 66),     0.52369,       0.52369
(159, 386),     0.52379,       0.52379
(246, 373),     0.5238,       0.5238
(30, 255),     0.52384,       0.52384
(26, 56),     0.52391,       0.52391
(27, 383),     0.52392,       0.52392
(265, 467),     0.52408,       0.52408
(133, 334),     0.5241,       0.5241
(28, 339),     0.52412,       0.52412
(26, 53),     0.52418,       0.52418
(63, 145),     0.52426,       0.52426
(161, 398),     0.52431,       0.52431
(22, 265),     0.52463,       0.52463
(65, 341),     0.52473,       0.52473
(105, 293),     0.5249,       0.5249
(53, 112),     0.5251,       0.5251
(246, 463),     0.52521,       0.52521
(63, 154),     0.52521,       0.52521
(24, 339),     0.52521,       0.52521
(124, 157),     0.52526,       0.52526
(107, 258),     0.52526,       0.52526
(46, 417),     0.52529,       0.52529
(35, 276),     0.52531,       0.52531
(28, 156),     0.52533,       0.52533
(105, 383),     0.52559,       0.52559
(24, 156),     0.5256,       0.5256
(173, 255),     0.52566,       0.52566
(24, 373),     0.52584,       0.52584
(112, 257),     0.52596,       0.52596
(55, 153),     0.52597,       0.52597
(190, 283),     0.52608,       0.52608
(29, 353),     0.52619,       0.52619
(145, 258),     0.52624,       0.52624
(65, 388),     0.52629,       0.52629
(156, 466),     0.52633,       0.52633
(66, 246),     0.52636,       0.52636
(63, 160),     0.5264,       0.5264
(28, 383),     0.52656,       0.52656
(110, 265),     0.52659,       0.52659
(55, 160),     0.52675,       0.52675
(253, 463),     0.52688,       0.52688
(155, 463),     0.52709,       0.52709
(24, 30),     0.5271,       0.5271
(27, 388),     0.52736,       0.52736
(163, 373),     0.52747,       0.52747
(112, 386),     0.52759,       0.52759
(255, 265),     0.5276,       0.5276
(154, 257),     0.52763,       0.52763
(24, 398),     0.52787,       0.52787
(257, 384),     0.52798,       0.52798
(56, 265),     0.52824,       0.52824
(46, 259),     0.52826,       0.52826
(107, 384),     0.52835,       0.52835
(53, 359),     0.52835,       0.52835
(56, 70),     0.52846,       0.52846
(156, 190),     0.52858,       0.52858
(25, 383),     0.52867,       0.52867
(30, 386),     0.52869,       0.52869
(66, 388),     0.52885,       0.52885
(66, 107),     0.52892,       0.52892
(163, 247),     0.52901,       0.52901
(339, 385),     0.52904,       0.52904
(56, 155),     0.52911,       0.52911
(7, 380),     0.52916,       0.52916
(46, 161),     0.52925,       0.52925
(154, 384),     0.52941,       0.52941
(26, 414),     0.52942,       0.52942
(25, 380),     0.52956,       0.52956
(124, 466),     0.52963,       0.52963
(24, 124),     0.52968,       0.52968
(25, 265),     0.5297,       0.5297
(133, 282),     0.52971,       0.52971
(53, 153),     0.52974,       0.52974
(30, 390),     0.52976,       0.52976
(124, 388),     0.52977,       0.52977
(334, 387),     0.52981,       0.52981
(381, 387),     0.52982,       0.52982
(247, 398),     0.53007,       0.53007
(22, 257),     0.53008,       0.53008
(28, 112),     0.53014,       0.53014
(153, 257),     0.53016,       0.53016
(253, 466),     0.53017,       0.53017
(23, 55),     0.53025,       0.53025
(153, 390),     0.53031,       0.53031
(52, 466),     0.53035,       0.53035
(53, 158),     0.53046,       0.53046
(385, 467),     0.53062,       0.53062
(173, 390),     0.53063,       0.53063
(29, 286),     0.53067,       0.53067
(130, 383),     0.53082,       0.53082
(29, 388),     0.53086,       0.53086
(124, 398),     0.53088,       0.53088
(23, 153),     0.53102,       0.53102
(145, 286),     0.53111,       0.53111
(144, 265),     0.5313,       0.5313
(63, 159),     0.53144,       0.53144
(110, 293),     0.53149,       0.53149
(35, 255),     0.53157,       0.53157
(156, 243),     0.53162,       0.53162
(26, 156),     0.53171,       0.53171
(124, 263),     0.53171,       0.53171
(130, 159),     0.53172,       0.53172
(153, 385),     0.53176,       0.53176
(46, 133),     0.53188,       0.53188
(161, 265),     0.53189,       0.53189
(23, 339),     0.53209,       0.53209
(55, 285),     0.53211,       0.53211
(155, 362),     0.53215,       0.53215
(110, 353),     0.53215,       0.53215
(33, 158),     0.53228,       0.53228
(30, 387),     0.53228,       0.53228
(28, 246),     0.53235,       0.53235
(56, 300),     0.53239,       0.53239
(56, 276),     0.5324,       0.5324
(293, 387),     0.53243,       0.53243
(173, 300),     0.53275,       0.53275
(30, 353),     0.53283,       0.53283
(259, 383),     0.53288,       0.53288
(63, 112),     0.53292,       0.53292
(247, 390),     0.53299,       0.53299
(66, 384),     0.53306,       0.53306
(70, 158),     0.53314,       0.53314
(130, 382),     0.53337,       0.53337
(22, 53),     0.53337,       0.53337
(27, 190),     0.53344,       0.53344
(163, 339),     0.53354,       0.53354
(23, 414),     0.53356,       0.53356
(157, 353),     0.53369,       0.53369
(145, 384),     0.53381,       0.53381
(163, 382),     0.53384,       0.53384
(112, 156),     0.53389,       0.53389
(65, 257),     0.53389,       0.53389
(22, 27),     0.53411,       0.53411
(112, 133),     0.53418,       0.53418
(26, 63),     0.5342,       0.5342
(144, 334),     0.53427,       0.53427
(55, 387),     0.53428,       0.53428
(112, 154),     0.53449,       0.53449
(133, 390),     0.53459,       0.53459
(65, 295),     0.53459,       0.53459
(105, 283),     0.53464,       0.53464
(110, 145),     0.53465,       0.53465
(65, 380),     0.53483,       0.53483
(28, 157),     0.53502,       0.53502
(56, 390),     0.53508,       0.53508
(26, 27),     0.53517,       0.53517
(28, 286),     0.53554,       0.53554
(46, 193),     0.53554,       0.53554
(24, 385),     0.53561,       0.53561
(70, 386),     0.53562,       0.53562
(145, 265),     0.53584,       0.53584
(33, 380),     0.53588,       0.53588
(156, 263),     0.5363,       0.5363
(247, 255),     0.53631,       0.53631
(153, 265),     0.53633,       0.53633
(24, 265),     0.53637,       0.53637
(105, 160),     0.53648,       0.53648
(105, 353),     0.5366,       0.5366
(30, 384),     0.53673,       0.53673
(25, 256),     0.53685,       0.53685
(258, 382),     0.53685,       0.53685
(112, 286),     0.53698,       0.53698
(110, 276),     0.53705,       0.53705
(7, 256),     0.53722,       0.53722
(28, 388),     0.53722,       0.53722
(23, 373),     0.53734,       0.53734
(190, 293),     0.53747,       0.53747
(133, 255),     0.53771,       0.53771
(133, 156),     0.53774,       0.53774
(63, 153),     0.53791,       0.53791
(24, 384),     0.538,       0.538
(26, 133),     0.53819,       0.53819
(23, 46),     0.5382,       0.5382
(65, 256),     0.53824,       0.53824
(163, 341),     0.53835,       0.53835
(27, 246),     0.53838,       0.53838
(27, 286),     0.53839,       0.53839
(56, 159),     0.53843,       0.53843
(155, 246),     0.53846,       0.53846
(296, 387),     0.53846,       0.53846
(285, 387),     0.53849,       0.53849
(22, 55),     0.53853,       0.53853
(66, 247),     0.53854,       0.53854
(22, 414),     0.53859,       0.53859
(52, 161),     0.53863,       0.53863
(53, 276),     0.53866,       0.53866
(249, 359),     0.5387,       0.5387
(263, 339),     0.53874,       0.53874
(7, 374),     0.53879,       0.53879
(336, 387),     0.5389,       0.5389
(35, 382),     0.53901,       0.53901
(112, 384),     0.53908,       0.53908
(110, 383),     0.53912,       0.53912
(26, 257),     0.53929,       0.53929
(124, 467),     0.53932,       0.53932
(173, 265),     0.53934,       0.53934
(28, 373),     0.53939,       0.53939
(243, 265),     0.53943,       0.53943
(52, 259),     0.53952,       0.53952
(53, 243),     0.53956,       0.53956
(112, 463),     0.53972,       0.53972
(243, 334),     0.53986,       0.53986
(110, 300),     0.53993,       0.53993
(190, 255),     0.53997,       0.53997
(25, 374),     0.54,       0.54
(27, 373),     0.54003,       0.54003
(190, 390),     0.54011,       0.54011
(112, 362),     0.54012,       0.54012
(56, 388),     0.54017,       0.54017
(56, 107),     0.54028,       0.54028
(24, 334),     0.54051,       0.54051
(154, 398),     0.54055,       0.54055
(22, 63),     0.54086,       0.54086
(30, 124),     0.54094,       0.54094
(70, 300),     0.54098,       0.54098
(247, 383),     0.54101,       0.54101
(105, 159),     0.54118,       0.54118
(124, 246),     0.5412,       0.5412
(133, 246),     0.54144,       0.54144
(53, 263),     0.54158,       0.54158
(23, 258),     0.54161,       0.54161
(105, 300),     0.54181,       0.54181
(144, 283),     0.54194,       0.54194
(286, 381),     0.54198,       0.54198
(70, 133),     0.54212,       0.54212
(46, 158),     0.54216,       0.54216
(56, 255),     0.54221,       0.54221
(56, 156),     0.54224,       0.54224
(155, 156),     0.54225,       0.54225
(300, 386),     0.54239,       0.54239
(33, 374),     0.54241,       0.54241
(157, 265),     0.54247,       0.54247
(22, 154),     0.54263,       0.54263
(282, 293),     0.54264,       0.54264
(24, 282),     0.54272,       0.54272
(190, 398),     0.54303,       0.54303
(112, 385),     0.54304,       0.54304
(29, 385),     0.54311,       0.54311
(56, 385),     0.54319,       0.54319
(144, 156),     0.54332,       0.54332
(158, 386),     0.54333,       0.54333
(53, 467),     0.54347,       0.54347
(27, 46),     0.54353,       0.54353
(52, 158),     0.54359,       0.54359
(160, 414),     0.5436,       0.5436
(124, 190),     0.54364,       0.54364
(163, 381),     0.54368,       0.54368
(158, 265),     0.54376,       0.54376
(190, 300),     0.54388,       0.54388
(63, 243),     0.54414,       0.54414
(256, 362),     0.54416,       0.54416
(256, 414),     0.54418,       0.54418
(52, 285),     0.54419,       0.54419
(66, 295),     0.5442,       0.5442
(130, 265),     0.54431,       0.54431
(293, 385),     0.54432,       0.54432
(53, 300),     0.54454,       0.54454
(157, 414),     0.54461,       0.54461
(105, 466),     0.54462,       0.54462
(130, 339),     0.54474,       0.54474
(159, 336),     0.54486,       0.54486
(154, 255),     0.54489,       0.54489
(29, 383),     0.54503,       0.54503
(144, 373),     0.54514,       0.54514
(154, 156),     0.54516,       0.54516
(46, 385),     0.54521,       0.54521
(373, 385),     0.54532,       0.54532
(110, 380),     0.54537,       0.54537
(257, 388),     0.54545,       0.54545
(341, 463),     0.54552,       0.54552
(130, 373),     0.54561,       0.54561
(56, 386),     0.54628,       0.54628
(156, 300),     0.54636,       0.54636
(154, 258),     0.54641,       0.54641
(110, 381),     0.54648,       0.54648
(144, 339),     0.5465,       0.5465
(30, 265),     0.54651,       0.54651
(46, 286),     0.54651,       0.54651
(156, 467),     0.54668,       0.54668
(154, 286),     0.5468,       0.5468
(35, 373),     0.5469,       0.5469
(160, 384),     0.54692,       0.54692
(380, 398),     0.54701,       0.54701
(105, 276),     0.54707,       0.54707
(55, 384),     0.54707,       0.54707
(105, 390),     0.5471,       0.5471
(66, 257),     0.5471,       0.5471
(133, 382),     0.54712,       0.54712
(29, 386),     0.54718,       0.54718
(63, 276),     0.54732,       0.54732
(29, 387),     0.54734,       0.54734
(154, 173),     0.54735,       0.54735
(276, 385),     0.54746,       0.54746
(46, 145),     0.54747,       0.54747
(144, 353),     0.54769,       0.54769
(26, 334),     0.54783,       0.54783
(35, 339),     0.54783,       0.54783
(35, 341),     0.54787,       0.54787
(156, 161),     0.54814,       0.54814
(46, 155),     0.54819,       0.54819
(26, 265),     0.54821,       0.54821
(159, 385),     0.54824,       0.54824
(334, 385),     0.54848,       0.54848
(153, 414),     0.54859,       0.54859
(65, 252),     0.54865,       0.54865
(24, 153),     0.54877,       0.54877
(46, 300),     0.54889,       0.54889
(144, 362),     0.549,       0.549
(70, 160),     0.54914,       0.54914
(124, 249),     0.54918,       0.54918
(253, 381),     0.5492,       0.5492
(130, 341),     0.54931,       0.54931
(53, 160),     0.54933,       0.54933
(30, 144),     0.54935,       0.54935
(107, 387),     0.54937,       0.54937
(173, 276),     0.54944,       0.54944
(56, 387),     0.54944,       0.54944
(144, 463),     0.5495,       0.5495
(28, 161),     0.54952,       0.54952
(30, 157),     0.54974,       0.54974
(295, 387),     0.54986,       0.54986
(156, 249),     0.5499,       0.5499
(23, 386),     0.54993,       0.54993
(110, 382),     0.55008,       0.55008
(46, 154),     0.55009,       0.55009
(52, 339),     0.55014,       0.55014
(112, 258),     0.55015,       0.55015
(156, 158),     0.55018,       0.55018
(56, 112),     0.55029,       0.55029
(243, 282),     0.55029,       0.55029
(26, 124),     0.55031,       0.55031
(35, 381),     0.5504,       0.5504
(110, 374),     0.55041,       0.55041
(23, 286),     0.55044,       0.55044
(258, 384),     0.55048,       0.55048
(156, 353),     0.55054,       0.55054
(124, 144),     0.5507,       0.5507
(173, 383),     0.55073,       0.55073
(70, 190),     0.5509,       0.5509
(7, 254),     0.55093,       0.55093
(153, 258),     0.55094,       0.55094
(25, 254),     0.55109,       0.55109
(124, 133),     0.55126,       0.55126
(105, 260),     0.55128,       0.55128
(46, 384),     0.55128,       0.55128
(154, 246),     0.5513,       0.5513
(161, 339),     0.5513,       0.5513
(29, 384),     0.55144,       0.55144
(30, 383),     0.55151,       0.55151
(33, 254),     0.5516,       0.5516
(33, 256),     0.55169,       0.55169
(27, 387),     0.55177,       0.55177
(70, 260),     0.552,       0.552
(161, 373),     0.55201,       0.55201
(154, 390),     0.55206,       0.55206
(158, 336),     0.55225,       0.55225
(22, 339),     0.55229,       0.55229
(124, 359),     0.55229,       0.55229
(112, 334),     0.5524,       0.5524
(70, 159),     0.55241,       0.55241
(110, 341),     0.55242,       0.55242
(56, 383),     0.55284,       0.55284
(155, 255),     0.55286,       0.55286
(53, 159),     0.55293,       0.55293
(46, 260),     0.55301,       0.55301
(28, 46),     0.55307,       0.55307
(276, 387),     0.55331,       0.55331
(112, 124),     0.55334,       0.55334
(253, 382),     0.5534,       0.5534
(155, 390),     0.5535,       0.5535
(26, 193),     0.55366,       0.55366
(163, 380),     0.55376,       0.55376
(124, 243),     0.55385,       0.55385
(144, 383),     0.55386,       0.55386
(133, 265),     0.55393,       0.55393
(29, 246),     0.55399,       0.55399
(282, 387),     0.55401,       0.55401
(23, 29),     0.55429,       0.55429
(70, 387),     0.55429,       0.55429
