Comparing the following files: 
hadleigh_front_s3_v2/,  hadleigh_low_s3_v2/,  hadleigh_right_threequarter_s3_v2/,  hadleigh_left_threequarter_s3_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s3_v2_vs_hadleigh_low_s3_v2,  hadleigh_front_s3_v2_vs_hadleigh_right_threequarter_s3_v2,  hadleigh_front_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  hadleigh_low_s3_v2_vs_hadleigh_right_threequarter_s3_v2,  hadleigh_low_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  hadleigh_right_threequarter_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  average
(293, 390),     0.87387,       0.73314,       0.77969,       0.79932,       0.65707,       0.5998,       0.74048
(254, 334),     0.89611,       0.72177,       0.77322,       0.81103,       0.65896,       0.57616,       0.73954
(293, 339),     0.87525,       0.74505,       0.75754,       0.83089,       0.63121,       0.59471,       0.73911
(252, 296),     0.93365,       0.70215,       0.7978,       0.73515,       0.71597,       0.5479,       0.73877
(300, 353),     0.80604,       0.84449,       0.72463,       0.90292,       0.51627,       0.63824,       0.73876
(253, 293),     0.8798,       0.77382,       0.72868,       0.85616,       0.61721,       0.57127,       0.73782
(336, 380),     0.92604,       0.67532,       0.81014,       0.6605,       0.79392,       0.56049,       0.73773
(263, 300),     0.86608,       0.82637,       0.74422,       0.83172,       0.5398,       0.61689,       0.73751
(293, 353),     0.85358,       0.75805,       0.73258,       0.87784,       0.61398,       0.58603,       0.73701
(293, 380),     0.88711,       0.77981,       0.71876,       0.84323,       0.62827,       0.56014,       0.73622
(23, 296),     0.92232,       0.70691,       0.70062,       0.76594,       0.6539,       0.66046,       0.73503
(295, 374),     0.93034,       0.60169,       0.8451,       0.61387,       0.84399,       0.57303,       0.73467
(293, 373),     0.8692,       0.74783,       0.75904,       0.81915,       0.63131,       0.58052,       0.73451
(296, 388),     0.9485,       0.74385,       0.63627,       0.74559,       0.73547,       0.59675,       0.7344
(285, 380),     0.92467,       0.65531,       0.79374,       0.62764,       0.82649,       0.57658,       0.73407
(253, 295),     0.93787,       0.61898,       0.85303,       0.64403,       0.8011,       0.54853,       0.73392
(282, 374),     0.9072,       0.62917,       0.82644,       0.67474,       0.78831,       0.57667,       0.73376
(282, 388),     0.94504,       0.7298,       0.61408,       0.74328,       0.73786,       0.63114,       0.73353
(260, 276),     0.84147,       0.77689,       0.74184,       0.78495,       0.66363,       0.58976,       0.73309
(153, 296),     0.91286,       0.72555,       0.66467,       0.78263,       0.61862,       0.69414,       0.73308
(254, 296),     0.92637,       0.67725,       0.79895,       0.71451,       0.72929,       0.55108,       0.73291
(258, 283),     0.89493,       0.77142,       0.66196,       0.81072,       0.67215,       0.58584,       0.73284
(23, 336),     0.87494,       0.6608,       0.76331,       0.74059,       0.69176,       0.66202,       0.73224
(283, 286),     0.90221,       0.771,       0.65209,       0.81134,       0.67254,       0.58001,       0.73153
(252, 336),     0.92834,       0.69917,       0.78739,       0.6981,       0.73868,       0.53572,       0.73123
(26, 295),     0.91968,       0.70434,       0.68565,       0.72295,       0.63682,       0.71723,       0.73111
(285, 374),     0.91627,       0.65998,       0.78082,       0.62612,       0.82005,       0.58026,       0.73058
(254, 293),     0.87763,       0.75496,       0.73256,       0.84811,       0.60567,       0.56084,       0.72996
(153, 336),     0.8457,       0.6936,       0.73719,       0.75104,       0.64122,       0.7106,       0.72989
(282, 380),     0.92058,       0.62656,       0.82099,       0.67079,       0.78104,       0.55871,       0.72978
(253, 282),     0.91541,       0.64016,       0.81992,       0.70023,       0.74622,       0.55603,       0.72966
(155, 334),     0.92243,       0.78566,       0.63032,       0.7922,       0.61304,       0.63416,       0.72963
(295, 380),     0.93986,       0.5913,       0.84777,       0.60678,       0.83769,       0.55326,       0.72944
(252, 293),     0.89079,       0.77747,       0.70297,       0.85076,       0.60988,       0.5438,       0.72928
(255, 276),     0.86417,       0.69492,       0.77112,       0.77311,       0.66176,       0.60089,       0.72766
(190, 296),     0.92758,       0.7436,       0.67151,       0.72772,       0.58526,       0.70333,       0.7265
(296, 339),     0.9276,       0.63802,       0.80009,       0.66072,       0.77233,       0.55891,       0.72628
(259, 296),     0.83639,       0.74711,       0.65569,       0.70351,       0.78979,       0.61941,       0.72532
(255, 283),     0.88817,       0.60992,       0.78424,       0.68307,       0.77926,       0.60665,       0.72522
(296, 398),     0.96521,       0.62149,       0.80066,       0.62226,       0.78807,       0.55236,       0.72501
(252, 295),     0.94344,       0.60748,       0.84721,       0.63202,       0.79115,       0.52459,       0.72431
(334, 381),     0.92323,       0.70576,       0.75255,       0.75959,       0.67484,       0.52591,       0.72365
(252, 282),     0.92498,       0.63721,       0.81086,       0.69132,       0.73872,       0.53578,       0.72315
(283, 374),     0.87959,       0.67503,       0.78216,       0.73746,       0.6988,       0.55924,       0.72205
(260, 282),     0.90777,       0.63407,       0.74758,       0.61591,       0.82741,       0.59749,       0.72171
(254, 285),     0.92489,       0.6409,       0.7996,       0.62009,       0.80271,       0.5388,       0.72117
(112, 295),     0.90812,       0.68695,       0.72581,       0.67369,       0.6471,       0.68377,       0.72091
(336, 384),     0.95193,       0.69895,       0.67729,       0.70651,       0.69905,       0.58729,       0.72017
(334, 414),     0.93955,       0.70529,       0.7255,       0.75418,       0.67353,       0.51837,       0.7194
(253, 283),     0.88849,       0.67872,       0.77003,       0.758,       0.67312,       0.54754,       0.71932
(283, 380),     0.89613,       0.6799,       0.76263,       0.73862,       0.693,       0.54284,       0.71885
(296, 390),     0.92621,       0.61193,       0.7786,       0.61479,       0.81174,       0.56909,       0.71873
(282, 373),     0.90388,       0.58763,       0.82269,       0.6309,       0.80523,       0.56201,       0.71872
(254, 295),     0.94092,       0.58815,       0.84535,       0.60969,       0.80321,       0.52457,       0.71865
(26, 285),     0.84681,       0.73432,       0.71863,       0.68985,       0.5914,       0.72968,       0.71845
(112, 282),     0.91506,       0.73139,       0.63942,       0.72752,       0.61023,       0.68392,       0.71792
(22, 295),     0.91648,       0.69665,       0.64323,       0.7527,       0.60215,       0.69352,       0.71746
(249, 283),     0.88479,       0.5927,       0.78618,       0.6428,       0.79857,       0.59201,       0.71617
(254, 336),     0.91927,       0.66728,       0.76834,       0.66271,       0.75248,       0.52092,       0.71517
(254, 282),     0.91501,       0.60752,       0.8185,       0.67278,       0.74362,       0.53256,       0.715
(296, 381),     0.94658,       0.62579,       0.79966,       0.64289,       0.75916,       0.51106,       0.71419
(276, 293),     0.87777,       0.75486,       0.69515,       0.85056,       0.56363,       0.54037,       0.71372
(252, 283),     0.90144,       0.6815,       0.74891,       0.75205,       0.666,       0.5269,       0.7128
(282, 339),     0.91575,       0.57153,       0.82306,       0.62707,       0.78891,       0.54809,       0.7124
(336, 373),     0.91514,       0.63096,       0.78501,       0.59973,       0.80454,       0.53864,       0.71234
(293, 398),     0.92127,       0.76304,       0.65225,       0.80456,       0.62717,       0.50543,       0.71229
(190, 336),     0.85006,       0.75023,       0.7393,       0.69355,       0.54508,       0.69043,       0.71144
(283, 339),     0.88283,       0.61943,       0.79383,       0.70473,       0.70884,       0.555,       0.71078
(398, 414),     0.86057,       0.60435,       0.80356,       0.68429,       0.74271,       0.56795,       0.71057
(295, 373),     0.93019,       0.56083,       0.8101,       0.5665,       0.8463,       0.54803,       0.71032
(256, 334),     0.92236,       0.71894,       0.71757,       0.7819,       0.62183,       0.49452,       0.70952
(283, 390),     0.87723,       0.6011,       0.80585,       0.66104,       0.75095,       0.56058,       0.70946
(283, 373),     0.8729,       0.63365,       0.79489,       0.69913,       0.70639,       0.5456,       0.70876
(26, 282),     0.92129,       0.73059,       0.58849,       0.75659,       0.57638,       0.67659,       0.70832
(296, 414),     0.95854,       0.59079,       0.79324,       0.60499,       0.78136,       0.52045,       0.70823
(282, 398),     0.95236,       0.56061,       0.81215,       0.57401,       0.80784,       0.54037,       0.70789
(286, 293),     0.86989,       0.82228,       0.5968,       0.88628,       0.57182,       0.49796,       0.7075
(255, 296),     0.92459,       0.60538,       0.75129,       0.61112,       0.79761,       0.55047,       0.70674
(112, 285),     0.8165,       0.75066,       0.74492,       0.6411,       0.5549,       0.73079,       0.70648
(254, 283),     0.88568,       0.6468,       0.77304,       0.73794,       0.66518,       0.52609,       0.70579
(256, 285),     0.94285,       0.60154,       0.80684,       0.58906,       0.79806,       0.49634,       0.70578
(255, 300),     0.8452,       0.77914,       0.7102,       0.80719,       0.52934,       0.5601,       0.70519
(249, 276),     0.86981,       0.6854,       0.77506,       0.73929,       0.61446,       0.54065,       0.70411
(22, 334),     0.91572,       0.72817,       0.6106,       0.78914,       0.60559,       0.57144,       0.70344
(190, 334),     0.92709,       0.78349,       0.56855,       0.77518,       0.52947,       0.63315,       0.70282
(282, 390),     0.90952,       0.54987,       0.78788,       0.58453,       0.82817,       0.5553,       0.70255
(293, 381),     0.902,       0.75259,       0.6663,       0.80982,       0.59556,       0.48645,       0.70212
(295, 384),     0.96492,       0.62095,       0.66667,       0.62492,       0.69168,       0.63821,       0.70122
(256, 296),     0.9462,       0.64777,       0.76563,       0.67575,       0.69491,       0.4737,       0.70066
(295, 339),     0.94267,       0.54002,       0.81981,       0.55083,       0.83061,       0.51937,       0.70055
(154, 334),     0.91482,       0.75585,       0.5816,       0.78991,       0.56613,       0.59481,       0.70052
(255, 282),     0.91933,       0.54648,       0.77224,       0.58589,       0.82163,       0.55695,       0.70042
(336, 381),     0.93571,       0.60553,       0.77847,       0.58915,       0.78637,       0.49263,       0.69798
(295, 385),     0.9636,       0.70766,       0.56051,       0.73456,       0.60125,       0.61247,       0.69667
(276, 353),     0.81236,       0.74442,       0.59666,       0.86294,       0.54189,       0.62105,       0.69655
(282, 381),     0.9364,       0.56971,       0.80322,       0.60576,       0.77075,       0.49187,       0.69629
(276, 384),     0.80634,       0.79932,       0.63296,       0.77368,       0.56455,       0.60047,       0.69622
(243, 282),     0.90042,       0.71806,       0.62813,       0.69827,       0.56061,       0.66417,       0.69494
(257, 293),     0.84419,       0.75435,       0.64076,       0.79417,       0.646,       0.48803,       0.69458
(295, 381),     0.95236,       0.52167,       0.83478,       0.53328,       0.83367,       0.49085,       0.69444
(145, 296),     0.89801,       0.6852,       0.62638,       0.75829,       0.55413,       0.64259,       0.6941
(283, 398),     0.92989,       0.636,       0.71616,       0.66144,       0.71217,       0.50642,       0.69368
(263, 283),     0.89125,       0.59805,       0.65687,       0.63471,       0.79292,       0.58618,       0.69333
(256, 336),     0.9404,       0.63467,       0.75716,       0.6335,       0.72693,       0.46494,       0.69293
(286, 384),     0.87443,       0.65095,       0.7987,       0.6695,       0.602,       0.54837,       0.69066
(256, 293),     0.9018,       0.75924,       0.63425,       0.8233,       0.55736,       0.4623,       0.68971
(265, 293),     0.83452,       0.68658,       0.66669,       0.84499,       0.57721,       0.52029,       0.68838
(282, 414),     0.94528,       0.53522,       0.79029,       0.56464,       0.79311,       0.50148,       0.68834
(249, 296),     0.92833,       0.58658,       0.70475,       0.57821,       0.79129,       0.53132,       0.68675
(256, 295),     0.95336,       0.54529,       0.82516,       0.56682,       0.77731,       0.45193,       0.68664
(283, 359),     0.89506,       0.58146,       0.65452,       0.62936,       0.78772,       0.56674,       0.68581
(296, 466),     0.9363,       0.6532,       0.60927,       0.64518,       0.73739,       0.53282,       0.68569
(334, 382),     0.93416,       0.65995,       0.71485,       0.70578,       0.64437,       0.45364,       0.68546
(380, 414),     0.69607,       0.66582,       0.52835,       0.81668,       0.71156,       0.69412,       0.68543
(336, 398),     0.94697,       0.58863,       0.73394,       0.56366,       0.77539,       0.50222,       0.68514
(336, 385),     0.95134,       0.67457,       0.6199,       0.72988,       0.63556,       0.49876,       0.685
(295, 398),     0.96376,       0.50059,       0.8014,       0.49516,       0.81864,       0.52787,       0.68457
(276, 339),     0.85596,       0.69089,       0.72393,       0.77625,       0.55854,       0.49946,       0.68417
(256, 282),     0.9369,       0.58898,       0.77579,       0.63449,       0.70998,       0.45849,       0.68411
(336, 339),     0.91287,       0.59958,       0.74434,       0.58055,       0.77636,       0.487,       0.68345
(276, 385),     0.81239,       0.77727,       0.67944,       0.75526,       0.49798,       0.57751,       0.68331
(296, 382),     0.95568,       0.57422,       0.77557,       0.58453,       0.74679,       0.45799,       0.68246
(285, 381),     0.93041,       0.56515,       0.74589,       0.53632,       0.80568,       0.50773,       0.68186
(283, 381),     0.91319,       0.6354,       0.71908,       0.68566,       0.66825,       0.46892,       0.68175
(260, 296),     0.86831,       0.66244,       0.6609,       0.60491,       0.77197,       0.51861,       0.68119
(265, 300),     0.81688,       0.73209,       0.66777,       0.88128,       0.48622,       0.50181,       0.68101
(22, 282),     0.91447,       0.7011,       0.54579,       0.75844,       0.53257,       0.62782,       0.68003
(249, 300),     0.84728,       0.7836,       0.68805,       0.79183,       0.46231,       0.5045,       0.67959
(282, 466),     0.93353,       0.61733,       0.59037,       0.63189,       0.74638,       0.55429,       0.67896
(243, 295),     0.88465,       0.65729,       0.69725,       0.62928,       0.5631,       0.63538,       0.67783
(173, 334),     0.92216,       0.76704,       0.58276,       0.73619,       0.49674,       0.55827,       0.67719
(145, 336),     0.82382,       0.63359,       0.67339,       0.72723,       0.5582,       0.64636,       0.6771
(249, 282),     0.91575,       0.53032,       0.71133,       0.55371,       0.81563,       0.53471,       0.67691
(22, 285),     0.84184,       0.64718,       0.67506,       0.68014,       0.56937,       0.63713,       0.67512
(258, 293),     0.84777,       0.77659,       0.58741,       0.81985,       0.56263,       0.4526,       0.67448
(253, 276),     0.85556,       0.73006,       0.66703,       0.79553,       0.52788,       0.46711,       0.67386
(334, 362),     0.93812,       0.65637,       0.6943,       0.69367,       0.62505,       0.43088,       0.67306
(24, 296),     0.91543,       0.67328,       0.61567,       0.7137,       0.52751,       0.577,       0.67043
(296, 362),     0.95829,       0.56649,       0.75972,       0.56851,       0.73132,       0.43752,       0.67031
(23, 295),     0.90802,       0.66762,       0.58056,       0.72912,       0.51418,       0.62183,       0.67022
(254, 276),     0.85766,       0.70791,       0.67951,       0.79252,       0.52243,       0.45576,       0.6693
(153, 334),     0.89866,       0.71182,       0.55187,       0.7747,       0.52265,       0.55605,       0.66929
(256, 283),     0.91452,       0.64712,       0.68474,       0.70728,       0.61671,       0.44121,       0.6686
(334, 341),     0.93032,       0.67222,       0.67278,       0.72202,       0.58754,       0.42106,       0.66766
(285, 373),     0.9122,       0.59461,       0.69414,       0.54758,       0.76295,       0.49413,       0.6676
(276, 374),     0.84355,       0.73262,       0.67285,       0.77807,       0.51879,       0.45837,       0.66737
(293, 414),     0.89946,       0.7551,       0.56687,       0.80585,       0.55166,       0.42221,       0.66686
(276, 386),     0.85315,       0.664,       0.7357,       0.65779,       0.56665,       0.52284,       0.66669
(295, 414),     0.95133,       0.45533,       0.79221,       0.47166,       0.82836,       0.50107,       0.66666
(295, 382),     0.95759,       0.47007,       0.81717,       0.47528,       0.8236,       0.44899,       0.66545
(300, 339),     0.83475,       0.76643,       0.65754,       0.7972,       0.45643,       0.47636,       0.66479
(276, 390),     0.85584,       0.67859,       0.72614,       0.73874,       0.53079,       0.45693,       0.66451
(133, 282),     0.89527,       0.74265,       0.5548,       0.70058,       0.4457,       0.64402,       0.66384
(353, 359),     0.83241,       0.83751,       0.61617,       0.8221,       0.35953,       0.51289,       0.66343
(295, 390),     0.93573,       0.51215,       0.70999,       0.51062,       0.8078,       0.50134,       0.66294
(381, 414),     0.75797,       0.71556,       0.58485,       0.78663,       0.61095,       0.52062,       0.66276
(296, 341),     0.95308,       0.58621,       0.73724,       0.60381,       0.68256,       0.41285,       0.66263
(193, 334),     0.94126,       0.61137,       0.63224,       0.61213,       0.62978,       0.54715,       0.66232
(154, 295),     0.89076,       0.68598,       0.56338,       0.70327,       0.46261,       0.66729,       0.66221
(282, 382),     0.94376,       0.51861,       0.78035,       0.54586,       0.75284,       0.43109,       0.66208
(265, 276),     0.81903,       0.64025,       0.61443,       0.81494,       0.56452,       0.51799,       0.66186
(336, 382),     0.93878,       0.54865,       0.74076,       0.52751,       0.77356,       0.44187,       0.66185
(23, 334),     0.9039,       0.676,       0.58342,       0.74274,       0.54322,       0.51893,       0.66137
(466, 467),     0.85887,       0.67639,       0.64495,       0.66602,       0.61938,       0.49078,       0.6594
(155, 282),     0.89915,       0.72708,       0.53142,       0.71033,       0.44336,       0.64414,       0.65925
(252, 276),     0.86001,       0.72928,       0.62205,       0.77742,       0.52027,       0.44249,       0.65859
(155, 295),     0.88678,       0.68729,       0.59702,       0.66021,       0.46108,       0.65816,       0.65842
(334, 463),     0.93508,       0.66372,       0.65858,       0.70309,       0.58553,       0.40386,       0.65831
(133, 295),     0.87688,       0.69959,       0.61995,       0.64822,       0.4562,       0.64728,       0.65802
(276, 373),     0.84542,       0.70024,       0.6948,       0.75965,       0.50446,       0.44102,       0.6576
(336, 390),     0.91464,       0.56629,       0.70125,       0.52738,       0.76817,       0.46623,       0.65733
(285, 341),     0.93599,       0.51527,       0.76434,       0.49225,       0.79473,       0.43963,       0.65704
(282, 467),     0.90844,       0.54353,       0.6865,       0.52205,       0.79241,       0.48837,       0.65688
(300, 387),     0.81658,       0.69608,       0.72761,       0.63917,       0.52195,       0.53933,       0.65679
(293, 382),     0.91108,       0.71019,       0.60393,       0.7617,       0.55181,       0.39932,       0.65634
(336, 414),     0.91876,       0.54326,       0.70929,       0.5247,       0.77612,       0.4659,       0.65634
(276, 380),     0.84811,       0.73447,       0.62839,       0.76491,       0.5151,       0.44013,       0.65519
