Comparing the following files: 
kelly_front_s4_v2/,  hadleigh_front_s4_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s4_v2_vs_hadleigh_front_s4_v2,  average
(28, 414),     -0.52308,       -0.52308
(110, 339),     -0.52294,       -0.52294
(154, 339),     -0.52261,       -0.52261
(155, 259),     -0.52232,       -0.52232
(145, 373),     -0.52214,       -0.52214
(29, 263),     -0.52214,       -0.52214
(254, 359),     -0.52211,       -0.52211
(56, 362),     -0.52174,       -0.52174
(161, 390),     -0.52169,       -0.52169
(163, 249),     -0.52135,       -0.52135
(30, 173),     -0.52111,       -0.52111
(23, 257),     -0.52106,       -0.52106
(56, 256),     -0.52071,       -0.52071
(30, 374),     -0.52066,       -0.52066
(154, 259),     -0.52052,       -0.52052
(190, 257),     -0.51966,       -0.51966
(52, 362),     -0.51905,       -0.51905
(144, 373),     -0.51632,       -0.51632
(29, 252),     -0.51631,       -0.51631
(56, 341),     -0.51422,       -0.51422
(22, 259),     -0.51366,       -0.51366
(159, 263),     -0.5135,       -0.5135
(52, 374),     -0.5127,       -0.5127
(29, 256),     -0.51232,       -0.51232
(161, 466),     -0.51203,       -0.51203
(22, 255),     -0.51132,       -0.51132
(52, 193),     -0.51124,       -0.51124
(66, 390),     -0.51064,       -0.51064
(163, 390),     -0.51058,       -0.51058
(163, 388),     -0.51035,       -0.51035
(158, 255),     -0.51028,       -0.51028
(56, 382),     -0.50937,       -0.50937
(110, 249),     -0.50886,       -0.50886
(29, 398),     -0.50883,       -0.50883
(190, 373),     -0.5083,       -0.5083
(22, 339),     -0.50826,       -0.50826
(52, 463),     -0.50783,       -0.50783
(53, 390),     -0.5078,       -0.5078
(56, 463),     -0.50745,       -0.50745
(110, 353),     -0.50681,       -0.50681
(52, 339),     -0.50663,       -0.50663
(190, 253),     -0.50639,       -0.50639
(110, 388),     -0.50586,       -0.50586
(27, 193),     -0.50585,       -0.50585
(158, 466),     -0.50542,       -0.50542
(159, 249),     -0.50498,       -0.50498
(259, 417),     -0.50494,       -0.50494
(23, 373),     -0.50485,       -0.50485
(246, 390),     -0.50479,       -0.50479
(144, 353),     -0.50473,       -0.50473
(247, 255),     -0.50447,       -0.50447
(173, 373),     -0.50445,       -0.50445
(24, 388),     -0.50378,       -0.50378
(52, 249),     -0.50366,       -0.50366
(145, 388),     -0.50322,       -0.50322
(246, 467),     -0.50318,       -0.50318
(159, 388),     -0.50309,       -0.50309
(24, 373),     -0.50276,       -0.50276
(7, 260),     -0.50235,       -0.50235
(154, 359),     -0.50208,       -0.50208
(144, 258),     -0.50133,       -0.50133
(30, 253),     -0.50012,       -0.50012
(112, 259),     -0.4994,       -0.4994
(253, 359),     -0.49917,       -0.49917
(161, 260),     -0.49896,       -0.49896
(246, 249),     -0.49818,       -0.49818
(260, 417),     -0.49796,       -0.49796
(27, 260),     -0.49755,       -0.49755
(247, 249),     -0.49746,       -0.49746
(7, 27),     -0.49677,       -0.49677
(26, 359),     -0.49671,       -0.49671
(105, 390),     -0.49625,       -0.49625
(160, 339),     -0.4962,       -0.4962
(28, 467),     -0.49574,       -0.49574
(65, 414),     -0.49549,       -0.49549
(163, 353),     -0.49545,       -0.49545
(110, 265),     -0.49541,       -0.49541
(28, 193),     -0.49443,       -0.49443
(56, 467),     -0.49389,       -0.49389
(160, 388),     -0.49367,       -0.49367
(339, 359),     -0.49221,       -0.49221
(65, 374),     -0.49199,       -0.49199
(66, 373),     -0.49184,       -0.49184
(153, 373),     -0.49171,       -0.49171
(24, 258),     -0.49153,       -0.49153
(158, 388),     -0.48985,       -0.48985
(28, 33),     -0.48919,       -0.48919
(27, 263),     -0.48849,       -0.48849
(52, 382),     -0.48794,       -0.48794
(153, 254),     -0.48781,       -0.48781
(56, 260),     -0.48719,       -0.48719
(27, 173),     -0.48669,       -0.48669
(110, 258),     -0.4862,       -0.4862
(110, 390),     -0.48612,       -0.48612
(247, 373),     -0.48587,       -0.48587
(52, 254),     -0.4854,       -0.4854
(153, 257),     -0.48406,       -0.48406
(163, 247),     -0.48369,       -0.48369
(27, 56),     -0.48328,       -0.48328
(160, 390),     -0.48288,       -0.48288
(144, 387),     -0.48287,       -0.48287
(7, 56),     -0.48264,       -0.48264
(145, 254),     -0.48233,       -0.48233
(52, 380),     -0.48197,       -0.48197
(7, 247),     -0.4819,       -0.4819
(26, 259),     -0.48153,       -0.48153
(28, 359),     -0.48127,       -0.48127
(65, 249),     -0.48068,       -0.48068
(65, 339),     -0.47947,       -0.47947
(29, 260),     -0.47921,       -0.47921
(246, 263),     -0.47901,       -0.47901
(53, 373),     -0.47877,       -0.47877
(157, 388),     -0.47837,       -0.47837
(24, 353),     -0.4773,       -0.4773
(66, 414),     -0.47638,       -0.47638
(124, 144),     -0.47576,       -0.47576
(157, 466),     -0.47575,       -0.47575
(163, 265),     -0.4755,       -0.4755
(65, 417),     -0.47502,       -0.47502
(359, 373),     -0.4747,       -0.4747
(153, 390),     -0.47467,       -0.47467
(30, 362),     -0.47448,       -0.47448
(144, 156),     -0.47261,       -0.47261
(52, 381),     -0.47245,       -0.47245
(190, 339),     -0.47241,       -0.47241
(133, 257),     -0.47239,       -0.47239
(52, 341),     -0.47185,       -0.47185
(7, 255),     -0.4712,       -0.4712
(154, 254),     -0.47023,       -0.47023
(243, 254),     -0.46815,       -0.46815
(158, 249),     -0.46794,       -0.46794
(26, 339),     -0.46744,       -0.46744
(154, 373),     -0.46739,       -0.46739
(23, 254),     -0.46683,       -0.46683
(25, 259),     -0.46612,       -0.46612
(112, 254),     -0.46612,       -0.46612
(105, 373),     -0.4658,       -0.4658
(56, 255),     -0.46509,       -0.46509
(255, 339),     -0.46468,       -0.46468
(52, 253),     -0.46451,       -0.46451
(153, 249),     -0.46428,       -0.46428
(154, 255),     -0.46379,       -0.46379
(66, 249),     -0.46371,       -0.46371
(158, 263),     -0.46347,       -0.46347
(163, 373),     -0.46314,       -0.46314
(190, 380),     -0.46313,       -0.46313
(28, 260),     -0.4631,       -0.4631
(30, 380),     -0.46273,       -0.46273
(30, 382),     -0.46248,       -0.46248
(65, 398),     -0.46234,       -0.46234
(144, 254),     -0.46226,       -0.46226
(25, 56),     -0.46218,       -0.46218
(173, 359),     -0.46144,       -0.46144
(157, 390),     -0.46126,       -0.46126
(247, 467),     -0.46086,       -0.46086
(153, 466),     -0.46038,       -0.46038
(7, 263),     -0.45974,       -0.45974
(157, 249),     -0.45935,       -0.45935
(65, 254),     -0.45899,       -0.45899
(161, 388),     -0.4588,       -0.4588
(30, 341),     -0.45864,       -0.45864
(7, 29),     -0.45821,       -0.45821
(107, 417),     -0.45737,       -0.45737
(28, 56),     -0.45713,       -0.45713
(130, 359),     -0.45695,       -0.45695
(52, 255),     -0.45676,       -0.45676
(56, 163),     -0.45669,       -0.45669
(155, 339),     -0.45667,       -0.45667
(124, 145),     -0.45583,       -0.45583
(257, 417),     -0.45562,       -0.45562
(145, 258),     -0.45517,       -0.45517
(190, 252),     -0.45508,       -0.45508
(23, 258),     -0.45451,       -0.45451
(161, 373),     -0.45437,       -0.45437
(247, 254),     -0.45426,       -0.45426
(30, 260),     -0.45384,       -0.45384
(155, 359),     -0.4538,       -0.4538
(65, 380),     -0.45363,       -0.45363
(30, 463),     -0.45361,       -0.45361
(7, 339),     -0.45334,       -0.45334
(246, 373),     -0.45284,       -0.45284
(247, 263),     -0.45267,       -0.45267
(285, 417),     -0.45251,       -0.45251
(157, 373),     -0.45228,       -0.45228
(243, 257),     -0.45163,       -0.45163
(52, 414),     -0.45161,       -0.45161
(163, 387),     -0.4516,       -0.4516
(157, 190),     -0.45066,       -0.45066
(22, 257),     -0.45029,       -0.45029
(144, 265),     -0.44937,       -0.44937
(158, 259),     -0.44933,       -0.44933
(157, 254),     -0.4493,       -0.4493
(52, 398),     -0.4491,       -0.4491
(33, 359),     -0.44905,       -0.44905
(246, 265),     -0.44902,       -0.44902
(29, 130),     -0.44863,       -0.44863
(159, 339),     -0.44824,       -0.44824
(193, 259),     -0.44811,       -0.44811
(190, 256),     -0.44785,       -0.44785
(25, 255),     -0.44743,       -0.44743
(112, 339),     -0.44697,       -0.44697
(25, 130),     -0.4469,       -0.4469
(145, 156),     -0.44681,       -0.44681
(25, 265),     -0.44668,       -0.44668
(53, 249),     -0.44635,       -0.44635
(30, 252),     -0.44613,       -0.44613
(24, 254),     -0.44584,       -0.44584
(105, 249),     -0.44577,       -0.44577
(66, 417),     -0.44545,       -0.44545
(25, 263),     -0.44503,       -0.44503
(30, 466),     -0.44499,       -0.44499
(29, 466),     -0.44464,       -0.44464
(159, 390),     -0.44406,       -0.44406
(30, 256),     -0.44397,       -0.44397
(359, 390),     -0.44351,       -0.44351
(52, 256),     -0.44344,       -0.44344
(26, 254),     -0.44299,       -0.44299
(161, 265),     -0.44267,       -0.44267
(30, 381),     -0.44252,       -0.44252
(23, 388),     -0.44226,       -0.44226
(173, 374),     -0.44208,       -0.44208
(145, 353),     -0.4419,       -0.4419
(66, 374),     -0.4411,       -0.4411
(155, 373),     -0.44051,       -0.44051
(7, 249),     -0.44016,       -0.44016
(112, 359),     -0.43946,       -0.43946
(154, 257),     -0.43889,       -0.43889
(153, 155),     -0.43768,       -0.43768
(153, 263),     -0.43758,       -0.43758
(24, 265),     -0.43747,       -0.43747
(65, 362),     -0.4374,       -0.4374
(55, 417),     -0.4368,       -0.4368
(110, 373),     -0.43661,       -0.43661
(105, 362),     -0.43652,       -0.43652
(158, 339),     -0.43649,       -0.43649
(52, 252),     -0.43649,       -0.43649
(159, 387),     -0.43636,       -0.43636
(7, 390),     -0.43619,       -0.43619
(246, 466),     -0.43606,       -0.43606
(133, 373),     -0.43548,       -0.43548
(7, 265),     -0.43517,       -0.43517
(158, 387),     -0.43503,       -0.43503
(157, 387),     -0.43485,       -0.43485
(133, 339),     -0.43468,       -0.43468
(243, 373),     -0.43436,       -0.43436
(65, 255),     -0.43432,       -0.43432
(23, 156),     -0.43422,       -0.43422
(110, 130),     -0.43417,       -0.43417
(144, 247),     -0.43334,       -0.43334
(145, 387),     -0.43332,       -0.43332
(28, 173),     -0.43264,       -0.43264
(23, 353),     -0.43252,       -0.43252
(260, 414),     -0.43187,       -0.43187
(23, 124),     -0.43139,       -0.43139
(173, 255),     -0.43099,       -0.43099
(65, 463),     -0.43099,       -0.43099
(173, 253),     -0.43076,       -0.43076
(155, 257),     -0.43064,       -0.43064
(7, 259),     -0.4305,       -0.4305
(336, 417),     -0.43024,       -0.43024
(56, 249),     -0.43003,       -0.43003
(65, 253),     -0.42902,       -0.42902
(124, 163),     -0.42883,       -0.42883
(246, 254),     -0.42841,       -0.42841
(26, 255),     -0.42815,       -0.42815
(190, 381),     -0.42803,       -0.42803
(7, 466),     -0.42776,       -0.42776
(156, 163),     -0.42742,       -0.42742
(25, 466),     -0.42677,       -0.42677
(56, 398),     -0.42666,       -0.42666
(56, 359),     -0.42659,       -0.42659
(105, 463),     -0.42647,       -0.42647
(30, 247),     -0.4261,       -0.4261
(163, 258),     -0.42581,       -0.42581
(190, 341),     -0.42573,       -0.42573
(22, 254),     -0.42536,       -0.42536
(27, 466),     -0.42509,       -0.42509
(259, 282),     -0.42461,       -0.42461
(341, 362),     -0.42426,       -0.42426
(53, 362),     -0.42394,       -0.42394
(243, 339),     -0.42389,       -0.42389
(23, 247),     -0.42368,       -0.42368
(25, 28),     -0.42337,       -0.42337
(133, 254),     -0.42329,       -0.42329
(66, 398),     -0.42328,       -0.42328
(159, 259),     -0.42297,       -0.42297
(22, 373),     -0.42285,       -0.42285
(258, 259),     -0.42283,       -0.42283
(173, 390),     -0.42279,       -0.42279
(66, 339),     -0.42222,       -0.42222
(243, 374),     -0.42216,       -0.42216
(7, 30),     -0.42203,       -0.42203
(24, 286),     -0.42169,       -0.42169
(22, 249),     -0.42154,       -0.42154
(28, 163),     -0.4213,       -0.4213
(160, 373),     -0.42065,       -0.42065
(110, 387),     -0.42044,       -0.42044
(144, 386),     -0.41902,       -0.41902
(23, 374),     -0.41897,       -0.41897
(295, 417),     -0.41891,       -0.41891
(23, 286),     -0.41868,       -0.41868
(22, 124),     -0.41859,       -0.41859
(133, 359),     -0.41858,       -0.41858
(65, 381),     -0.41858,       -0.41858
(53, 463),     -0.41853,       -0.41853
(154, 390),     -0.41823,       -0.41823
(53, 339),     -0.4181,       -0.4181
(28, 263),     -0.4178,       -0.4178
(260, 398),     -0.41737,       -0.41737
(29, 190),     -0.41733,       -0.41733
(254, 255),     -0.41654,       -0.41654
(158, 390),     -0.41648,       -0.41648
(161, 254),     -0.41647,       -0.41647
(249, 254),     -0.41642,       -0.41642
(22, 156),     -0.41555,       -0.41555
(33, 339),     -0.4152,       -0.4152
(130, 467),     -0.41517,       -0.41517
(153, 388),     -0.41506,       -0.41506
(253, 467),     -0.41497,       -0.41497
(53, 374),     -0.41495,       -0.41495
(25, 339),     -0.41492,       -0.41492
(163, 254),     -0.41452,       -0.41452
(155, 254),     -0.41429,       -0.41429
(22, 247),     -0.41404,       -0.41404
(145, 155),     -0.41402,       -0.41402
(145, 374),     -0.41387,       -0.41387
(157, 263),     -0.41378,       -0.41378
(35, 110),     -0.41364,       -0.41364
(112, 257),     -0.41362,       -0.41362
(112, 373),     -0.41326,       -0.41326
(254, 467),     -0.41279,       -0.41279
(66, 362),     -0.41181,       -0.41181
(255, 359),     -0.41167,       -0.41167
(22, 263),     -0.41126,       -0.41126
(30, 163),     -0.41119,       -0.41119
(193, 260),     -0.41083,       -0.41083
(105, 374),     -0.41022,       -0.41022
(260, 286),     -0.40999,       -0.40999
(153, 374),     -0.40997,       -0.40997
(153, 154),     -0.40939,       -0.40939
(160, 387),     -0.40924,       -0.40924
(25, 249),     -0.40912,       -0.40912
(144, 286),     -0.40829,       -0.40829
(65, 382),     -0.40807,       -0.40807
(160, 353),     -0.40757,       -0.40757
(33, 255),     -0.40752,       -0.40752
(22, 390),     -0.40737,       -0.40737
(105, 382),     -0.4068,       -0.4068
(66, 380),     -0.40649,       -0.40649
(53, 382),     -0.4058,       -0.4058
(66, 463),     -0.40573,       -0.40573
(29, 414),     -0.4055,       -0.4055
(26, 257),     -0.40526,       -0.40526
(24, 247),     -0.40488,       -0.40488
(190, 382),     -0.40386,       -0.40386
(24, 156),     -0.40384,       -0.40384
(29, 163),     -0.40326,       -0.40326
(246, 260),     -0.40298,       -0.40298
(144, 374),     -0.40231,       -0.40231
(25, 388),     -0.40183,       -0.40183
(163, 383),     -0.4015,       -0.4015
(52, 359),     -0.40138,       -0.40138
(24, 387),     -0.4012,       -0.4012
(22, 466),     -0.40101,       -0.40101
(53, 341),     -0.40093,       -0.40093
(145, 286),     -0.40075,       -0.40075
(153, 258),     -0.39993,       -0.39993
(110, 383),     -0.39845,       -0.39845
(243, 359),     -0.39797,       -0.39797
(52, 263),     -0.3979,       -0.3979
(359, 374),     -0.39777,       -0.39777
(258, 286),     -0.39708,       -0.39708
(24, 124),     -0.39697,       -0.39697
(463, 467),     -0.39684,       -0.39684
(160, 259),     -0.39668,       -0.39668
(173, 388),     -0.39667,       -0.39667
(66, 254),     -0.39633,       -0.39633
(25, 353),     -0.39616,       -0.39616
(7, 388),     -0.3954,       -0.3954
(55, 373),     -0.39522,       -0.39522
(398, 467),     -0.39498,       -0.39498
(173, 387),     -0.39491,       -0.39491
(341, 381),     -0.39441,       -0.39441
(24, 130),     -0.3943,       -0.3943
(28, 130),     -0.39417,       -0.39417
(24, 374),     -0.39409,       -0.39409
(27, 190),     -0.39404,       -0.39404
(159, 373),     -0.39401,       -0.39401
(26, 373),     -0.39399,       -0.39399
(107, 390),     -0.39359,       -0.39359
(157, 374),     -0.39347,       -0.39347
(25, 390),     -0.39273,       -0.39273
(66, 255),     -0.3922,       -0.3922
(282, 417),     -0.39219,       -0.39219
(27, 163),     -0.39204,       -0.39204
(154, 374),     -0.39181,       -0.39181
(252, 359),     -0.39165,       -0.39165
(155, 255),     -0.39142,       -0.39142
(130, 339),     -0.39142,       -0.39142
(283, 417),     -0.39118,       -0.39118
(105, 339),     -0.39028,       -0.39028
(252, 467),     -0.39023,       -0.39023
(56, 110),     -0.3901,       -0.3901
(296, 417),     -0.38985,       -0.38985
(110, 254),     -0.38964,       -0.38964
(144, 383),     -0.38957,       -0.38957
(130, 255),     -0.38932,       -0.38932
(53, 254),     -0.38874,       -0.38874
(7, 373),     -0.3887,       -0.3887
(145, 247),     -0.38842,       -0.38842
(65, 252),     -0.3884,       -0.3884
(30, 133),     -0.38829,       -0.38829
(65, 359),     -0.38804,       -0.38804
(112, 374),     -0.38726,       -0.38726
(243, 253),     -0.38708,       -0.38708
(161, 353),     -0.38684,       -0.38684
(65, 341),     -0.38666,       -0.38666
(259, 414),     -0.38611,       -0.38611
(105, 341),     -0.38596,       -0.38596
(7, 353),     -0.38551,       -0.38551
(63, 390),     -0.38551,       -0.38551
(145, 386),     -0.38494,       -0.38494
(247, 374),     -0.38494,       -0.38494
(105, 380),     -0.3849,       -0.3849
(374, 467),     -0.38468,       -0.38468
(193, 257),     -0.3842,       -0.3842
(257, 282),     -0.38339,       -0.38339
(33, 390),     -0.38326,       -0.38326
(154, 249),     -0.38299,       -0.38299
(33, 467),     -0.38284,       -0.38284
(105, 381),     -0.3827,       -0.3827
(144, 190),     -0.38226,       -0.38226
(144, 173),     -0.38202,       -0.38202
(256, 467),     -0.38201,       -0.38201
(124, 153),     -0.38188,       -0.38188
(53, 380),     -0.38155,       -0.38155
(190, 390),     -0.38144,       -0.38144
(153, 353),     -0.38115,       -0.38115
(246, 388),     -0.38111,       -0.38111
(65, 263),     -0.38093,       -0.38093
(254, 263),     -0.38075,       -0.38075
(130, 390),     -0.38069,       -0.38069
(133, 144),     -0.38058,       -0.38058
(144, 276),     -0.38051,       -0.38051
(154, 466),     -0.38028,       -0.38028
(159, 353),     -0.37944,       -0.37944
(160, 254),     -0.37943,       -0.37943
(373, 467),     -0.37939,       -0.37939
(158, 373),     -0.37875,       -0.37875
(29, 33),     -0.37868,       -0.37868
(27, 130),     -0.37857,       -0.37857
(66, 381),     -0.37813,       -0.37813
(155, 390),     -0.37756,       -0.37756
(105, 193),     -0.37747,       -0.37747
(158, 159),     -0.37745,       -0.37745
(53, 381),     -0.37741,       -0.37741
(341, 467),     -0.37713,       -0.37713
(66, 382),     -0.37664,       -0.37664
(33, 249),     -0.37621,       -0.37621
(130, 249),     -0.37621,       -0.37621
(26, 247),     -0.3761,       -0.3761
(30, 243),     -0.3761,       -0.3761
(130, 263),     -0.37555,       -0.37555
(29, 193),     -0.37514,       -0.37514
(157, 253),     -0.37508,       -0.37508
(29, 133),     -0.37498,       -0.37498
(247, 253),     -0.37492,       -0.37492
(26, 30),     -0.37483,       -0.37483
(30, 144),     -0.37462,       -0.37462
(53, 255),     -0.37443,       -0.37443
(28, 417),     -0.37434,       -0.37434
(66, 263),     -0.37388,       -0.37388
(33, 263),     -0.3738,       -0.3738
