Comparing the following files: 
kelly_front_s2_v2/,  kelly_low_s2_v2/,  kelly_right_threequarter_s2_v2/,  kelly_left_threequarter_s2_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s2_v2_vs_kelly_low_s2_v2,  kelly_front_s2_v2_vs_kelly_right_threequarter_s2_v2,  kelly_front_s2_v2_vs_kelly_left_threequarter_s2_v2,  kelly_low_s2_v2_vs_kelly_right_threequarter_s2_v2,  kelly_low_s2_v2_vs_kelly_left_threequarter_s2_v2,  kelly_right_threequarter_s2_v2_vs_kelly_left_threequarter_s2_v2,  average
(249, 334),     0.84352,       0.89799,       0.69677,       0.8486,       0.66119,       0.72263,       0.77845
(153, 159),     0.77987,       0.93272,       0.68488,       0.81129,       0.66766,       0.79029,       0.77779
(22, 160),     0.78606,       0.9259,       0.72675,       0.79499,       0.6588,       0.7731,       0.7776
(254, 334),     0.85093,       0.9027,       0.66861,       0.86484,       0.67201,       0.70482,       0.77732
(159, 243),     0.75514,       0.91671,       0.73315,       0.79384,       0.64609,       0.8143,       0.77654
(154, 159),     0.75103,       0.93036,       0.69903,       0.80911,       0.6693,       0.79959,       0.7764
(133, 159),     0.72975,       0.91755,       0.72643,       0.79729,       0.66775,       0.81745,       0.77604
(155, 159),     0.73255,       0.92406,       0.71389,       0.80294,       0.67112,       0.81107,       0.77594
(56, 243),     0.84725,       0.91055,       0.61921,       0.88201,       0.66237,       0.73366,       0.77584
(339, 388),     0.73432,       0.93638,       0.79301,       0.7402,       0.60271,       0.83309,       0.77329
(254, 387),     0.74833,       0.93991,       0.77112,       0.74887,       0.60066,       0.83035,       0.77321
(56, 112),     0.87069,       0.92473,       0.58953,       0.90274,       0.65295,       0.69575,       0.77273
(334, 390),     0.81802,       0.90819,       0.69235,       0.84208,       0.65546,       0.71008,       0.77103
(76, 159),     0.86224,       0.83122,       0.72222,       0.7921,       0.6514,       0.7628,       0.77033
(78, 159),     0.86109,       0.83425,       0.72139,       0.79395,       0.64866,       0.7619,       0.77021
(286, 398),     0.77469,       0.88079,       0.78109,       0.78469,       0.68653,       0.71266,       0.77007
(62, 159),     0.86269,       0.83228,       0.7217,       0.79222,       0.64949,       0.76132,       0.76995
(253, 386),     0.7358,       0.94286,       0.77079,       0.72914,       0.59726,       0.84005,       0.76932
(61, 159),     0.861,       0.8281,       0.72247,       0.78807,       0.65139,       0.76442,       0.76924
(154, 158),     0.77335,       0.92792,       0.65856,       0.82649,       0.65456,       0.77368,       0.76909
(296, 382),     0.79735,       0.85885,       0.69745,       0.82319,       0.70195,       0.7348,       0.76893
(26, 160),     0.75972,       0.92335,       0.73203,       0.7826,       0.63787,       0.7764,       0.76866
(26, 28),     0.84583,       0.92813,       0.59513,       0.89076,       0.66855,       0.68121,       0.76827
(296, 373),     0.81872,       0.8818,       0.74988,       0.83641,       0.63399,       0.68445,       0.76754
(258, 341),     0.75385,       0.94319,       0.74969,       0.75392,       0.62596,       0.77784,       0.76741
(159, 173),     0.70887,       0.91447,       0.71038,       0.78877,       0.67064,       0.81018,       0.76722
(26, 157),     0.82558,       0.93701,       0.65219,       0.82919,       0.62755,       0.72693,       0.76641
(28, 243),     0.81212,       0.89742,       0.62495,       0.86091,       0.66855,       0.7326,       0.76609
(255, 259),     0.67676,       0.89867,       0.78129,       0.74939,       0.6851,       0.80513,       0.76606
(24, 161),     0.7902,       0.93045,       0.68042,       0.78396,       0.68284,       0.72415,       0.76534
(26, 27),     0.80369,       0.89371,       0.63432,       0.86388,       0.68221,       0.71288,       0.76511
(282, 339),     0.76565,       0.88392,       0.74976,       0.78207,       0.63674,       0.76824,       0.7644
(76, 160),     0.85665,       0.82312,       0.71998,       0.77557,       0.65435,       0.7566,       0.76438
(336, 341),     0.8015,       0.83604,       0.74195,       0.82812,       0.68673,       0.69172,       0.76434
(78, 160),     0.85602,       0.82596,       0.7185,       0.77757,       0.65145,       0.75591,       0.76423
(62, 160),     0.85743,       0.82435,       0.71891,       0.77641,       0.65212,       0.7552,       0.76407
(253, 385),     0.7057,       0.94098,       0.79601,       0.68415,       0.61388,       0.84278,       0.76392
(296, 390),     0.81601,       0.87445,       0.75109,       0.84152,       0.62552,       0.67475,       0.76389
(341, 384),     0.73072,       0.92363,       0.76815,       0.76443,       0.57163,       0.82423,       0.7638
(259, 339),     0.70343,       0.91894,       0.74582,       0.74885,       0.65164,       0.81293,       0.7636
(252, 385),     0.72726,       0.93964,       0.76393,       0.70813,       0.59852,       0.84124,       0.76312
(61, 160),     0.85526,       0.81914,       0.72123,       0.76993,       0.65518,       0.75746,       0.76303
(27, 112),     0.79526,       0.87311,       0.64058,       0.85719,       0.67676,       0.73271,       0.7626
(144, 160),     0.75765,       0.93392,       0.65827,       0.78593,       0.67031,       0.76797,       0.76234
(133, 173),     0.76841,       0.92184,       0.71403,       0.77867,       0.60818,       0.77815,       0.76155
(257, 390),     0.63046,       0.94101,       0.81314,       0.68449,       0.67307,       0.82264,       0.7608
(256, 286),     0.75443,       0.93242,       0.77874,       0.675,       0.677,       0.74403,       0.76027
(334, 359),     0.81021,       0.81356,       0.68471,       0.86663,       0.65581,       0.7279,       0.7598
(296, 381),     0.79952,       0.86534,       0.6892,       0.82089,       0.66894,       0.71405,       0.75966
(145, 160),     0.76549,       0.94141,       0.66276,       0.77342,       0.66103,       0.75369,       0.75963
(145, 159),     0.77105,       0.92957,       0.63546,       0.80221,       0.65415,       0.76268,       0.75919
(112, 160),     0.72808,       0.91524,       0.72762,       0.76964,       0.62795,       0.78347,       0.75867
(160, 163),     0.69767,       0.92448,       0.66673,       0.79049,       0.68419,       0.78341,       0.75783
(256, 258),     0.75153,       0.9496,       0.72639,       0.72574,       0.63394,       0.75933,       0.75775
(161, 163),     0.75055,       0.93621,       0.64656,       0.78725,       0.67296,       0.75215,       0.75761
(256, 385),     0.71579,       0.93624,       0.75647,       0.73451,       0.57327,       0.82937,       0.75761
(155, 157),     0.76197,       0.93016,       0.65138,       0.81391,       0.63253,       0.75515,       0.75752
(254, 385),     0.67395,       0.94094,       0.80622,       0.67469,       0.62938,       0.81863,       0.7573
(153, 160),     0.73656,       0.93651,       0.68523,       0.76173,       0.65818,       0.76423,       0.75707
(336, 463),     0.78822,       0.81197,       0.72509,       0.81546,       0.69455,       0.70633,       0.75694
(339, 386),     0.64503,       0.92803,       0.80697,       0.72554,       0.60358,       0.8297,       0.75648
(249, 257),     0.60787,       0.91203,       0.81556,       0.69684,       0.69901,       0.80431,       0.75594
(258, 362),     0.7243,       0.9339,       0.76515,       0.72269,       0.60991,       0.77864,       0.75577
(296, 374),     0.81247,       0.87552,       0.71183,       0.82803,       0.63051,       0.6751,       0.75558
(341, 385),     0.69222,       0.92056,       0.78676,       0.75978,       0.54889,       0.81904,       0.75454
(28, 133),     0.80294,       0.90476,       0.58209,       0.86458,       0.66843,       0.70401,       0.75447
(252, 386),     0.72079,       0.94058,       0.74345,       0.72715,       0.57488,       0.81951,       0.75439
(296, 414),     0.81794,       0.82543,       0.64829,       0.85585,       0.69346,       0.68485,       0.7543
(98, 107),     0.90048,       0.86496,       0.66343,       0.82165,       0.64028,       0.63307,       0.75398
(296, 380),     0.80808,       0.87064,       0.6851,       0.82239,       0.64586,       0.68748,       0.75326
(254, 258),     0.76518,       0.93851,       0.76098,       0.71497,       0.70026,       0.63801,       0.75299
(157, 158),     0.69569,       0.90368,       0.6819,       0.77345,       0.65152,       0.81027,       0.75275
(258, 463),     0.73777,       0.93108,       0.74478,       0.74803,       0.59738,       0.75577,       0.75247
(255, 282),     0.75555,       0.86133,       0.75624,       0.77361,       0.60737,       0.75563,       0.75162
(110, 246),     0.75863,       0.92708,       0.67159,       0.76415,       0.67224,       0.71228,       0.75099
(341, 414),     0.77784,       0.91056,       0.7636,       0.71513,       0.64659,       0.69212,       0.75097
(7, 246),     0.73842,       0.93642,       0.63721,       0.78659,       0.67074,       0.73506,       0.75074
(286, 382),     0.69275,       0.93386,       0.80367,       0.64432,       0.63355,       0.79354,       0.75028
(256, 336),     0.79663,       0.84844,       0.73664,       0.8157,       0.64987,       0.64964,       0.74949
(256, 384),     0.71517,       0.93439,       0.74347,       0.68926,       0.59063,       0.82363,       0.74943
(23, 158),     0.79901,       0.94214,       0.59767,       0.81756,       0.6251,       0.71283,       0.74905
(22, 27),     0.7937,       0.90003,       0.60032,       0.84405,       0.6737,       0.68122,       0.74884
(57, 159),     0.85766,       0.82685,       0.71605,       0.758,       0.64104,       0.69159,       0.74853
(25, 161),     0.755,       0.93413,       0.6901,       0.75744,       0.60941,       0.74118,       0.74788
(334, 373),     0.8032,       0.89873,       0.64062,       0.83293,       0.63596,       0.67424,       0.74761
(253, 258),     0.74809,       0.93917,       0.75298,       0.69147,       0.66938,       0.68457,       0.74761
(341, 398),     0.79492,       0.92028,       0.6794,       0.74563,       0.58405,       0.76123,       0.74758
(254, 282),     0.78384,       0.88363,       0.67373,       0.78705,       0.62854,       0.72846,       0.74754
(28, 155),     0.81635,       0.92467,       0.55449,       0.86995,       0.65152,       0.66758,       0.74743
(27, 155),     0.78287,       0.88959,       0.59619,       0.84837,       0.66491,       0.70249,       0.7474
(25, 160),     0.69346,       0.92281,       0.71474,       0.74495,       0.62659,       0.77329,       0.74597
(296, 327),     0.912,       0.90553,       0.60173,       0.86463,       0.56619,       0.62338,       0.74558
(258, 398),     0.72096,       0.91071,       0.73466,       0.74966,       0.61765,       0.73655,       0.74503
(7, 161),     0.66659,       0.92624,       0.67125,       0.7716,       0.67306,       0.761,       0.74496
(252, 258),     0.74768,       0.94271,       0.72037,       0.69743,       0.64,       0.71734,       0.74425
(66, 98),     0.92467,       0.82174,       0.6682,       0.81464,       0.63154,       0.59685,       0.74294
(56, 133),     0.83123,       0.92246,       0.52707,       0.88189,       0.63723,       0.65771,       0.74293
(27, 133),     0.76579,       0.86331,       0.60379,       0.83783,       0.6668,       0.71646,       0.74233
(25, 246),     0.78199,       0.93277,       0.6528,       0.77151,       0.60733,       0.70738,       0.7423
(144, 159),     0.71827,       0.9303,       0.60469,       0.79262,       0.66201,       0.74575,       0.74227
(258, 382),     0.69608,       0.94559,       0.75066,       0.67591,       0.59932,       0.78168,       0.74154
(256, 386),     0.67789,       0.93088,       0.75715,       0.73389,       0.5435,       0.80567,       0.7415
(255, 296),     0.83917,       0.84772,       0.69477,       0.87478,       0.60063,       0.59176,       0.74147
(27, 243),     0.77188,       0.85677,       0.61954,       0.82983,       0.65219,       0.71748,       0.74128
(76, 158),     0.85162,       0.81313,       0.6874,       0.77416,       0.58865,       0.73217,       0.74119
(154, 160),     0.68895,       0.92925,       0.67913,       0.74364,       0.64359,       0.75974,       0.74072
(336, 362),     0.77495,       0.8172,       0.72337,       0.79476,       0.6444,       0.68744,       0.74035
(78, 158),     0.85038,       0.81652,       0.68662,       0.77634,       0.58267,       0.72882,       0.74023
(24, 158),     0.77467,       0.948,       0.58635,       0.80597,       0.62036,       0.7059,       0.74021
(61, 158),     0.85004,       0.81026,       0.68663,       0.77074,       0.58813,       0.73495,       0.74012
(62, 158),     0.85199,       0.81401,       0.68648,       0.77369,       0.58495,       0.72911,       0.74004
(153, 158),     0.77144,       0.92829,       0.58514,       0.81058,       0.62368,       0.72076,       0.73998
(76, 161),     0.85131,       0.7943,       0.70441,       0.73321,       0.62318,       0.73093,       0.73956
(78, 161),     0.85199,       0.79689,       0.7022,       0.73608,       0.61896,       0.7293,       0.73924
(253, 387),     0.71293,       0.94014,       0.72113,       0.71986,       0.5502,       0.7909,       0.73919
(62, 161),     0.85287,       0.79567,       0.70224,       0.7352,       0.61982,       0.72882,       0.7391
(253, 334),     0.82457,       0.89263,       0.58758,       0.84762,       0.63405,       0.64473,       0.73853
(66, 327),     0.92694,       0.83946,       0.65608,       0.82214,       0.61134,       0.57515,       0.73852
(61, 161),     0.84905,       0.7888,       0.70689,       0.72477,       0.62433,       0.73134,       0.73753
(334, 362),     0.76247,       0.86914,       0.60013,       0.8194,       0.70462,       0.66744,       0.7372
(27, 154),     0.78742,       0.90756,       0.56104,       0.84578,       0.64899,       0.66758,       0.7364
(373, 387),     0.6457,       0.93502,       0.7632,       0.68263,       0.56351,       0.8281,       0.73636
(341, 386),     0.63527,       0.91064,       0.80673,       0.74419,       0.51425,       0.80694,       0.73634
(334, 341),     0.78633,       0.87867,       0.58183,       0.84022,       0.68298,       0.64757,       0.73627
(155, 160),     0.6603,       0.92193,       0.68693,       0.73446,       0.64138,       0.76859,       0.7356
(57, 160),     0.85242,       0.80649,       0.71277,       0.72868,       0.64214,       0.66999,       0.73542
(384, 463),     0.6696,       0.89068,       0.79721,       0.76175,       0.51018,       0.77941,       0.73481
(276, 293),     0.75225,       0.79178,       0.63617,       0.87666,       0.6473,       0.70045,       0.7341
(249, 296),     0.81453,       0.83663,       0.67645,       0.84192,       0.60096,       0.63105,       0.73359
(334, 467),     0.77462,       0.74401,       0.585,       0.9016,       0.67159,       0.723,       0.7333
(374, 386),     0.63439,       0.93556,       0.75902,       0.66681,       0.56633,       0.8369,       0.73317
(144, 161),     0.7569,       0.94406,       0.61238,       0.7473,       0.6499,       0.68714,       0.73295
(255, 293),     0.79462,       0.90492,       0.59916,       0.81228,       0.62368,       0.65426,       0.73149
(257, 373),     0.63954,       0.9478,       0.74938,       0.65263,       0.6205,       0.7775,       0.73122
(373, 386),     0.5727,       0.92906,       0.78618,       0.66096,       0.57751,       0.85263,       0.72984
(334, 398),     0.80825,       0.8614,       0.58729,       0.83307,       0.66642,       0.62211,       0.72976
(255, 283),     0.74276,       0.8768,       0.65254,       0.76408,       0.60002,       0.74136,       0.72959
(253, 257),     0.7245,       0.94365,       0.66659,       0.72235,       0.59597,       0.72005,       0.72885
(24, 27),     0.77588,       0.89357,       0.56129,       0.8253,       0.67964,       0.6371,       0.7288
(254, 295),     0.749,       0.87646,       0.75619,       0.73285,       0.5801,       0.6762,       0.72847
(256, 334),     0.798,       0.88313,       0.56491,       0.83716,       0.65412,       0.63316,       0.72841
(258, 414),     0.72336,       0.9176,       0.72407,       0.73071,       0.56908,       0.70524,       0.72834
(293, 359),     0.81482,       0.8498,       0.6102,       0.81507,       0.61586,       0.66168,       0.72791
(27, 78),     0.83206,       0.72167,       0.67131,       0.76626,       0.60238,       0.77251,       0.7277
(384, 398),     0.59382,       0.89552,       0.80771,       0.72874,       0.52483,       0.81505,       0.72761
(112, 173),     0.83242,       0.90605,       0.61711,       0.78573,       0.57386,       0.64854,       0.72728
(334, 382),     0.75173,       0.872,       0.58953,       0.80549,       0.68529,       0.65901,       0.72718
(334, 463),     0.76324,       0.86828,       0.57218,       0.82964,       0.69082,       0.63708,       0.72687
(55, 107),     0.81806,       0.72947,       0.74019,       0.74647,       0.68009,       0.64541,       0.72662
(336, 398),     0.85382,       0.82022,       0.63015,       0.8425,       0.58745,       0.62505,       0.72653
(385, 463),     0.61303,       0.89279,       0.82197,       0.74244,       0.49161,       0.79599,       0.7263
(27, 62),     0.83299,       0.71932,       0.6694,       0.76297,       0.60197,       0.7705,       0.72619
(23, 161),     0.7566,       0.91086,       0.64569,       0.74469,       0.64244,       0.65583,       0.72602
(133, 160),     0.63883,       0.91274,       0.69061,       0.71866,       0.62722,       0.76745,       0.72592
(56, 190),     0.83243,       0.89403,       0.51765,       0.86261,       0.58093,       0.66576,       0.72557
(159, 163),     0.63937,       0.91019,       0.60089,       0.7759,       0.66802,       0.75306,       0.72457
(28, 190),     0.77579,       0.8766,       0.5544,       0.82893,       0.6234,       0.68513,       0.72404
(295, 327),     0.89306,       0.8925,       0.57927,       0.81568,       0.53357,       0.62988,       0.72399
(258, 339),     0.7589,       0.92485,       0.71599,       0.73718,       0.65631,       0.55059,       0.72397
(29, 78),     0.83358,       0.71527,       0.68882,       0.73368,       0.60543,       0.76653,       0.72389
(388, 390),     0.62706,       0.92935,       0.7629,       0.6704,       0.54596,       0.80599,       0.72361
(27, 76),     0.82949,       0.71476,       0.66451,       0.76021,       0.59999,       0.76921,       0.72303
(293, 467),     0.79963,       0.81197,       0.57696,       0.84179,       0.65188,       0.65505,       0.72288
(387, 390),     0.54174,       0.9123,       0.77914,       0.68513,       0.57203,       0.84325,       0.72227
(29, 62),     0.83348,       0.71289,       0.68694,       0.73042,       0.60498,       0.76482,       0.72225
(259, 467),     0.72978,       0.87299,       0.74671,       0.79717,       0.61025,       0.57584,       0.72212
(258, 381),     0.67117,       0.94762,       0.72214,       0.62826,       0.60362,       0.75518,       0.72133
(339, 466),     0.67328,       0.91638,       0.73436,       0.691,       0.52764,       0.78469,       0.72123
(98, 159),     0.8803,       0.80668,       0.66723,       0.73776,       0.63568,       0.59931,       0.72116
(283, 339),     0.73706,       0.89367,       0.61781,       0.76348,       0.59864,       0.71424,       0.72082
(23, 27),     0.77811,       0.89839,       0.54106,       0.82489,       0.65371,       0.62606,       0.72037
(30, 160),     0.76221,       0.85969,       0.69303,       0.73229,       0.49785,       0.77668,       0.72029
(252, 334),     0.80526,       0.88481,       0.54442,       0.83683,       0.62675,       0.61813,       0.71937
(159, 287),     0.8148,       0.93079,       0.62001,       0.79709,       0.55399,       0.59871,       0.71923
(252, 387),     0.6618,       0.93379,       0.70827,       0.70296,       0.53305,       0.77476,       0.7191
(65, 98),     0.89503,       0.78968,       0.65095,       0.75607,       0.61824,       0.60429,       0.71904
(29, 76),     0.82872,       0.70719,       0.6834,       0.72542,       0.6039,       0.76414,       0.71879
(282, 390),     0.71582,       0.88733,       0.69174,       0.73245,       0.56698,       0.71842,       0.71879
(26, 29),     0.74538,       0.86068,       0.61103,       0.79341,       0.63108,       0.66988,       0.71858
(254, 388),     0.69409,       0.93189,       0.69879,       0.70771,       0.51642,       0.76211,       0.7185
(255, 466),     0.75222,       0.92723,       0.69062,       0.74806,       0.51405,       0.67713,       0.71822
(257, 341),     0.70561,       0.92879,       0.66875,       0.7476,       0.55258,       0.70571,       0.71817
(7, 160),     0.57346,       0.87835,       0.65094,       0.75045,       0.67475,       0.78102,       0.71816
(380, 385),     0.60512,       0.93243,       0.74127,       0.63285,       0.56551,       0.83069,       0.71798
(27, 110),     0.73852,       0.86414,       0.57417,       0.79011,       0.68924,       0.64808,       0.71738
(160, 243),     0.64997,       0.91234,       0.68958,       0.70561,       0.59165,       0.75398,       0.71719
(252, 336),     0.79883,       0.85606,       0.70207,       0.81445,       0.57484,       0.55517,       0.7169
(27, 61),     0.82497,       0.70459,       0.65581,       0.75221,       0.59506,       0.76647,       0.71652
(26, 66),     0.87366,       0.87848,       0.53388,       0.83076,       0.60139,       0.579,       0.7162
(27, 153),     0.77185,       0.91462,       0.52049,       0.82429,       0.63257,       0.63153,       0.71589
(55, 98),     0.88163,       0.87591,       0.58407,       0.81165,       0.55829,       0.58107,       0.71544
(252, 384),     0.66127,       0.9207,       0.74889,       0.5902,       0.60176,       0.76923,       0.71534
(29, 112),     0.73664,       0.83835,       0.61285,       0.78796,       0.62628,       0.68957,       0.71527
(336, 382),     0.74391,       0.82387,       0.71268,       0.75844,       0.59812,       0.65389,       0.71515
(249, 282),     0.74051,       0.85967,       0.67439,       0.73558,       0.55841,       0.71899,       0.71459
(22, 29),     0.74307,       0.86962,       0.60059,       0.77902,       0.64104,       0.6524,       0.71429
(380, 386),     0.59362,       0.93079,       0.73603,       0.65424,       0.54801,       0.82296,       0.71428
(263, 334),     0.82717,       0.75836,       0.51592,       0.85031,       0.63155,       0.70167,       0.71416
(285, 336),     0.7805,       0.77295,       0.66588,       0.8259,       0.63929,       0.60046,       0.71416
(334, 374),     0.78447,       0.88507,       0.56495,       0.81857,       0.60943,       0.62095,       0.71391
(255, 388),     0.68897,       0.92515,       0.70398,       0.74903,       0.49772,       0.71822,       0.71385
(374, 385),     0.58059,       0.93632,       0.77598,       0.59582,       0.56571,       0.82838,       0.7138
(29, 160),     0.82286,       0.85567,       0.61698,       0.71238,       0.51601,       0.75711,       0.7135
(334, 381),     0.76157,       0.87516,       0.56124,       0.80361,       0.64676,       0.63163,       0.71333
(374, 387),     0.62601,       0.93763,       0.7342,       0.64696,       0.53016,       0.80351,       0.71308
(66, 112),     0.86231,       0.86542,       0.53081,       0.83538,       0.58853,       0.59455,       0.71283
(293, 339),     0.78558,       0.91496,       0.55464,       0.80648,       0.59918,       0.61344,       0.71238
(258, 373),     0.63636,       0.93846,       0.76673,       0.61137,       0.63639,       0.68424,       0.71226
(29, 61),     0.82307,       0.69503,       0.67748,       0.71402,       0.60067,       0.76159,       0.71198
(385, 398),     0.55101,       0.89384,       0.81873,       0.7144,       0.491,       0.80083,       0.71164
(22, 161),     0.72819,       0.8897,       0.66955,       0.72169,       0.60703,       0.65248,       0.71144
(56, 155),     0.83872,       0.9427,       0.45624,       0.87634,       0.58242,       0.57133,       0.71129
(256, 387),     0.59086,       0.91451,       0.76467,       0.69814,       0.50724,       0.79173,       0.71119
(57, 158),     0.83999,       0.81256,       0.66343,       0.73612,       0.56336,       0.64979,       0.71088
(28, 154),     0.82017,       0.93854,       0.47036,       0.86429,       0.59534,       0.57582,       0.71075
(285, 341),     0.77455,       0.81902,       0.70802,       0.73539,       0.6078,       0.61903,       0.71063
(253, 295),     0.72903,       0.87098,       0.69477,       0.71964,       0.56923,       0.67506,       0.70978
(30, 78),     0.83904,       0.70888,       0.69057,       0.68897,       0.58377,       0.74721,       0.70974
(163, 246),     0.73969,       0.93704,       0.56383,       0.7348,       0.64447,       0.63853,       0.70973
(362, 384),     0.59285,       0.90217,       0.77237,       0.70131,       0.49139,       0.79799,       0.70968
(29, 155),     0.726,       0.86081,       0.58309,       0.77682,       0.63171,       0.67305,       0.70858
(30, 62),     0.83856,       0.70687,       0.68869,       0.68637,       0.58391,       0.74619,       0.70843
(253, 282),     0.75407,       0.87433,       0.58663,       0.76684,       0.5965,       0.67168,       0.70834
(22, 28),     0.82704,       0.93273,       0.47482,       0.86047,       0.58705,       0.56647,       0.7081
(112, 190),     0.88381,       0.93162,       0.45707,       0.88525,       0.52391,       0.56636,       0.708
(24, 29),     0.73404,       0.85654,       0.59218,       0.76444,       0.67314,       0.62626,       0.70777
(362, 385),     0.57043,       0.90195,       0.78908,       0.70372,       0.48004,       0.79175,       0.70616
(26, 56),     0.86975,       0.9403,       0.45238,       0.88872,       0.54493,       0.54065,       0.70612
(65, 327),     0.90796,       0.78681,       0.64782,       0.7543,       0.60246,       0.53643,       0.70596
(258, 390),     0.61408,       0.92579,       0.75316,       0.63626,       0.63849,       0.66591,       0.70561
(29, 110),     0.70779,       0.8174,       0.63794,       0.73672,       0.68767,       0.64493,       0.70541
