Comparing the following files: 
kelly_front_s3_v2/,  hadleigh_front_s3_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s3_v2_vs_hadleigh_front_s3_v2,  average
(253, 341),     -0.03208,       -0.03208
(110, 386),     -0.03177,       -0.03177
(308, 386),     -0.03174,       -0.03174
(308, 380),     -0.03166,       -0.03166
(66, 173),     -0.03165,       -0.03165
(98, 145),     -0.0316,       -0.0316
(65, 156),     -0.03147,       -0.03147
(308, 382),     -0.03138,       -0.03138
(286, 381),     -0.03103,       -0.03103
(308, 398),     -0.03079,       -0.03079
(334, 362),     -0.03022,       -0.03022
(276, 383),     -0.03022,       -0.03022
(282, 417),     -0.03007,       -0.03007
(161, 258),     -0.02993,       -0.02993
(163, 296),     -0.02992,       -0.02992
(258, 374),     -0.02991,       -0.02991
(159, 253),     -0.02988,       -0.02988
(62, 388),     -0.02987,       -0.02987
(193, 258),     -0.02976,       -0.02976
(353, 383),     -0.02976,       -0.02976
(26, 295),     -0.02966,       -0.02966
(173, 296),     -0.0296,       -0.0296
(130, 160),     -0.02955,       -0.02955
(78, 308),     -0.02947,       -0.02947
(153, 156),     -0.02941,       -0.02941
(65, 253),     -0.02934,       -0.02934
(308, 362),     -0.0292,       -0.0292
(105, 133),     -0.0292,       -0.0292
(252, 282),     -0.02915,       -0.02915
(190, 295),     -0.02913,       -0.02913
(25, 110),     -0.02907,       -0.02907
(65, 353),     -0.029,       -0.029
(76, 160),     -0.02899,       -0.02899
(65, 157),     -0.02898,       -0.02898
(285, 291),     -0.02888,       -0.02888
(29, 254),     -0.02868,       -0.02868
(306, 414),     -0.02865,       -0.02865
(124, 154),     -0.0282,       -0.0282
(380, 384),     -0.02817,       -0.02817
(257, 373),     -0.02812,       -0.02812
(130, 163),     -0.02794,       -0.02794
(334, 382),     -0.02794,       -0.02794
(334, 341),     -0.02793,       -0.02793
(334, 374),     -0.02783,       -0.02783
(23, 57),     -0.02741,       -0.02741
(98, 263),     -0.02741,       -0.02741
(53, 173),     -0.02734,       -0.02734
(76, 249),     -0.02701,       -0.02701
(308, 381),     -0.02699,       -0.02699
(308, 385),     -0.02693,       -0.02693
(65, 414),     -0.02673,       -0.02673
(33, 258),     -0.0267,       -0.0267
(78, 359),     -0.02656,       -0.02656
(98, 388),     -0.0263,       -0.0263
(7, 385),     -0.02624,       -0.02624
(256, 257),     -0.02605,       -0.02605
(66, 381),     -0.02576,       -0.02576
(62, 160),     -0.02563,       -0.02563
(382, 414),     -0.0255,       -0.0255
(292, 334),     -0.02549,       -0.02549
(247, 260),     -0.0254,       -0.0254
(161, 254),     -0.02535,       -0.02535
(287, 387),     -0.02514,       -0.02514
(374, 466),     -0.02512,       -0.02512
(144, 292),     -0.02508,       -0.02508
(105, 265),     -0.02502,       -0.02502
(76, 155),     -0.02478,       -0.02478
(243, 255),     -0.02475,       -0.02475
(283, 383),     -0.02473,       -0.02473
(253, 381),     -0.02472,       -0.02472
(27, 374),     -0.02461,       -0.02461
(61, 160),     -0.02459,       -0.02459
(160, 334),     -0.02458,       -0.02458
(78, 160),     -0.02455,       -0.02455
(56, 255),     -0.02454,       -0.02454
(144, 336),     -0.02446,       -0.02446
(243, 386),     -0.02444,       -0.02444
(27, 98),     -0.02411,       -0.02411
(26, 296),     -0.02407,       -0.02407
(133, 153),     -0.02383,       -0.02383
(53, 385),     -0.0235,       -0.0235
(61, 62),     -0.02346,       -0.02346
(62, 155),     -0.02344,       -0.02344
(63, 385),     -0.02337,       -0.02337
(98, 327),     -0.02301,       -0.02301
(63, 249),     -0.02286,       -0.02286
(144, 373),     -0.02273,       -0.02273
(66, 246),     -0.02253,       -0.02253
(247, 255),     -0.02247,       -0.02247
(157, 339),     -0.02244,       -0.02244
(78, 155),     -0.02219,       -0.02219
(56, 154),     -0.02198,       -0.02198
(27, 52),     -0.02194,       -0.02194
(253, 258),     -0.02185,       -0.02185
(25, 386),     -0.02182,       -0.02182
(27, 463),     -0.0217,       -0.0217
(98, 255),     -0.02164,       -0.02164
(24, 107),     -0.02145,       -0.02145
(33, 247),     -0.02133,       -0.02133
(292, 414),     -0.0213,       -0.0213
(26, 76),     -0.02104,       -0.02104
(30, 287),     -0.02076,       -0.02076
(78, 388),     -0.02065,       -0.02065
(23, 386),     -0.02063,       -0.02063
(341, 353),     -0.02055,       -0.02055
(154, 386),     -0.02054,       -0.02054
(33, 295),     -0.02043,       -0.02043
(61, 249),     -0.02039,       -0.02039
(291, 463),     -0.02034,       -0.02034
(130, 386),     -0.01993,       -0.01993
(7, 373),     -0.01986,       -0.01986
(28, 467),     -0.01982,       -0.01982
(154, 327),     -0.01972,       -0.01972
(63, 66),     -0.01961,       -0.01961
(62, 249),     -0.01948,       -0.01948
(26, 62),     -0.01938,       -0.01938
(55, 63),     -0.01929,       -0.01929
(246, 258),     -0.01926,       -0.01926
(33, 373),     -0.01924,       -0.01924
(282, 380),     -0.01916,       -0.01916
(7, 287),     -0.01908,       -0.01908
(98, 387),     -0.01905,       -0.01905
(25, 107),     -0.01904,       -0.01904
(254, 387),     -0.01896,       -0.01896
(381, 467),     -0.01891,       -0.01891
(22, 29),     -0.01888,       -0.01888
(28, 55),     -0.0187,       -0.0187
(107, 158),     -0.01858,       -0.01858
(26, 78),     -0.01846,       -0.01846
(374, 384),     -0.01824,       -0.01824
(53, 417),     -0.01776,       -0.01776
(63, 359),     -0.01773,       -0.01773
(76, 300),     -0.01714,       -0.01714
(76, 353),     -0.01691,       -0.01691
(334, 414),     -0.0169,       -0.0169
(23, 98),     -0.01681,       -0.01681
(61, 155),     -0.01673,       -0.01673
(243, 291),     -0.01644,       -0.01644
(110, 285),     -0.01639,       -0.01639
(398, 463),     -0.01628,       -0.01628
(159, 334),     -0.01622,       -0.01622
(190, 255),     -0.01615,       -0.01615
(53, 259),     -0.01606,       -0.01606
(63, 190),     -0.01603,       -0.01603
(374, 386),     -0.01593,       -0.01593
(339, 380),     -0.01586,       -0.01586
(110, 157),     -0.01562,       -0.01562
(254, 381),     -0.01556,       -0.01556
(255, 263),     -0.0155,       -0.0155
(28, 153),     -0.01545,       -0.01545
(158, 254),     -0.01538,       -0.01538
(256, 286),     -0.01532,       -0.01532
(133, 306),     -0.01519,       -0.01519
(66, 276),     -0.01515,       -0.01515
(46, 193),     -0.01502,       -0.01502
(29, 55),     -0.01479,       -0.01479
(98, 265),     -0.01469,       -0.01469
(29, 110),     -0.01467,       -0.01467
(252, 291),     -0.01452,       -0.01452
(133, 296),     -0.01442,       -0.01442
(144, 161),     -0.01433,       -0.01433
(154, 336),     -0.01413,       -0.01413
(155, 243),     -0.01413,       -0.01413
(27, 385),     -0.01404,       -0.01404
(283, 373),     -0.01402,       -0.01402
(334, 463),     -0.01386,       -0.01386
(56, 144),     -0.01367,       -0.01367
(163, 257),     -0.01364,       -0.01364
(159, 374),     -0.01362,       -0.01362
(163, 373),     -0.01352,       -0.01352
(155, 390),     -0.01347,       -0.01347
(133, 154),     -0.01344,       -0.01344
(30, 373),     -0.01323,       -0.01323
(256, 327),     -0.01309,       -0.01309
(23, 373),     -0.01291,       -0.01291
(145, 467),     -0.0129,       -0.0129
(306, 463),     -0.01286,       -0.01286
(292, 336),     -0.01285,       -0.01285
(159, 259),     -0.01274,       -0.01274
(26, 61),     -0.01221,       -0.01221
(160, 265),     -0.01213,       -0.01213
(145, 306),     -0.01204,       -0.01204
(387, 390),     -0.012,       -0.012
(98, 386),     -0.01185,       -0.01185
(78, 249),     -0.01172,       -0.01172
(35, 159),     -0.01165,       -0.01165
(341, 383),     -0.01152,       -0.01152
(308, 334),     -0.0115,       -0.0115
(107, 258),     -0.01122,       -0.01122
(30, 55),     -0.01113,       -0.01113
(157, 359),     -0.01094,       -0.01094
(52, 257),     -0.01089,       -0.01089
(52, 417),     -0.01074,       -0.01074
(53, 390),     -0.0106,       -0.0106
(252, 292),     -0.01016,       -0.01016
(35, 124),     -0.01006,       -0.01006
(66, 258),     -0.00999,       -0.00999
(66, 253),     -0.00993,       -0.00993
(156, 417),     -0.00988,       -0.00988
(247, 467),     -0.00986,       -0.00986
(112, 124),     -0.00972,       -0.00972
(254, 257),     -0.00959,       -0.00959
(282, 381),     -0.00935,       -0.00935
(308, 414),     -0.00932,       -0.00932
(292, 463),     -0.00919,       -0.00919
(76, 157),     -0.00915,       -0.00915
(107, 417),     -0.00908,       -0.00908
(252, 306),     -0.00903,       -0.00903
(22, 373),     -0.00887,       -0.00887
(341, 467),     -0.00876,       -0.00876
(286, 384),     -0.00871,       -0.00871
(265, 414),     -0.00865,       -0.00865
(76, 173),     -0.00864,       -0.00864
(53, 55),     -0.00841,       -0.00841
(112, 156),     -0.00836,       -0.00836
(256, 291),     -0.00818,       -0.00818
(65, 243),     -0.00783,       -0.00783
(359, 466),     -0.00778,       -0.00778
(66, 190),     -0.00771,       -0.00771
(160, 374),     -0.00767,       -0.00767
(78, 157),     -0.00763,       -0.00763
(130, 390),     -0.00758,       -0.00758
(26, 285),     -0.00758,       -0.00758
(62, 157),     -0.00742,       -0.00742
(133, 390),     -0.00741,       -0.00741
(62, 173),     -0.00715,       -0.00715
(76, 133),     -0.00703,       -0.00703
(30, 339),     -0.007,       -0.007
(27, 76),     -0.00677,       -0.00677
(28, 144),     -0.00674,       -0.00674
(46, 387),     -0.00674,       -0.00674
(157, 287),     -0.00665,       -0.00665
(65, 384),     -0.00664,       -0.00664
(26, 107),     -0.00643,       -0.00643
(65, 66),     -0.00643,       -0.00643
(78, 173),     -0.00641,       -0.00641
(66, 133),     -0.00638,       -0.00638
(291, 341),     -0.00633,       -0.00633
(306, 308),     -0.00632,       -0.00632
(98, 339),     -0.00629,       -0.00629
(62, 133),     -0.00594,       -0.00594
(33, 385),     -0.0058,       -0.0058
(334, 398),     -0.00541,       -0.00541
(76, 387),     -0.00526,       -0.00526
(66, 112),     -0.00525,       -0.00525
(53, 98),     -0.00502,       -0.00502
(78, 133),     -0.00479,       -0.00479
(65, 374),     -0.00472,       -0.00472
(252, 308),     -0.00468,       -0.00468
(384, 414),     -0.00455,       -0.00455
(46, 105),     -0.00453,       -0.00453
(112, 193),     -0.00444,       -0.00444
(254, 283),     -0.00428,       -0.00428
(144, 158),     -0.00424,       -0.00424
(7, 25),     -0.00417,       -0.00417
(65, 382),     -0.00413,       -0.00413
(353, 398),     -0.00375,       -0.00375
(70, 417),     -0.0036,       -0.0036
(283, 287),     -0.00359,       -0.00359
(257, 327),     -0.00357,       -0.00357
(53, 255),     -0.00354,       -0.00354
(158, 387),     -0.00342,       -0.00342
(29, 385),     -0.00337,       -0.00337
(254, 265),     -0.00335,       -0.00335
(383, 398),     -0.00289,       -0.00289
(256, 292),     -0.00261,       -0.00261
(55, 384),     -0.0026,       -0.0026
(27, 61),     -0.00257,       -0.00257
(25, 296),     -0.00246,       -0.00246
(110, 308),     -0.00245,       -0.00245
(256, 306),     -0.00243,       -0.00243
(353, 414),     -0.00239,       -0.00239
(107, 286),     -0.00237,       -0.00237
(156, 243),     -0.00229,       -0.00229
(70, 247),     -0.00211,       -0.00211
(112, 291),     -0.00208,       -0.00208
(57, 255),     -0.00207,       -0.00207
(285, 306),     -0.0019,       -0.0019
(65, 398),     -0.00186,       -0.00186
(53, 156),     -0.0018,       -0.0018
(52, 246),     -0.00178,       -0.00178
(25, 255),     -0.00174,       -0.00174
(286, 386),     -0.00169,       -0.00169
(107, 173),     -0.00168,       -0.00168
(52, 373),     -0.00165,       -0.00165
(61, 387),     -0.00158,       -0.00158
(23, 339),     -0.00138,       -0.00138
(154, 156),     -0.00136,       -0.00136
(173, 387),     -0.00122,       -0.00122
(155, 306),     -0.00112,       -0.00112
(190, 292),     -0.00111,       -0.00111
(24, 243),     -0.00103,       -0.00103
(27, 62),     -0.00101,       -0.00101
(70, 173),     -0.00101,       -0.00101
(286, 398),     -0.00093,       -0.00093
(57, 387),     -0.0009,       -0.0009
(22, 291),     -0.00079,       -0.00079
(306, 327),     -0.00049,       -0.00049
(105, 353),     -0.00023,       -0.00023
(22, 339),     -0.00021,       -0.00021
(57, 153),     -0.00017,       -0.00017
(27, 78),     -0.00013,       -0.00013
(61, 157),     -4e-05,       -4e-05
(306, 341),     -4e-05,       -4e-05
(46, 263),     3e-05,       3e-05
(282, 374),     0.00012,       0.00012
(56, 296),     0.00025,       0.00025
(61, 173),     0.00042,       0.00042
(22, 144),     0.00063,       0.00063
(163, 417),     0.00071,       0.00071
(144, 190),     0.00073,       0.00073
(253, 282),     0.00075,       0.00075
(353, 463),     0.00078,       0.00078
(308, 463),     0.00079,       0.00079
(62, 387),     0.00089,       0.00089
(98, 260),     0.00108,       0.00108
(27, 153),     0.0011,       0.0011
(22, 386),     0.00113,       0.00113
(33, 110),     0.00114,       0.00114
(282, 382),     0.00115,       0.00115
(276, 339),     0.00116,       0.00116
(292, 341),     0.00117,       0.00117
(105, 173),     0.00121,       0.00121
(252, 384),     0.0013,       0.0013
(66, 374),     0.00136,       0.00136
(257, 341),     0.00144,       0.00144
(26, 291),     0.0018,       0.0018
(61, 133),     0.00184,       0.00184
(287, 374),     0.00191,       0.00191
(105, 190),     0.00215,       0.00215
(190, 359),     0.00216,       0.00216
(282, 362),     0.00226,       0.00226
(257, 382),     0.00257,       0.00257
(145, 154),     0.00263,       0.00263
(258, 381),     0.00271,       0.00271
(27, 163),     0.00284,       0.00284
(252, 388),     0.00295,       0.00295
(257, 398),     0.00298,       0.00298
(66, 157),     0.00334,       0.00334
(144, 160),     0.00351,       0.00351
(76, 112),     0.00384,       0.00384
(282, 291),     0.00385,       0.00385
(256, 308),     0.00396,       0.00396
(257, 287),     0.00398,       0.00398
(153, 386),     0.0041,       0.0041
(66, 417),     0.00428,       0.00428
(46, 466),     0.0044,       0.0044
(63, 417),     0.00442,       0.00442
(124, 243),     0.0046,       0.0046
(35, 55),     0.00466,       0.00466
(154, 306),     0.00472,       0.00472
(46, 388),     0.00474,       0.00474
(362, 414),     0.00479,       0.00479
(105, 243),     0.00487,       0.00487
(327, 341),     0.00501,       0.00501
(46, 57),     0.00503,       0.00503
(98, 385),     0.00505,       0.00505
(98, 380),     0.00509,       0.00509
(62, 112),     0.00512,       0.00512
(78, 387),     0.0053,       0.0053
(28, 386),     0.00533,       0.00533
(112, 386),     0.0054,       0.0054
(110, 296),     0.00551,       0.00551
(7, 285),     0.00552,       0.00552
(153, 247),     0.00577,       0.00577
(78, 112),     0.00609,       0.00609
(292, 327),     0.00626,       0.00626
(65, 246),     0.0063,       0.0063
(291, 327),     0.00639,       0.00639
(65, 265),     0.00642,       0.00642
(27, 259),     0.0065,       0.0065
(7, 33),     0.00687,       0.00687
(161, 417),     0.00697,       0.00697
(252, 387),     0.00709,       0.00709
(98, 153),     0.00721,       0.00721
(107, 110),     0.00738,       0.00738
(257, 336),     0.0075,       0.0075
(249, 259),     0.00753,       0.00753
(23, 163),     0.0077,       0.0077
(381, 383),     0.00771,       0.00771
(257, 362),     0.00775,       0.00775
(256, 282),     0.00787,       0.00787
(285, 388),     0.008,       0.008
(107, 246),     0.00818,       0.00818
(308, 336),     0.0082,       0.0082
(46, 190),     0.00821,       0.00821
(35, 107),     0.00821,       0.00821
(259, 414),     0.00829,       0.00829
(173, 190),     0.00833,       0.00833
(144, 246),     0.00851,       0.00851
(63, 173),     0.00851,       0.00851
(55, 110),     0.00882,       0.00882
(56, 76),     0.00887,       0.00887
(70, 124),     0.00889,       0.00889
(257, 383),     0.00895,       0.00895
(76, 158),     0.00897,       0.00897
(293, 390),     0.009,       0.009
(159, 260),     0.00902,       0.00902
(112, 190),     0.00902,       0.00902
(110, 246),     0.00912,       0.00912
(30, 70),     0.00913,       0.00913
(286, 385),     0.00913,       0.00913
(308, 341),     0.00926,       0.00926
(23, 27),     0.00937,       0.00937
(76, 159),     0.00953,       0.00953
(282, 300),     0.00966,       0.00966
(276, 285),     0.00967,       0.00967
(265, 374),     0.00971,       0.00971
(243, 359),     0.00973,       0.00973
(163, 259),     0.00974,       0.00974
(247, 359),     0.00974,       0.00974
(52, 385),     0.00983,       0.00983
(24, 292),     0.00987,       0.00987
(22, 327),     0.00987,       0.00987
(246, 295),     0.00995,       0.00995
(57, 160),     0.00997,       0.00997
(56, 387),     0.01004,       0.01004
(336, 385),     0.01008,       0.01008
(296, 417),     0.01016,       0.01016
(287, 386),     0.01019,       0.01019
(163, 260),     0.01019,       0.01019
(153, 154),     0.01023,       0.01023
(63, 259),     0.01025,       0.01025
(258, 384),     0.01037,       0.01037
(62, 353),     0.01039,       0.01039
(65, 463),     0.0104,       0.0104
(145, 158),     0.01046,       0.01046
(78, 158),     0.01054,       0.01054
(145, 386),     0.01074,       0.01074
(130, 246),     0.01084,       0.01084
(256, 258),     0.01088,       0.01088
(383, 414),     0.01095,       0.01095
(30, 63),     0.01102,       0.01102
(62, 158),     0.01107,       0.01107
(308, 327),     0.0111,       0.0111
(24, 158),     0.01125,       0.01125
(56, 78),     0.01131,       0.01131
(160, 386),     0.01134,       0.01134
(56, 62),     0.01138,       0.01138
(353, 362),     0.01148,       0.01148
(66, 341),     0.01149,       0.01149
(28, 76),     0.01156,       0.01156
(160, 163),     0.01179,       0.01179
(66, 383),     0.01184,       0.01184
(66, 384),     0.01191,       0.01191
(144, 467),     0.01196,       0.01196
(62, 159),     0.01204,       0.01204
(78, 159),     0.01206,       0.01206
(25, 287),     0.01207,       0.01207
(30, 259),     0.01214,       0.01214
(282, 341),     0.01216,       0.01216
(130, 159),     0.01218,       0.01218
(374, 463),     0.01223,       0.01223
(253, 386),     0.01259,       0.01259
(374, 385),     0.01263,       0.01263
(130, 417),     0.01278,       0.01278
(293, 339),     0.01284,       0.01284
(353, 381),     0.01288,       0.01288
(23, 28),     0.01291,       0.01291
(259, 353),     0.01292,       0.01292
(61, 112),     0.01316,       0.01316
(110, 161),     0.01322,       0.01322
(246, 339),     0.01323,       0.01323
(24, 33),     0.01337,       0.01337
(105, 385),     0.01397,       0.01397
(253, 384),     0.01397,       0.01397
(287, 327),     0.01401,       0.01401
(160, 254),     0.01411,       0.01411
(29, 57),     0.01432,       0.01432
(276, 390),     0.01444,       0.01444
(247, 417),     0.01446,       0.01446
(24, 246),     0.01507,       0.01507
(61, 159),     0.0151,       0.0151
(159, 254),     0.01515,       0.01515
(22, 57),     0.01519,       0.01519
(336, 386),     0.01519,       0.01519
(28, 78),     0.01524,       0.01524
(107, 385),     0.01531,       0.01531
(133, 327),     0.01536,       0.01536
(247, 386),     0.01545,       0.01545
(255, 466),     0.01548,       0.01548
(28, 62),     0.01554,       0.01554
(287, 385),     0.01568,       0.01568
(53, 359),     0.01583,       0.01583
(382, 398),     0.01599,       0.01599
(362, 463),     0.01603,       0.01603
(61, 158),     0.01613,       0.01613
(257, 384),     0.01623,       0.01623
(112, 255),     0.01627,       0.01627
(98, 276),     0.01632,       0.01632
(380, 387),     0.01662,       0.01662
(252, 296),     0.01671,       0.01671
(292, 417),     0.01672,       0.01672
(27, 254),     0.01684,       0.01684
(26, 386),     0.01687,       0.01687
(25, 359),     0.01703,       0.01703
(24, 161),     0.01705,       0.01705
(56, 61),     0.01707,       0.01707
(33, 70),     0.01711,       0.01711
(112, 295),     0.01715,       0.01715
(63, 386),     0.01715,       0.01715
(293, 384),     0.01722,       0.01722
(383, 463),     0.01735,       0.01735
(55, 252),     0.01736,       0.01736
(107, 161),     0.01767,       0.01767
(53, 260),     0.01768,       0.01768
(28, 61),     0.01812,       0.01812
(23, 130),     0.01821,       0.01821
(327, 463),     0.01847,       0.01847
(300, 385),     0.01855,       0.01855
(257, 463),     0.01858,       0.01858
(130, 161),     0.01859,       0.01859
(107, 159),     0.01875,       0.01875
(55, 353),     0.01883,       0.01883
(380, 382),     0.01906,       0.01906
(263, 373),     0.01916,       0.01916
(336, 384),     0.01937,       0.01937
(282, 306),     0.01941,       0.01941
(23, 158),     0.01946,       0.01946
(107, 155),     0.01953,       0.01953
(25, 158),     0.01965,       0.01965
(173, 308),     0.01971,       0.01971
(373, 386),     0.0198,       0.0198
(7, 257),     0.01985,       0.01985
(65, 257),     0.01989,       0.01989
(28, 373),     0.01996,       0.01996
(153, 306),     0.02008,       0.02008
(145, 155),     0.0202,       0.0202
(254, 463),     0.02022,       0.02022
(55, 385),     0.02026,       0.02026
(259, 384),     0.02031,       0.02031
(23, 306),     0.02041,       0.02041
(287, 384),     0.02054,       0.02054
(255, 260),     0.02079,       0.02079
(7, 296),     0.0208,       0.0208
(63, 467),     0.02088,       0.02088
(53, 386),     0.02124,       0.02124
(157, 255),     0.02142,       0.02142
(291, 306),     0.0215,       0.0215
(24, 387),     0.02159,       0.02159
(56, 390),     0.02166,       0.02166
(380, 386),     0.02166,       0.02166
(173, 390),     0.0217,       0.0217
(253, 263),     0.0221,       0.0221
(265, 467),     0.02218,       0.02218
(246, 373),     0.02225,       0.02225
(124, 193),     0.02254,       0.02254
(157, 296),     0.0226,       0.0226
(362, 467),     0.02262,       0.02262
(155, 327),     0.02279,       0.02279
(110, 158),     0.02285,       0.02285
(27, 55),     0.02302,       0.02302
(105, 339),     0.02323,       0.02323
(144, 159),     0.02331,       0.02331
(24, 155),     0.0234,       0.0234
(62, 300),     0.02342,       0.02342
(76, 190),     0.02346,       0.02346
(30, 130),     0.02367,       0.02367
(362, 383),     0.02369,       0.02369
(341, 398),     0.0237,       0.0237
(76, 255),     0.02403,       0.02403
(65, 124),     0.02409,       0.02409
(76, 243),     0.02417,       0.02417
(133, 156),     0.02428,       0.02428
(55, 247),     0.02439,       0.02439
(282, 463),     0.02477,       0.02477
(154, 359),     0.02487,       0.02487
(254, 362),     0.02487,       0.02487
(62, 243),     0.02506,       0.02506
(53, 467),     0.02521,       0.02521
(254, 414),     0.02531,       0.02531
(153, 255),     0.02534,       0.02534
(62, 190),     0.02535,       0.02535
(276, 293),     0.02539,       0.02539
(276, 384),     0.02546,       0.02546
(63, 260),     0.02547,       0.02547
(55, 133),     0.02553,       0.02553
(124, 133),     0.02581,       0.02581
(78, 190),     0.02592,       0.02592
(78, 243),     0.02606,       0.02606
(65, 362),     0.02607,       0.02607
(66, 161),     0.02616,       0.02616
(25, 55),     0.02634,       0.02634
(105, 417),     0.02651,       0.02651
(35, 193),     0.02651,       0.02651
(286, 382),     0.02659,       0.02659
(65, 287),     0.02688,       0.02688
(247, 390),     0.0269,       0.0269
(380, 385),     0.02692,       0.02692
(112, 296),     0.027,       0.027
(57, 390),     0.02706,       0.02706
(107, 160),     0.02706,       0.02706
(286, 341),     0.0271,       0.0271
(161, 295),     0.02718,       0.02718
(243, 306),     0.02737,       0.02737
(287, 380),     0.02765,       0.02765
(382, 467),     0.02766,       0.02766
(156, 193),     0.02768,       0.02768
(385, 467),     0.02795,       0.02795
(296, 380),     0.02804,       0.02804
(61, 255),     0.02844,       0.02844
(291, 296),     0.02857,       0.02857
(98, 254),     0.02884,       0.02884
(353, 388),     0.02892,       0.02892
(362, 374),     0.02902,       0.02902
(24, 160),     0.02913,       0.02913
(252, 386),     0.0293,       0.0293
(55, 112),     0.02944,       0.02944
(353, 382),     0.02965,       0.02965
(336, 387),     0.0298,       0.0298
(63, 263),     0.03006,       0.03006
(24, 56),     0.0303,       0.0303
(258, 287),     0.0306,       0.0306
(33, 255),     0.03064,       0.03064
(282, 292),     0.0308,       0.0308
(130, 158),     0.03082,       0.03082
(144, 386),     0.03092,       0.03092
(55, 159),     0.03121,       0.03121
(282, 414),     0.03125,       0.03125
(286, 373),     0.03152,       0.03152
(61, 78),     0.03155,       0.03155
(359, 388),     0.03158,       0.03158
(258, 373),     0.03162,       0.03162
(414, 463),     0.03171,       0.03171
(63, 387),     0.03176,       0.03176
(158, 163),     0.03198,       0.03198
(252, 295),     0.03198,       0.03198
(62, 255),     0.03228,       0.03228
(22, 98),     0.03236,       0.03236
(35, 173),     0.03238,       0.03238
(61, 190),     0.0325,       0.0325
(339, 387),     0.03254,       0.03254
(253, 287),     0.03262,       0.03262
(160, 257),     0.03265,       0.03265
(158, 295),     0.03284,       0.03284
(46, 417),     0.03312,       0.03312
(35, 56),     0.03323,       0.03323
(155, 336),     0.03331,       0.03331
(110, 255),     0.03332,       0.03332
(78, 353),     0.03338,       0.03338
(382, 383),     0.0338,       0.0338
(57, 154),     0.03399,       0.03399
(22, 28),     0.03413,       0.03413
(334, 373),     0.03416,       0.03416
(61, 243),     0.03417,       0.03417
(107, 384),     0.03421,       0.03421
(33, 296),     0.03431,       0.03431
(53, 285),     0.03431,       0.03431
(63, 466),     0.03441,       0.03441
(110, 160),     0.03442,       0.03442
(7, 260),     0.03476,       0.03476
(133, 387),     0.03508,       0.03508
(65, 385),     0.03511,       0.03511
(66, 382),     0.03525,       0.03525
(24, 159),     0.03533,       0.03533
(308, 417),     0.03552,       0.03552
(258, 386),     0.03568,       0.03568
(258, 385),     0.0357,       0.0357
(336, 417),     0.03572,       0.03572
(63, 388),     0.03581,       0.03581
(260, 414),     0.03581,       0.03581
(35, 156),     0.03586,       0.03586
(66, 385),     0.03592,       0.03592
(254, 398),     0.03599,       0.03599
(154, 390),     0.0363,       0.0363
(7, 255),     0.03699,       0.03699
(133, 292),     0.037,       0.037
(23, 161),     0.03704,       0.03704
(98, 154),     0.0371,       0.0371
(287, 381),     0.0373,       0.0373
(105, 336),     0.03736,       0.03736
(295, 380),     0.03759,       0.03759
(23, 153),     0.03764,       0.03764
(24, 359),     0.0379,       0.0379
(30, 154),     0.03794,       0.03794
(52, 157),     0.03797,       0.03797
(254, 255),     0.03817,       0.03817
(293, 327),     0.0382,       0.0382
(252, 285),     0.03835,       0.03835
(253, 385),     0.03837,       0.03837
(112, 359),     0.03865,       0.03865
(76, 390),     0.03871,       0.03871
(33, 163),     0.03875,       0.03875
(33, 257),     0.03882,       0.03882
(258, 327),     0.03886,       0.03886
(254, 386),     0.03888,       0.03888
(7, 259),     0.03895,       0.03895
(286, 287),     0.03898,       0.03898
(105, 390),     0.03924,       0.03924
(155, 387),     0.03926,       0.03926
(193, 257),     0.03943,       0.03943
(30, 417),     0.03945,       0.03945
(144, 308),     0.0398,       0.0398
(30, 260),     0.03989,       0.03989
(24, 25),     0.03993,       0.03993
(258, 387),     0.04008,       0.04008
(70, 285),     0.04016,       0.04016
(145, 159),     0.04023,       0.04023
(24, 153),     0.04026,       0.04026
(260, 467),     0.04026,       0.04026
(154, 155),     0.04031,       0.04031
(163, 336),     0.04044,       0.04044
(124, 155),     0.04068,       0.04068
(23, 160),     0.04074,       0.04074
(24, 110),     0.04082,       0.04082
(105, 246),     0.04093,       0.04093
(327, 414),     0.04094,       0.04094
(78, 255),     0.041,       0.041
(66, 398),     0.04108,       0.04108
(252, 385),     0.04137,       0.04137
(190, 327),     0.04143,       0.04143
(296, 381),     0.04156,       0.04156
(28, 98),     0.04158,       0.04158
(287, 382),     0.0416,       0.0416
(145, 160),     0.04183,       0.04183
(243, 295),     0.04205,       0.04205
(295, 300),     0.04209,       0.04209
(257, 414),     0.0421,       0.0421
(110, 359),     0.04212,       0.04212
(24, 336),     0.04223,       0.04223
(163, 467),     0.04246,       0.04246
(98, 384),     0.04246,       0.04246
(258, 341),     0.04256,       0.04256
(105, 257),     0.04269,       0.04269
(160, 295),     0.04282,       0.04282
(57, 467),     0.04291,       0.04291
(285, 292),     0.04298,       0.04298
(23, 159),     0.04318,       0.04318
(252, 466),     0.0434,       0.0434
(110, 173),     0.04348,       0.04348
(158, 373),     0.04356,       0.04356
(254, 382),     0.04356,       0.04356
(46, 173),     0.04363,       0.04363
(257, 390),     0.04363,       0.04363
(62, 390),     0.04376,       0.04376
(254, 286),     0.04392,       0.04392
(265, 381),     0.04398,       0.04398
(286, 362),     0.04435,       0.04435
(57, 386),     0.04442,       0.04442
