Comparing the following files: 
hadleigh_front_s28_v2/,  hadleigh_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  hadleigh_front_s28_v2_vs_hadleigh_front_s27_v2,  average
(30, 173),     0.2498,       0.2498
(78, 383),     0.24991,       0.24991
(110, 157),     0.25,       0.25
(252, 291),     0.25033,       0.25033
(133, 292),     0.25095,       0.25095
(173, 398),     0.25103,       0.25103
(155, 190),     0.25126,       0.25126
(33, 159),     0.25133,       0.25133
(110, 282),     0.25138,       0.25138
(156, 163),     0.25152,       0.25152
(160, 161),     0.25206,       0.25206
(29, 57),     0.25225,       0.25225
(163, 282),     0.25235,       0.25235
(291, 374),     0.25268,       0.25268
(163, 286),     0.25314,       0.25314
(105, 257),     0.25328,       0.25328
(110, 334),     0.2535,       0.2535
(260, 359),     0.25352,       0.25352
(27, 173),     0.25355,       0.25355
(300, 306),     0.25397,       0.25397
(285, 387),     0.25398,       0.25398
(336, 362),     0.25419,       0.25419
(110, 286),     0.25421,       0.25421
(254, 293),     0.25422,       0.25422
(381, 417),     0.2543,       0.2543
(133, 308),     0.25448,       0.25448
(295, 382),     0.25473,       0.25473
(23, 66),     0.25491,       0.25491
(30, 145),     0.25523,       0.25523
(26, 336),     0.25544,       0.25544
(66, 145),     0.25575,       0.25575
(110, 156),     0.25628,       0.25628
(107, 112),     0.25633,       0.25633
(258, 374),     0.25667,       0.25667
(292, 374),     0.25698,       0.25698
(334, 390),     0.25699,       0.25699
(61, 155),     0.25708,       0.25708
(65, 66),     0.25715,       0.25715
(159, 161),     0.25748,       0.25748
(306, 374),     0.25755,       0.25755
(62, 154),     0.2576,       0.2576
(55, 163),     0.25779,       0.25779
(52, 417),     0.25784,       0.25784
(76, 254),     0.25838,       0.25838
(382, 414),     0.25852,       0.25852
(283, 341),     0.25853,       0.25853
(259, 292),     0.25867,       0.25867
(24, 257),     0.25873,       0.25873
(22, 163),     0.25917,       0.25917
(46, 124),     0.2595,       0.2595
(252, 398),     0.25983,       0.25983
(249, 255),     0.26016,       0.26016
(190, 362),     0.2603,       0.2603
(107, 258),     0.26066,       0.26066
(153, 334),     0.26069,       0.26069
(308, 417),     0.26091,       0.26091
(300, 383),     0.26095,       0.26095
(107, 287),     0.26125,       0.26125
(29, 386),     0.26131,       0.26131
(52, 398),     0.26133,       0.26133
(124, 133),     0.26151,       0.26151
(292, 417),     0.26176,       0.26176
(26, 76),     0.26199,       0.26199
(252, 306),     0.26233,       0.26233
(260, 295),     0.26234,       0.26234
(26, 155),     0.26246,       0.26246
(25, 98),     0.26247,       0.26247
(291, 300),     0.26249,       0.26249
(24, 110),     0.2625,       0.2625
(160, 246),     0.26256,       0.26256
(52, 61),     0.26292,       0.26292
(144, 293),     0.26327,       0.26327
(61, 105),     0.26358,       0.26358
(28, 153),     0.26383,       0.26383
(22, 28),     0.26387,       0.26387
(53, 414),     0.26397,       0.26397
(24, 293),     0.26401,       0.26401
(27, 107),     0.26414,       0.26414
(76, 255),     0.26415,       0.26415
(61, 390),     0.26434,       0.26434
(285, 293),     0.26444,       0.26444
(26, 282),     0.2645,       0.2645
(260, 417),     0.26452,       0.26452
(26, 283),     0.26461,       0.26461
(259, 308),     0.26462,       0.26462
(26, 56),     0.26475,       0.26475
(259, 306),     0.26482,       0.26482
(112, 163),     0.26493,       0.26493
(28, 362),     0.26533,       0.26533
(76, 105),     0.26536,       0.26536
(296, 382),     0.26543,       0.26543
(247, 385),     0.26563,       0.26563
(157, 463),     0.26576,       0.26576
(76, 249),     0.26583,       0.26583
(291, 380),     0.26589,       0.26589
(23, 384),     0.26604,       0.26604
(159, 246),     0.26611,       0.26611
(256, 258),     0.26614,       0.26614
(153, 296),     0.26621,       0.26621
(154, 257),     0.26639,       0.26639
(308, 374),     0.26645,       0.26645
(52, 65),     0.26677,       0.26677
(52, 76),     0.26678,       0.26678
(252, 292),     0.26697,       0.26697
(161, 382),     0.2671,       0.2671
(56, 387),     0.26726,       0.26726
(295, 463),     0.26728,       0.26728
(62, 105),     0.26745,       0.26745
(259, 291),     0.26761,       0.26761
(30, 153),     0.26789,       0.26789
(98, 380),     0.2682,       0.2682
(193, 336),     0.26833,       0.26833
(35, 161),     0.26851,       0.26851
(153, 384),     0.26865,       0.26865
(144, 285),     0.26876,       0.26876
(61, 467),     0.2688,       0.2688
(61, 133),     0.2691,       0.2691
(253, 276),     0.26924,       0.26924
(110, 296),     0.26925,       0.26925
(249, 287),     0.2694,       0.2694
(57, 163),     0.26943,       0.26943
(56, 259),     0.26951,       0.26951
(24, 29),     0.26963,       0.26963
(52, 62),     0.26996,       0.26996
(381, 383),     0.27003,       0.27003
(327, 467),     0.27031,       0.27031
(61, 353),     0.27054,       0.27054
(35, 246),     0.27059,       0.27059
(25, 52),     0.27066,       0.27066
(27, 257),     0.27083,       0.27083
(76, 155),     0.27101,       0.27101
(23, 259),     0.27104,       0.27104
(283, 380),     0.27161,       0.27161
(252, 287),     0.2719,       0.2719
(98, 247),     0.27196,       0.27196
(133, 246),     0.27252,       0.27252
(29, 327),     0.27294,       0.27294
(133, 156),     0.27299,       0.27299
(55, 153),     0.27314,       0.27314
(61, 398),     0.27344,       0.27344
(78, 154),     0.27344,       0.27344
(30, 144),     0.27365,       0.27365
(253, 287),     0.27387,       0.27387
(190, 385),     0.2741,       0.2741
(173, 193),     0.27421,       0.27421
(30, 258),     0.27425,       0.27425
(26, 257),     0.27448,       0.27448
(255, 383),     0.27448,       0.27448
(65, 285),     0.27499,       0.27499
(112, 133),     0.2752,       0.2752
(246, 341),     0.2754,       0.2754
(306, 380),     0.27544,       0.27544
(26, 62),     0.27547,       0.27547
(61, 190),     0.2756,       0.2756
(144, 258),     0.27612,       0.27612
(27, 145),     0.27645,       0.27645
(24, 155),     0.27692,       0.27692
(7, 154),     0.27702,       0.27702
(29, 463),     0.27717,       0.27717
(282, 341),     0.27768,       0.27768
(105, 258),     0.27782,       0.27782
(22, 124),     0.27784,       0.27784
(56, 362),     0.27831,       0.27831
(252, 308),     0.27834,       0.27834
(124, 144),     0.27843,       0.27843
(105, 193),     0.27847,       0.27847
(292, 380),     0.27872,       0.27872
(30, 133),     0.27873,       0.27873
(56, 154),     0.27913,       0.27913
(24, 285),     0.27918,       0.27918
(23, 27),     0.27939,       0.27939
(57, 253),     0.27963,       0.27963
(78, 105),     0.27981,       0.27981
(256, 291),     0.27999,       0.27999
(26, 107),     0.28008,       0.28008
(334, 380),     0.28029,       0.28029
(76, 252),     0.28033,       0.28033
(63, 285),     0.28039,       0.28039
(287, 339),     0.28042,       0.28042
(112, 246),     0.2806,       0.2806
(70, 156),     0.28066,       0.28066
(287, 353),     0.28095,       0.28095
(296, 463),     0.28101,       0.28101
(130, 243),     0.28109,       0.28109
(30, 155),     0.28122,       0.28122
(22, 334),     0.28148,       0.28148
(62, 253),     0.2818,       0.2818
(98, 258),     0.28192,       0.28192
(253, 380),     0.28198,       0.28198
(257, 292),     0.2821,       0.2821
(256, 282),     0.28221,       0.28221
(259, 381),     0.28247,       0.28247
(52, 78),     0.28262,       0.28262
(145, 414),     0.28335,       0.28335
(153, 295),     0.28335,       0.28335
(76, 133),     0.28336,       0.28336
(66, 258),     0.28352,       0.28352
(57, 98),     0.28363,       0.28363
(57, 390),     0.28411,       0.28411
(22, 259),     0.28416,       0.28416
(22, 144),     0.28429,       0.28429
(66, 163),     0.28433,       0.28433
(336, 373),     0.28449,       0.28449
(163, 336),     0.2845,       0.2845
(256, 286),     0.28471,       0.28471
(258, 380),     0.28473,       0.28473
(252, 382),     0.28473,       0.28473
(46, 98),     0.28479,       0.28479
(257, 291),     0.28509,       0.28509
(62, 155),     0.28517,       0.28517
(254, 276),     0.28534,       0.28534
(285, 341),     0.28545,       0.28545
(22, 296),     0.2856,       0.2856
(257, 306),     0.28578,       0.28578
(61, 374),     0.2863,       0.2863
(285, 386),     0.28704,       0.28704
(144, 173),     0.2872,       0.2872
(155, 246),     0.28724,       0.28724
(78, 253),     0.28775,       0.28775
(353, 380),     0.28841,       0.28841
(29, 144),     0.28875,       0.28875
(257, 308),     0.28918,       0.28918
(252, 362),     0.28943,       0.28943
(327, 339),     0.28952,       0.28952
(308, 380),     0.28953,       0.28953
(76, 190),     0.29032,       0.29032
(7, 107),     0.29032,       0.29032
(291, 381),     0.29093,       0.29093
(339, 353),     0.29122,       0.29122
(52, 63),     0.29129,       0.29129
(254, 287),     0.29168,       0.29168
(27, 386),     0.29172,       0.29172
(26, 78),     0.29173,       0.29173
(98, 327),     0.29177,       0.29177
(145, 293),     0.29224,       0.29224
(243, 286),     0.29227,       0.29227
(23, 293),     0.29228,       0.29228
(61, 112),     0.29238,       0.29238
(30, 463),     0.2924,       0.2924
(61, 373),     0.29245,       0.29245
(276, 292),     0.29261,       0.29261
(256, 259),     0.29262,       0.29262
(260, 380),     0.2928,       0.2928
(22, 384),     0.29286,       0.29286
(133, 286),     0.29312,       0.29312
(252, 283),     0.29319,       0.29319
(61, 257),     0.29448,       0.29448
(61, 259),     0.29456,       0.29456
(29, 173),     0.29472,       0.29472
(285, 380),     0.29488,       0.29488
(287, 467),     0.29506,       0.29506
(253, 285),     0.29508,       0.29508
(145, 257),     0.29512,       0.29512
(154, 258),     0.29525,       0.29525
(22, 247),     0.29528,       0.29528
(296, 334),     0.29606,       0.29606
(258, 291),     0.29643,       0.29643
(263, 417),     0.29665,       0.29665
(65, 257),     0.29678,       0.29678
(260, 383),     0.297,       0.297
(256, 306),     0.29741,       0.29741
(145, 285),     0.29756,       0.29756
(276, 308),     0.29766,       0.29766
(24, 258),     0.29782,       0.29782
(62, 133),     0.29798,       0.29798
(256, 287),     0.29811,       0.29811
(124, 193),     0.29861,       0.29861
(57, 254),     0.29882,       0.29882
(61, 260),     0.29927,       0.29927
(24, 153),     0.29939,       0.29939
(163, 247),     0.29951,       0.29951
(257, 381),     0.29966,       0.29966
(286, 336),     0.29986,       0.29986
(252, 334),     0.30043,       0.30043
(23, 285),     0.30063,       0.30063
(291, 398),     0.30132,       0.30132
(373, 467),     0.30133,       0.30133
(276, 306),     0.30137,       0.30137
(258, 292),     0.30143,       0.30143
(258, 306),     0.30147,       0.30147
(105, 285),     0.30155,       0.30155
(257, 296),     0.30156,       0.30156
(22, 295),     0.30157,       0.30157
(46, 63),     0.30184,       0.30184
(296, 381),     0.30211,       0.30211
(78, 155),     0.30228,       0.30228
(52, 110),     0.30244,       0.30244
(256, 285),     0.30259,       0.30259
(76, 339),     0.30269,       0.30269
(193, 293),     0.30305,       0.30305
(130, 155),     0.30312,       0.30312
(252, 414),     0.30317,       0.30317
(287, 390),     0.30328,       0.30328
(306, 381),     0.30353,       0.30353
(145, 327),     0.30364,       0.30364
(287, 380),     0.30411,       0.30411
(57, 260),     0.30417,       0.30417
(287, 374),     0.30441,       0.30441
(62, 190),     0.30488,       0.30488
(22, 55),     0.305,       0.305
(27, 57),     0.30505,       0.30505
(26, 258),     0.30582,       0.30582
(61, 256),     0.30604,       0.30604
(341, 414),     0.30609,       0.30609
(153, 336),     0.3061,       0.3061
(46, 53),     0.30634,       0.30634
(153, 283),     0.30651,       0.30651
(256, 257),     0.30675,       0.30675
(105, 327),     0.30679,       0.30679
(256, 292),     0.30698,       0.30698
(145, 155),     0.30698,       0.30698
(252, 353),     0.30718,       0.30718
(359, 390),     0.30723,       0.30723
(62, 359),     0.30739,       0.30739
(336, 382),     0.30763,       0.30763
(287, 327),     0.30769,       0.30769
(159, 398),     0.30769,       0.30769
(53, 257),     0.30783,       0.30783
(327, 384),     0.30788,       0.30788
(276, 291),     0.30857,       0.30857
(295, 381),     0.30859,       0.30859
(76, 112),     0.30877,       0.30877
(30, 163),     0.30889,       0.30889
(112, 145),     0.30896,       0.30896
(246, 398),     0.30906,       0.30906
(257, 398),     0.30955,       0.30955
(292, 381),     0.30965,       0.30965
(381, 382),     0.30971,       0.30971
(55, 107),     0.30994,       0.30994
(254, 467),     0.30995,       0.30995
(286, 291),     0.30997,       0.30997
(153, 257),     0.31004,       0.31004
(23, 65),     0.31005,       0.31005
(258, 308),     0.31025,       0.31025
(24, 57),     0.31026,       0.31026
(265, 339),     0.31072,       0.31072
(27, 362),     0.31078,       0.31078
(25, 65),     0.31112,       0.31112
(282, 390),     0.31113,       0.31113
(144, 283),     0.31157,       0.31157
(26, 398),     0.31219,       0.31219
(306, 398),     0.31265,       0.31265
(25, 66),     0.31273,       0.31273
(291, 341),     0.31301,       0.31301
(291, 382),     0.31312,       0.31312
(154, 173),     0.31315,       0.31315
(66, 144),     0.31349,       0.31349
(61, 380),     0.31353,       0.31353
(24, 283),     0.31457,       0.31457
(78, 133),     0.31517,       0.31517
(246, 384),     0.31528,       0.31528
(98, 287),     0.31582,       0.31582
(253, 258),     0.31622,       0.31622
(7, 56),     0.31657,       0.31657
(23, 25),     0.31685,       0.31685
(255, 257),     0.31723,       0.31723
(295, 341),     0.31729,       0.31729
(30, 110),     0.31747,       0.31747
(292, 398),     0.31756,       0.31756
(110, 336),     0.31784,       0.31784
(56, 398),     0.31785,       0.31785
(287, 373),     0.31796,       0.31796
(157, 414),     0.31837,       0.31837
(28, 145),     0.31853,       0.31853
(190, 398),     0.31854,       0.31854
(193, 382),     0.31873,       0.31873
(286, 306),     0.31894,       0.31894
(153, 246),     0.31915,       0.31915
(256, 308),     0.31994,       0.31994
(327, 390),     0.32009,       0.32009
(193, 295),     0.32039,       0.32039
(7, 22),     0.32047,       0.32047
(30, 417),     0.32071,       0.32071
(30, 154),     0.32107,       0.32107
(65, 193),     0.32137,       0.32137
(296, 341),     0.32137,       0.32137
(308, 381),     0.32155,       0.32155
(252, 286),     0.32176,       0.32176
(78, 190),     0.32179,       0.32179
(62, 254),     0.32218,       0.32218
(145, 163),     0.32239,       0.32239
(286, 292),     0.32241,       0.32241
(144, 247),     0.32241,       0.32241
(24, 295),     0.32242,       0.32242
(27, 144),     0.32257,       0.32257
(63, 65),     0.32268,       0.32268
(23, 398),     0.32272,       0.32272
(144, 334),     0.32312,       0.32312
(24, 334),     0.32315,       0.32315
(65, 145),     0.32319,       0.32319
(22, 336),     0.32327,       0.32327
(254, 336),     0.32335,       0.32335
(52, 414),     0.32358,       0.32358
(76, 398),     0.32368,       0.32368
(107, 153),     0.32385,       0.32385
(22, 153),     0.32388,       0.32388
(7, 33),     0.32394,       0.32394
(57, 63),     0.3241,       0.3241
(62, 112),     0.32436,       0.32436
(153, 282),     0.32451,       0.32451
(110, 144),     0.32456,       0.32456
(243, 246),     0.32461,       0.32461
(256, 383),     0.32478,       0.32478
(24, 27),     0.32518,       0.32518
(53, 63),     0.32551,       0.32551
(65, 163),     0.32588,       0.32588
(359, 417),     0.32593,       0.32593
(28, 386),     0.32595,       0.32595
(287, 381),     0.32628,       0.32628
(249, 257),     0.32632,       0.32632
(23, 257),     0.3265,       0.3265
(61, 258),     0.32697,       0.32697
(249, 383),     0.32707,       0.32707
(306, 382),     0.3273,       0.3273
(144, 296),     0.32745,       0.32745
(52, 285),     0.3275,       0.3275
(52, 124),     0.32789,       0.32789
(63, 98),     0.3282,       0.3282
(61, 243),     0.32849,       0.32849
(57, 259),     0.32853,       0.32853
(308, 398),     0.32855,       0.32855
(339, 390),     0.32859,       0.32859
(28, 130),     0.32894,       0.32894
(62, 252),     0.32911,       0.32911
(62, 249),     0.32926,       0.32926
(24, 296),     0.32937,       0.32937
(336, 463),     0.32971,       0.32971
(285, 417),     0.33019,       0.33019
(144, 295),     0.33032,       0.33032
(57, 252),     0.33096,       0.33096
(24, 66),     0.33135,       0.33135
(22, 283),     0.3322,       0.3322
(306, 341),     0.33221,       0.33221
(260, 287),     0.33264,       0.33264
(124, 145),     0.33274,       0.33274
(291, 362),     0.333,       0.333
(78, 254),     0.33305,       0.33305
(286, 308),     0.33308,       0.33308
(23, 334),     0.33336,       0.33336
(295, 390),     0.33338,       0.33338
(30, 362),     0.33377,       0.33377
(336, 381),     0.33396,       0.33396
(76, 390),     0.33412,       0.33412
(29, 163),     0.33488,       0.33488
(292, 382),     0.33506,       0.33506
(252, 285),     0.3352,       0.3352
(62, 255),     0.33521,       0.33521
(23, 296),     0.33522,       0.33522
(22, 257),     0.33523,       0.33523
(156, 193),     0.33527,       0.33527
(287, 398),     0.33544,       0.33544
(24, 156),     0.33587,       0.33587
(145, 258),     0.33627,       0.33627
(252, 258),     0.33642,       0.33642
(55, 110),     0.33653,       0.33653
(157, 385),     0.33679,       0.33679
(145, 334),     0.33692,       0.33692
(283, 373),     0.33703,       0.33703
(256, 296),     0.33712,       0.33712
(287, 341),     0.33728,       0.33728
(78, 252),     0.33734,       0.33734
(53, 55),     0.33737,       0.33737
(145, 296),     0.33738,       0.33738
(76, 467),     0.33749,       0.33749
(246, 362),     0.3377,       0.3377
(30, 98),     0.33797,       0.33797
(23, 28),     0.33917,       0.33917
(78, 359),     0.33929,       0.33929
(22, 107),     0.33951,       0.33951
(22, 282),     0.33975,       0.33975
(291, 414),     0.34014,       0.34014
(158, 385),     0.34024,       0.34024
(26, 414),     0.3409,       0.3409
(66, 107),     0.34092,       0.34092
(256, 295),     0.34119,       0.34119
(246, 463),     0.34131,       0.34131
(78, 112),     0.3417,       0.3417
(7, 153),     0.34182,       0.34182
(336, 417),     0.34189,       0.34189
(296, 390),     0.3423,       0.3423
(35, 70),     0.34232,       0.34232
(76, 353),     0.34257,       0.34257
(112, 286),     0.34333,       0.34333
(155, 286),     0.34343,       0.34343
(160, 398),     0.3436,       0.3436
(292, 341),     0.34365,       0.34365
(33, 155),     0.34432,       0.34432
(28, 144),     0.34475,       0.34475
(76, 243),     0.34483,       0.34483
(30, 385),     0.34563,       0.34563
(258, 287),     0.34616,       0.34616
(291, 463),     0.34634,       0.34634
(161, 463),     0.3466,       0.3466
(259, 287),     0.347,       0.347
(306, 362),     0.34713,       0.34713
(282, 380),     0.34727,       0.34727
(35, 56),     0.34752,       0.34752
(308, 382),     0.3477,       0.3477
(282, 293),     0.34836,       0.34836
(76, 257),     0.34843,       0.34843
(61, 286),     0.34853,       0.34853
(153, 258),     0.34858,       0.34858
(23, 295),     0.34881,       0.34881
(57, 144),     0.34885,       0.34885
(76, 374),     0.34919,       0.34919
(22, 156),     0.34928,       0.34928
(56, 384),     0.34932,       0.34932
(27, 130),     0.34945,       0.34945
(417, 463),     0.34951,       0.34951
(98, 163),     0.34974,       0.34974
(24, 282),     0.34976,       0.34976
(22, 33),     0.3499,       0.3499
(56, 414),     0.35002,       0.35002
(7, 112),     0.35039,       0.35039
(124, 153),     0.35061,       0.35061
(257, 287),     0.35078,       0.35078
(29, 98),     0.35085,       0.35085
(287, 382),     0.35088,       0.35088
(78, 98),     0.35136,       0.35136
(286, 287),     0.35188,       0.35188
(56, 417),     0.35192,       0.35192
(362, 382),     0.35255,       0.35255
(52, 327),     0.35276,       0.35276
(341, 362),     0.3528,       0.3528
(124, 243),     0.35312,       0.35312
(260, 327),     0.35339,       0.35339
(70, 105),     0.35355,       0.35355
(65, 105),     0.35363,       0.35363
(24, 243),     0.35364,       0.35364
(28, 57),     0.35365,       0.35365
(283, 374),     0.35367,       0.35367
(57, 373),     0.35371,       0.35371
(144, 286),     0.35378,       0.35378
(22, 26),     0.35378,       0.35378
(55, 145),     0.35388,       0.35388
(160, 384),     0.35389,       0.35389
(76, 259),     0.35408,       0.35408
(145, 295),     0.35413,       0.35413
(25, 157),     0.35449,       0.35449
(292, 362),     0.35471,       0.35471
(306, 414),     0.35495,       0.35495
(62, 98),     0.35543,       0.35543
(145, 283),     0.35585,       0.35585
(285, 291),     0.3559,       0.3559
(29, 110),     0.35596,       0.35596
(78, 249),     0.35607,       0.35607
(33, 243),     0.35609,       0.35609
(23, 156),     0.3564,       0.3564
(55, 144),     0.35661,       0.35661
(66, 110),     0.35661,       0.35661
(144, 163),     0.35686,       0.35686
(144, 336),     0.35701,       0.35701
(308, 341),     0.3573,       0.3573
(56, 163),     0.35752,       0.35752
(25, 107),     0.35762,       0.35762
(24, 130),     0.35799,       0.35799
(29, 362),     0.35804,       0.35804
(107, 336),     0.35884,       0.35884
(252, 282),     0.35895,       0.35895
(144, 156),     0.35918,       0.35918
(53, 286),     0.35928,       0.35928
(70, 193),     0.3596,       0.3596
(30, 398),     0.35968,       0.35968
(144, 282),     0.3598,       0.3598
(76, 373),     0.35989,       0.35989
(252, 260),     0.36014,       0.36014
(193, 247),     0.36021,       0.36021
(153, 154),     0.36026,       0.36026
(7, 30),     0.36086,       0.36086
(62, 243),     0.36088,       0.36088
(300, 327),     0.36142,       0.36142
(336, 341),     0.36173,       0.36173
(23, 283),     0.3618,       0.3618
(23, 145),     0.36223,       0.36223
(76, 260),     0.36292,       0.36292
(292, 414),     0.36299,       0.36299
(57, 257),     0.36313,       0.36313
(144, 190),     0.36314,       0.36314
(78, 255),     0.36371,       0.36371
(145, 336),     0.36387,       0.36387
(56, 153),     0.36391,       0.36391
(76, 256),     0.36393,       0.36393
(24, 336),     0.36444,       0.36444
(417, 467),     0.36497,       0.36497
(306, 463),     0.36512,       0.36512
(23, 55),     0.36543,       0.36543
(258, 417),     0.36588,       0.36588
(23, 258),     0.36595,       0.36595
(62, 398),     0.36601,       0.36601
(257, 373),     0.3662,       0.3662
(295, 339),     0.36621,       0.36621
(76, 98),     0.36627,       0.36627
(23, 336),     0.36629,       0.36629
(154, 246),     0.36644,       0.36644
(28, 163),     0.36658,       0.36658
(295, 417),     0.36681,       0.36681
(308, 362),     0.3672,       0.3672
(283, 292),     0.36758,       0.36758
(52, 257),     0.36758,       0.36758
(190, 193),     0.3679,       0.3679
(24, 28),     0.36809,       0.36809
(27, 163),     0.36867,       0.36867
(157, 417),     0.36906,       0.36906
(53, 258),     0.36918,       0.36918
(145, 243),     0.36946,       0.36946
(259, 296),     0.36994,       0.36994
(256, 336),     0.37021,       0.37021
(22, 398),     0.37022,       0.37022
(292, 293),     0.37024,       0.37024
(124, 155),     0.37066,       0.37066
(27, 327),     0.37071,       0.37071
(334, 374),     0.37083,       0.37083
(23, 57),     0.37095,       0.37095
(25, 247),     0.37099,       0.37099
(155, 156),     0.37108,       0.37108
(257, 380),     0.37109,       0.37109
(107, 163),     0.37126,       0.37126
(76, 380),     0.37132,       0.37132
(283, 339),     0.37145,       0.37145
(193, 282),     0.37148,       0.37148
(22, 258),     0.37149,       0.37149
(62, 339),     0.37166,       0.37166
(145, 247),     0.37192,       0.37192
(61, 381),     0.37242,       0.37242
(27, 98),     0.37282,       0.37282
(283, 306),     0.3729,       0.3729
(336, 374),     0.37318,       0.37318
(157, 362),     0.37324,       0.37324
(57, 285),     0.37349,       0.37349
(98, 110),     0.37357,       0.37357
(283, 308),     0.37418,       0.37418
(283, 291),     0.37515,       0.37515
(57, 374),     0.37532,       0.37532
(159, 384),     0.37545,       0.37545
(76, 258),     0.37547,       0.37547
(308, 414),     0.37554,       0.37554
(57, 295),     0.37561,       0.37561
(29, 258),     0.37571,       0.37571
(334, 373),     0.37592,       0.37592
(287, 362),     0.37606,       0.37606
(161, 362),     0.37623,       0.37623
(293, 308),     0.37624,       0.37624
(293, 306),     0.37652,       0.37652
(292, 463),     0.37653,       0.37653
(65, 144),     0.37654,       0.37654
(382, 417),     0.37674,       0.37674
(56, 144),     0.37695,       0.37695
(24, 286),     0.37698,       0.37698
(156, 243),     0.37713,       0.37713
(57, 173),     0.37747,       0.37747
(253, 283),     0.3776,       0.3776
(130, 154),     0.37784,       0.37784
(154, 190),     0.37785,       0.37785
(257, 390),     0.37794,       0.37794
(61, 98),     0.37802,       0.37802
(23, 414),     0.37817,       0.37817
(285, 306),     0.3783,       0.3783
(78, 243),     0.37842,       0.37842
(23, 112),     0.37842,       0.37842
(287, 300),     0.37844,       0.37844
(61, 341),     0.37845,       0.37845
(98, 286),     0.37865,       0.37865
(336, 380),     0.379,       0.379
(257, 339),     0.37904,       0.37904
(46, 70),     0.37956,       0.37956
(30, 384),     0.37959,       0.37959
(256, 382),     0.3796,       0.3796
(285, 287),     0.37983,       0.37983
(287, 414),     0.37999,       0.37999
(193, 283),     0.38013,       0.38013
(249, 359),     0.38022,       0.38022
(254, 373),     0.38031,       0.38031
(287, 463),     0.38045,       0.38045
(193, 463),     0.38066,       0.38066
(24, 65),     0.3807,       0.3807
(291, 293),     0.38078,       0.38078
(253, 334),     0.38103,       0.38103
(153, 156),     0.38107,       0.38107
(26, 163),     0.38153,       0.38153
(193, 246),     0.38165,       0.38165
(23, 282),     0.38169,       0.38169
(133, 145),     0.38207,       0.38207
(253, 336),     0.38301,       0.38301
(257, 374),     0.38306,       0.38306
(22, 56),     0.38314,       0.38314
(145, 156),     0.38429,       0.38429
(30, 414),     0.38468,       0.38468
(46, 193),     0.3849,       0.3849
(29, 130),     0.38556,       0.38556
(353, 417),     0.38562,       0.38562
(33, 163),     0.38574,       0.38574
(29, 385),     0.38585,       0.38585
(28, 385),     0.38609,       0.38609
(254, 327),     0.38642,       0.38642
(161, 384),     0.38654,       0.38654
(24, 55),     0.38679,       0.38679
(256, 414),     0.3868,       0.3868
(63, 193),     0.38712,       0.38712
(259, 380),     0.38715,       0.38715
(61, 362),     0.38729,       0.38729
(107, 145),     0.38746,       0.38746
(296, 380),     0.38757,       0.38757
(133, 247),     0.38765,       0.38765
(78, 398),     0.38774,       0.38774
(56, 145),     0.38798,       0.38798
(341, 463),     0.38831,       0.38831
(296, 339),     0.38832,       0.38832
(145, 282),     0.38838,       0.38838
(308, 463),     0.39024,       0.39024
(28, 257),     0.3904,       0.3904
(46, 105),     0.39079,       0.39079
(260, 374),     0.39123,       0.39123
(282, 417),     0.39129,       0.39129
(65, 110),     0.39141,       0.39141
(23, 107),     0.3917,       0.3917
(161, 417),     0.39226,       0.39226
(7, 29),     0.39242,       0.39242
(53, 57),     0.39265,       0.39265
(161, 414),     0.39275,       0.39275
(78, 339),     0.39307,       0.39307
(154, 286),     0.39322,       0.39322
(76, 286),     0.3933,       0.3933
(285, 292),     0.39352,       0.39352
(62, 390),     0.39412,       0.39412
(145, 173),     0.39412,       0.39412
(334, 339),     0.39419,       0.39419
(24, 133),     0.39426,       0.39426
(252, 336),     0.39436,       0.39436
(62, 257),     0.39461,       0.39461
(259, 327),     0.39488,       0.39488
(23, 154),     0.39516,       0.39516
(110, 173),     0.39533,       0.39533
(252, 296),     0.39541,       0.39541
(57, 145),     0.39546,       0.39546
(154, 156),     0.39567,       0.39567
(193, 417),     0.39592,       0.39592
(265, 334),     0.39632,       0.39632
(285, 308),     0.39639,       0.39639
(27, 110),     0.39663,       0.39663
(124, 154),     0.397,       0.397
(7, 28),     0.39723,       0.39723
(98, 256),     0.39764,       0.39764
(63, 124),     0.39765,       0.39765
(327, 373),     0.3983,       0.3983
(254, 257),     0.39831,       0.39831
(35, 107),     0.39836,       0.39836
(57, 398),     0.39859,       0.39859
(62, 467),     0.39875,       0.39875
(62, 374),     0.39881,       0.39881
(56, 57),     0.39885,       0.39885
(293, 417),     0.39907,       0.39907
(98, 381),     0.39943,       0.39943
(61, 382),     0.39976,       0.39976
(30, 286),     0.39976,       0.39976
(61, 414),     0.3998,       0.3998
(253, 374),     0.40019,       0.40019
(57, 380),     0.4002,       0.4002
(112, 124),     0.40091,       0.40091
(253, 353),     0.40127,       0.40127
(22, 414),     0.40139,       0.40139
(173, 384),     0.40175,       0.40175
(27, 385),     0.40264,       0.40264
(23, 155),     0.40337,       0.40337
(65, 286),     0.40358,       0.40358
(53, 193),     0.40416,       0.40416
(26, 124),     0.40437,       0.40437
(353, 374),     0.40458,       0.40458
(26, 144),     0.40545,       0.40545
(62, 259),     0.40551,       0.40551
(252, 257),     0.40594,       0.40594
(24, 25),     0.40642,       0.40642
(28, 398),     0.40661,       0.40661
(292, 308),     0.40736,       0.40736
