Comparing the following files: 
hadleigh_front_s4_v2/,  hadleigh_low_s4_v2/,  hadleigh_right_threequarter_s4_v2/,  hadleigh_left_threequarter_s4_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s4_v2_vs_hadleigh_low_s4_v2,  hadleigh_front_s4_v2_vs_hadleigh_right_threequarter_s4_v2,  hadleigh_front_s4_v2_vs_hadleigh_left_threequarter_s4_v2,  hadleigh_low_s4_v2_vs_hadleigh_right_threequarter_s4_v2,  hadleigh_low_s4_v2_vs_hadleigh_left_threequarter_s4_v2,  hadleigh_right_threequarter_s4_v2_vs_hadleigh_left_threequarter_s4_v2,  average
(254, 287),     0.70292,       0.47719,       0.74858,       0.68259,       0.80408,       0.6264,       0.67363
(78, 287),     0.84214,       0.52166,       0.87286,       0.53261,       0.75861,       0.50031,       0.67136
(260, 291),     0.83157,       0.44686,       0.884,       0.46665,       0.79967,       0.59903,       0.6713
(62, 287),     0.83345,       0.52391,       0.87618,       0.54093,       0.74641,       0.50303,       0.67065
(252, 292),     0.70065,       0.5934,       0.76599,       0.56851,       0.7003,       0.67149,       0.66672
(308, 381),     0.69662,       0.59924,       0.75346,       0.59323,       0.70636,       0.64657,       0.66591
(76, 287),     0.82048,       0.51554,       0.87975,       0.55895,       0.72609,       0.49072,       0.66526
(265, 287),     0.84363,       0.42264,       0.91213,       0.57114,       0.83024,       0.40567,       0.66424
(258, 308),     0.66578,       0.60783,       0.79029,       0.52609,       0.6398,       0.74823,       0.663
(259, 308),     0.81362,       0.46415,       0.86923,       0.44682,       0.75764,       0.62254,       0.66233
(306, 380),     0.68726,       0.57759,       0.7584,       0.57536,       0.71688,       0.65634,       0.66197
(308, 398),     0.61263,       0.61982,       0.72226,       0.61231,       0.65893,       0.73271,       0.65978
(259, 292),     0.80091,       0.46325,       0.86831,       0.4457,       0.7527,       0.62186,       0.65879
(61, 287),     0.80562,       0.50708,       0.87974,       0.5804,       0.7033,       0.47492,       0.65851
(286, 308),     0.60454,       0.66554,       0.74465,       0.5573,       0.60942,       0.76262,       0.65735
(258, 292),     0.64231,       0.60766,       0.7861,       0.51761,       0.63067,       0.74924,       0.6556
(287, 390),     0.72645,       0.40238,       0.78884,       0.62423,       0.81436,       0.57499,       0.65521
(257, 308),     0.74015,       0.52011,       0.83515,       0.46194,       0.6923,       0.68139,       0.65517
(292, 381),     0.66989,       0.59673,       0.74455,       0.57634,       0.69633,       0.64361,       0.65458
(287, 373),     0.69289,       0.45227,       0.72058,       0.65669,       0.80671,       0.59423,       0.6539
(308, 382),     0.65343,       0.6097,       0.73581,       0.58937,       0.68645,       0.64242,       0.65286
(285, 327),     0.88614,       0.51934,       0.86392,       0.41574,       0.87778,       0.35161,       0.65242
(259, 306),     0.78433,       0.45594,       0.86467,       0.43345,       0.74683,       0.61845,       0.65061
(308, 466),     0.85573,       0.34382,       0.87472,       0.46263,       0.82086,       0.54344,       0.6502
(257, 292),     0.72217,       0.5195,       0.83293,       0.45827,       0.68508,       0.68174,       0.64995
(57, 287),     0.6852,       0.51817,       0.93126,       0.63808,       0.65675,       0.46254,       0.64867
(292, 466),     0.84613,       0.34452,       0.87425,       0.46562,       0.8178,       0.54369,       0.64867
(292, 398),     0.58233,       0.61961,       0.71298,       0.59352,       0.6475,       0.7326,       0.64809
(286, 292),     0.57648,       0.66593,       0.73796,       0.54284,       0.59916,       0.76283,       0.64753
(300, 308),     0.90187,       0.3757,       0.90302,       0.37683,       0.82662,       0.50012,       0.64736
(291, 380),     0.6536,       0.57086,       0.73724,       0.55571,       0.7052,       0.65924,       0.64697
(252, 306),     0.65547,       0.58874,       0.74378,       0.53687,       0.67711,       0.67428,       0.64604
(255, 287),     0.77087,       0.34971,       0.86674,       0.5626,       0.81167,       0.51258,       0.6457
(287, 308),     0.91663,       0.44775,       0.83762,       0.38834,       0.86241,       0.41926,       0.64533
(292, 300),     0.89595,       0.37395,       0.90385,       0.37504,       0.82487,       0.496,       0.64494
(306, 466),     0.8353,       0.34096,       0.87171,       0.45846,       0.81578,       0.54386,       0.64435
(256, 308),     0.65162,       0.60806,       0.71712,       0.55809,       0.66465,       0.64819,       0.64129
(308, 362),     0.60392,       0.62407,       0.72277,       0.57529,       0.65518,       0.66183,       0.64051
(292, 382),     0.62447,       0.6078,       0.72571,       0.569,       0.67556,       0.63882,       0.64023
(291, 466),     0.8251,       0.33515,       0.8678,       0.45061,       0.81542,       0.54299,       0.63951
(300, 306),     0.89055,       0.36629,       0.90441,       0.36113,       0.82555,       0.48871,       0.63944
(308, 384),     0.64635,       0.49228,       0.72762,       0.55625,       0.67707,       0.73166,       0.63854
(259, 291),     0.76936,       0.43717,       0.85935,       0.41435,       0.74302,       0.60671,       0.63833
(258, 306),     0.60528,       0.59725,       0.77344,       0.48882,       0.61366,       0.74762,       0.63768
(257, 306),     0.6959,       0.51021,       0.8257,       0.43933,       0.67369,       0.67826,       0.63718
(308, 334),     0.76231,       0.47018,       0.83693,       0.39171,       0.72076,       0.63857,       0.63674
(276, 308),     0.89012,       0.36049,       0.90222,       0.33072,       0.82367,       0.50675,       0.63566
(291, 300),     0.88549,       0.36222,       0.90405,       0.34966,       0.82699,       0.48404,       0.63541
(306, 381),     0.62443,       0.59572,       0.7201,       0.5461,       0.67535,       0.64654,       0.63471
(276, 292),     0.88319,       0.35945,       0.90263,       0.3296,       0.82146,       0.50353,       0.63331
(292, 334),     0.74824,       0.46968,       0.83519,       0.38918,       0.71683,       0.63733,       0.63274
(327, 336),     0.87114,       0.51382,       0.84859,       0.3828,       0.86599,       0.31267,       0.6325
(296, 308),     0.63899,       0.5561,       0.73102,       0.47608,       0.65185,       0.7262,       0.63004
(292, 384),     0.61969,       0.49138,       0.72075,       0.54634,       0.66766,       0.73285,       0.62978
(249, 287),     0.73668,       0.32308,       0.82699,       0.5554,       0.80767,       0.521,       0.62847
(256, 292),     0.61913,       0.60613,       0.70546,       0.53735,       0.65247,       0.64451,       0.62751
(252, 291),     0.61511,       0.58031,       0.71878,       0.50999,       0.66086,       0.67816,       0.6272
(276, 306),     0.87607,       0.35191,       0.90238,       0.31585,       0.82117,       0.4957,       0.62718
(292, 362),     0.57185,       0.62288,       0.71204,       0.55223,       0.6428,       0.65867,       0.62674
(286, 306),     0.52984,       0.65899,       0.71861,       0.50598,       0.5782,       0.76453,       0.62603
(98, 327),     0.62917,       0.56213,       0.88216,       0.52756,       0.59202,       0.56172,       0.62579
(292, 296),     0.61895,       0.55851,       0.72582,       0.47396,       0.64815,       0.72715,       0.62542
(306, 398),     0.53068,       0.61638,       0.68682,       0.55527,       0.6249,       0.73783,       0.62531
(57, 336),     0.7306,       0.54718,       0.74241,       0.53292,       0.64699,       0.53723,       0.62289
(306, 334),     0.72898,       0.45804,       0.82876,       0.37249,       0.71163,       0.6287,       0.62143
(293, 308),     0.85961,       0.36147,       0.88276,       0.31125,       0.79144,       0.51811,       0.62077
(98, 285),     0.89265,       0.48284,       0.86034,       0.29774,       0.86552,       0.32418,       0.62055
(308, 414),     0.54055,       0.66134,       0.68191,       0.54315,       0.59821,       0.69793,       0.62052
(257, 291),     0.67293,       0.48679,       0.81644,       0.41297,       0.66588,       0.6653,       0.62005
(253, 287),     0.6177,       0.48292,       0.59257,       0.65977,       0.76169,       0.60442,       0.61985
(276, 291),     0.86933,       0.34081,       0.9009,       0.30021,       0.8216,       0.48529,       0.61969
(55, 98),     0.77767,       0.58557,       0.83246,       0.36183,       0.79783,       0.36208,       0.61957
(287, 374),     0.63043,       0.47468,       0.60435,       0.6529,       0.77546,       0.57861,       0.6194
(98, 336),     0.88396,       0.49871,       0.85613,       0.3096,       0.86201,       0.30277,       0.61886
(306, 382),     0.57446,       0.60917,       0.69816,       0.53508,       0.65343,       0.64214,       0.61874
(291, 381),     0.58492,       0.59265,       0.6941,       0.52199,       0.6622,       0.65024,       0.61768
(258, 291),     0.57408,       0.57381,       0.75881,       0.45578,       0.6027,       0.73947,       0.61744
(292, 293),     0.85092,       0.35944,       0.8828,       0.30781,       0.78901,       0.5142,       0.61736
(57, 296),     0.78763,       0.49424,       0.79991,       0.477,       0.65308,       0.48353,       0.6159
(308, 341),     0.58838,       0.61575,       0.68127,       0.5278,       0.62867,       0.62814,       0.61167
(98, 107),     0.7542,       0.57784,       0.83168,       0.34531,       0.80021,       0.35202,       0.61021
(296, 306),     0.58682,       0.5457,       0.70816,       0.45546,       0.63884,       0.72051,       0.60925
(293, 306),     0.84089,       0.34832,       0.88116,       0.29005,       0.78765,       0.50357,       0.60861
(306, 384),     0.5763,       0.47556,       0.70004,       0.51141,       0.64973,       0.7284,       0.60691
(292, 414),     0.50663,       0.66119,       0.67067,       0.52019,       0.58695,       0.69485,       0.60675
(286, 291),     0.49177,       0.64339,       0.69795,       0.47138,       0.56612,       0.76461,       0.60587
(291, 398),     0.48761,       0.60825,       0.65965,       0.52359,       0.61245,       0.74252,       0.60568
(327, 417),     0.8024,       0.52768,       0.76219,       0.39256,       0.84604,       0.30084,       0.60528
(286, 287),     0.50301,       0.5948,       0.53591,       0.6132,       0.68797,       0.68827,       0.60386
(57, 285),     0.7365,       0.52498,       0.70648,       0.53143,       0.61105,       0.50863,       0.60318
(306, 362),     0.51559,       0.62475,       0.68269,       0.51257,       0.61775,       0.66299,       0.60272
(295, 308),     0.63115,       0.50788,       0.74189,       0.39609,       0.64382,       0.6954,       0.6027
(291, 334),     0.71163,       0.42707,       0.81986,       0.34176,       0.70787,       0.60664,       0.60247
(291, 382),     0.53207,       0.60931,       0.6698,       0.50859,       0.64089,       0.64649,       0.60119
(256, 306),     0.56134,       0.60409,       0.67325,       0.49587,       0.62481,       0.64604,       0.6009
(282, 308),     0.73927,       0.41972,       0.83878,       0.29805,       0.70591,       0.59836,       0.60002
(308, 463),     0.5354,       0.63225,       0.66767,       0.51612,       0.60678,       0.62866,       0.59781
(292, 295),     0.60968,       0.50999,       0.73633,       0.39242,       0.63859,       0.69686,       0.59731
(283, 308),     0.8353,       0.33348,       0.88055,       0.25519,       0.77835,       0.50063,       0.59725
(287, 383),     0.84418,       0.29173,       0.89627,       0.39782,       0.80051,       0.34849,       0.5965
(291, 293),     0.83153,       0.32897,       0.87795,       0.26667,       0.787,       0.48657,       0.59645
(308, 388),     0.82872,       0.24957,       0.85297,       0.36351,       0.7977,       0.48483,       0.59622
(292, 341),     0.55301,       0.61433,       0.66754,       0.50263,       0.6163,       0.62273,       0.59609
(282, 292),     0.72355,       0.41965,       0.83653,       0.29559,       0.70067,       0.59793,       0.59565
(98, 193),     0.75686,       0.56469,       0.77112,       0.36037,       0.8259,       0.29272,       0.59528
(292, 388),     0.81697,       0.25025,       0.85198,       0.36692,       0.79398,       0.48501,       0.59418
(283, 292),     0.82481,       0.33236,       0.88001,       0.25275,       0.77477,       0.49807,       0.5938
(258, 287),     0.56169,       0.46341,       0.64575,       0.51699,       0.69468,       0.67193,       0.59241
(98, 417),     0.76971,       0.55965,       0.77658,       0.28899,       0.84873,       0.30759,       0.59188
(65, 98),     0.73044,       0.56666,       0.84255,       0.3474,       0.69918,       0.343,       0.5882
(306, 388),     0.80269,       0.24399,       0.84778,       0.35735,       0.7906,       0.48163,       0.58734
(287, 359),     0.77883,       0.2243,       0.88316,       0.43708,       0.80125,       0.3944,       0.5865
(57, 286),     0.75447,       0.46922,       0.78648,       0.45722,       0.5389,       0.50254,       0.5848
(291, 296),     0.5588,       0.50834,       0.68673,       0.41992,       0.63187,       0.70281,       0.58474
(283, 306),     0.8115,       0.32246,       0.87725,       0.23684,       0.77137,       0.48857,       0.58467
(291, 362),     0.46913,       0.62519,       0.6529,       0.48184,       0.60415,       0.66872,       0.58366
(291, 384),     0.53931,       0.44917,       0.67769,       0.47601,       0.63953,       0.71697,       0.58311
(282, 306),     0.70056,       0.40789,       0.829,       0.27808,       0.69276,       0.58916,       0.58291
(292, 463),     0.49887,       0.63123,       0.6537,       0.4891,       0.5946,       0.62294,       0.58174
(66, 98),     0.7204,       0.55249,       0.84311,       0.34149,       0.71624,       0.31231,       0.58101
(57, 258),     0.75495,       0.47792,       0.80809,       0.43838,       0.55544,       0.44894,       0.58062
(306, 414),     0.44686,       0.65978,       0.63917,       0.47474,       0.56198,       0.69707,       0.57993
(291, 388),     0.78936,       0.23296,       0.84188,       0.34507,       0.78927,       0.47514,       0.57895
(296, 327),     0.9037,       0.33204,       0.87934,       0.31854,       0.83526,       0.2045,       0.5789
(256, 291),     0.51167,       0.60011,       0.63964,       0.46276,       0.60743,       0.65108,       0.57878
(295, 306),     0.57446,       0.49398,       0.71779,       0.36774,       0.62666,       0.68759,       0.57804
(287, 380),     0.55888,       0.49722,       0.48121,       0.63767,       0.73494,       0.546,       0.57599
(66, 158),     0.8134,       0.3582,       0.71451,       0.37123,       0.66013,       0.52882,       0.57438
(57, 295),     0.77425,       0.43578,       0.75849,       0.42259,       0.61304,       0.43992,       0.57401
(66, 110),     0.6471,       0.55789,       0.73081,       0.32687,       0.58464,       0.57971,       0.57117
(283, 291),     0.79917,       0.29982,       0.87267,       0.21272,       0.76903,       0.4694,       0.57047
(66, 159),     0.80821,       0.35656,       0.66571,       0.40271,       0.64573,       0.54169,       0.5701
(306, 341),     0.48901,       0.61439,       0.62971,       0.45506,       0.58785,       0.62179,       0.5663
(24, 107),     0.68486,       0.54179,       0.66523,       0.29768,       0.61304,       0.59066,       0.56554
(259, 265),     0.80725,       0.54371,       0.57486,       0.67807,       0.55759,       0.22446,       0.56432
(66, 160),     0.78813,       0.36427,       0.61529,       0.43479,       0.6237,       0.55921,       0.56423
(263, 287),     0.73184,       0.18292,       0.84808,       0.42363,       0.78832,       0.40666,       0.56358
(287, 353),     0.82011,       0.2052,       0.89606,       0.32081,       0.7952,       0.34362,       0.5635
(336, 339),     0.65763,       0.78989,       0.57762,       0.35736,       0.56027,       0.4361,       0.56315
(257, 265),     0.81411,       0.58812,       0.56108,       0.64732,       0.52411,       0.24058,       0.56255
(57, 133),     0.64601,       0.52359,       0.78836,       0.45124,       0.54263,       0.42028,       0.56202
(57, 155),     0.65166,       0.50696,       0.79336,       0.44525,       0.56702,       0.40652,       0.56179
(282, 291),     0.68011,       0.37445,       0.81883,       0.2457,       0.6869,       0.56457,       0.56176
(295, 327),     0.91271,       0.24932,       0.8957,       0.27471,       0.84525,       0.19276,       0.56174
(57, 173),     0.61531,       0.55276,       0.78129,       0.47565,       0.52097,       0.42287,       0.56148
(107, 157),     0.83973,       0.39454,       0.6382,       0.3303,       0.62199,       0.54348,       0.56137
(254, 336),     0.71122,       0.69149,       0.68461,       0.22208,       0.58371,       0.47122,       0.56072
(308, 385),     0.68457,       0.28376,       0.74426,       0.38133,       0.69425,       0.57572,       0.56065
(296, 386),     0.87308,       0.48173,       0.60028,       0.42693,       0.58038,       0.39334,       0.55929
(107, 173),     0.78689,       0.50477,       0.63992,       0.30934,       0.56267,       0.55167,       0.55921
(107, 327),     0.7341,       0.54452,       0.72945,       0.25647,       0.81106,       0.27814,       0.55896
(55, 327),     0.7465,       0.54175,       0.73128,       0.24614,       0.80961,       0.27698,       0.55871
(291, 414),     0.39909,       0.65493,       0.60746,       0.43879,       0.54915,       0.70216,       0.5586
(107, 190),     0.76911,       0.55648,       0.62922,       0.27556,       0.60049,       0.50913,       0.55667
(57, 414),     0.77002,       0.40617,       0.74099,       0.40125,       0.52739,       0.49355,       0.55656
(22, 153),     0.68713,       0.3754,       0.81177,       0.41521,       0.69015,       0.3587,       0.55639
(66, 163),     0.64863,       0.52188,       0.68603,       0.31894,       0.59058,       0.57162,       0.55628
(7, 66),     0.65666,       0.45809,       0.64621,       0.37105,       0.62056,       0.58431,       0.55615
(292, 385),     0.66135,       0.28263,       0.73947,       0.37918,       0.6865,       0.57569,       0.55414
(66, 157),     0.74093,       0.37738,       0.71414,       0.37063,       0.59897,       0.52097,       0.55384
(287, 467),     0.78165,       0.16984,       0.87799,       0.32977,       0.79706,       0.36508,       0.55356
(57, 243),     0.61365,       0.52951,       0.77895,       0.44687,       0.50328,       0.44046,       0.55212
(57, 154),     0.62212,       0.50369,       0.80045,       0.43147,       0.56182,       0.39203,       0.55193
(24, 336),     0.81315,       0.35202,       0.66893,       0.26524,       0.73035,       0.48107,       0.55179
(306, 463),     0.43199,       0.63288,       0.61521,       0.43982,       0.56674,       0.62283,       0.55158
(130, 247),     0.8104,       0.35012,       0.78672,       0.30532,       0.63684,       0.41704,       0.55107
(25, 66),     0.58503,       0.48504,       0.64849,       0.39757,       0.60345,       0.58561,       0.55087
(287, 398),     0.42737,       0.54347,       0.393,       0.64156,       0.68091,       0.61809,       0.55073
(78, 156),     0.69619,       0.52205,       0.80399,       0.46772,       0.48705,       0.32121,       0.5497
(291, 295),     0.54422,       0.45061,       0.69557,       0.32472,       0.61805,       0.66201,       0.5492
(57, 157),     0.53455,       0.59997,       0.74935,       0.52618,       0.45187,       0.43275,       0.54911
(57, 190),     0.57335,       0.56228,       0.78614,       0.44019,       0.47707,       0.4549,       0.54899
(57, 145),     0.58839,       0.52742,       0.80831,       0.41858,       0.57163,       0.3787,       0.54884
(252, 287),     0.51837,       0.49854,       0.4133,       0.62122,       0.71025,       0.53121,       0.54881
(257, 287),     0.62943,       0.30117,       0.74049,       0.35709,       0.71512,       0.54426,       0.54793
(107, 110),     0.65427,       0.4725,       0.58464,       0.35792,       0.63348,       0.58228,       0.54751
(57, 153),     0.59461,       0.51202,       0.80477,       0.4219,       0.56542,       0.38423,       0.54716
(296, 387),     0.83599,       0.56911,       0.52635,       0.44308,       0.51767,       0.38773,       0.54666
(28, 158),     0.65423,       0.37617,       0.7054,       0.40428,       0.61561,       0.52418,       0.54665
(308, 387),     0.78329,       0.18165,       0.8188,       0.28721,       0.76099,       0.44298,       0.54582
(62, 156),     0.69349,       0.51707,       0.80475,       0.45427,       0.4838,       0.32094,       0.54572
(65, 110),     0.62573,       0.52985,       0.60172,       0.35145,       0.54128,       0.62268,       0.54545
(107, 158),     0.85573,       0.35031,       0.58751,       0.32597,       0.62501,       0.52741,       0.54532
(57, 112),     0.61536,       0.51502,       0.77692,       0.4349,       0.51092,       0.41716,       0.54505
(35, 78),     0.6956,       0.51934,       0.78354,       0.48104,       0.48527,       0.29882,       0.54393
(66, 161),     0.72983,       0.34669,       0.559,       0.43626,       0.60851,       0.58205,       0.54372
(292, 387),     0.76786,       0.18209,       0.81691,       0.29035,       0.75598,       0.44302,       0.5427
(291, 341),     0.43607,       0.61338,       0.59175,       0.41828,       0.57195,       0.62477,       0.5427
(107, 243),     0.72674,       0.58343,       0.66758,       0.23361,       0.54999,       0.49336,       0.54245
(23, 145),     0.58565,       0.41275,       0.80761,       0.39087,       0.65887,       0.39846,       0.54237
(23, 107),     0.67182,       0.54145,       0.68411,       0.20537,       0.5861,       0.56493,       0.5423
(107, 144),     0.66609,       0.50216,       0.60585,       0.29761,       0.60833,       0.57238,       0.54207
