Comparing the following files: 
kelly_front_s1_v2/,  hadleigh_front_s1_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s1_v2_vs_hadleigh_front_s1_v2,  average
(282, 383),     0.19874,       0.19874
(26, 353),     0.19884,       0.19884
(33, 260),     0.19896,       0.19896
(28, 260),     0.19901,       0.19901
(246, 339),     0.19903,       0.19903
(256, 296),     0.19906,       0.19906
(291, 466),     0.1991,       0.1991
(257, 374),     0.19913,       0.19913
(256, 291),     0.19958,       0.19958
(285, 414),     0.19965,       0.19965
(56, 112),     0.19969,       0.19969
(257, 291),     0.1997,       0.1997
(52, 55),     0.19981,       0.19981
(157, 334),     0.19989,       0.19989
(133, 252),     0.19994,       0.19994
(66, 466),     0.20019,       0.20019
(110, 341),     0.20024,       0.20024
(133, 381),     0.20031,       0.20031
(243, 384),     0.20037,       0.20037
(144, 252),     0.20048,       0.20048
(286, 308),     0.2005,       0.2005
(78, 385),     0.2006,       0.2006
(243, 414),     0.20069,       0.20069
(159, 257),     0.20101,       0.20101
(61, 190),     0.20105,       0.20105
(26, 246),     0.20112,       0.20112
(158, 334),     0.20127,       0.20127
(156, 158),     0.20141,       0.20141
(30, 398),     0.20149,       0.20149
(257, 306),     0.20154,       0.20154
(28, 384),     0.20184,       0.20184
(193, 463),     0.20185,       0.20185
(33, 249),     0.20188,       0.20188
(154, 163),     0.20217,       0.20217
(287, 398),     0.20221,       0.20221
(55, 388),     0.20235,       0.20235
(252, 291),     0.20257,       0.20257
(385, 466),     0.203,       0.203
(466, 467),     0.203,       0.203
(157, 193),     0.20323,       0.20323
(249, 463),     0.20336,       0.20336
(190, 334),     0.20337,       0.20337
(293, 386),     0.20353,       0.20353
(257, 292),     0.20357,       0.20357
(52, 381),     0.20361,       0.20361
(306, 414),     0.2037,       0.2037
(63, 65),     0.20387,       0.20387
(265, 382),     0.20388,       0.20388
(70, 159),     0.20397,       0.20397
(258, 374),     0.20414,       0.20414
(133, 283),     0.20423,       0.20423
(341, 390),     0.20423,       0.20423
(258, 385),     0.20438,       0.20438
(66, 173),     0.20439,       0.20439
(133, 258),     0.20449,       0.20449
(66, 260),     0.20454,       0.20454
(7, 133),     0.20459,       0.20459
(276, 373),     0.20462,       0.20462
(28, 56),     0.20464,       0.20464
(130, 257),     0.20504,       0.20504
(160, 193),     0.20508,       0.20508
(52, 154),     0.20526,       0.20526
(144, 145),     0.20529,       0.20529
(291, 341),     0.20546,       0.20546
(260, 295),     0.20546,       0.20546
(286, 380),     0.20549,       0.20549
(144, 160),     0.20557,       0.20557
(33, 130),     0.20572,       0.20572
(52, 263),     0.20579,       0.20579
(28, 359),     0.20593,       0.20593
(243, 257),     0.206,       0.206
(163, 359),     0.20608,       0.20608
(256, 390),     0.2061,       0.2061
(46, 387),     0.20661,       0.20661
(53, 373),     0.20677,       0.20677
(153, 163),     0.2068,       0.2068
(159, 247),     0.20693,       0.20693
(46, 467),     0.20695,       0.20695
(66, 467),     0.20713,       0.20713
(27, 359),     0.20715,       0.20715
(161, 256),     0.20724,       0.20724
(287, 362),     0.2073,       0.2073
(295, 362),     0.2074,       0.2074
(296, 466),     0.2075,       0.2075
(259, 374),     0.20771,       0.20771
(287, 374),     0.20788,       0.20788
(78, 386),     0.208,       0.208
(163, 276),     0.20814,       0.20814
(105, 255),     0.20814,       0.20814
(56, 295),     0.20827,       0.20827
(161, 287),     0.20857,       0.20857
(107, 259),     0.20869,       0.20869
(144, 253),     0.2087,       0.2087
(29, 381),     0.20872,       0.20872
(133, 285),     0.20873,       0.20873
(257, 308),     0.20878,       0.20878
(173, 285),     0.20879,       0.20879
(252, 341),     0.20886,       0.20886
(52, 76),     0.20908,       0.20908
(28, 161),     0.2093,       0.2093
(65, 414),     0.20974,       0.20974
(243, 258),     0.20976,       0.20976
(253, 382),     0.20987,       0.20987
(156, 258),     0.21014,       0.21014
(30, 362),     0.21019,       0.21019
(70, 388),     0.21019,       0.21019
(161, 293),     0.21035,       0.21035
(246, 467),     0.21057,       0.21057
(28, 414),     0.21098,       0.21098
(287, 466),     0.21119,       0.21119
(417, 463),     0.21122,       0.21122
(173, 296),     0.21167,       0.21167
(63, 144),     0.21194,       0.21194
(156, 387),     0.21198,       0.21198
(33, 257),     0.21235,       0.21235
(293, 334),     0.21257,       0.21257
(52, 78),     0.21262,       0.21262
(155, 398),     0.21288,       0.21288
(66, 417),     0.21295,       0.21295
(263, 362),     0.21313,       0.21313
(253, 386),     0.2133,       0.2133
(52, 62),     0.21358,       0.21358
(26, 161),     0.21405,       0.21405
(35, 258),     0.21407,       0.21407
(256, 385),     0.21412,       0.21412
(193, 359),     0.21421,       0.21421
(327, 390),     0.21425,       0.21425
(265, 282),     0.2143,       0.2143
(23, 159),     0.2144,       0.2144
(159, 282),     0.2144,       0.2144
(156, 300),     0.21442,       0.21442
(259, 265),     0.21473,       0.21473
(56, 57),     0.21474,       0.21474
(163, 381),     0.21496,       0.21496
(193, 467),     0.21516,       0.21516
(243, 283),     0.21519,       0.21519
(249, 341),     0.21525,       0.21525
(70, 263),     0.21529,       0.21529
(156, 257),     0.21558,       0.21558
(144, 153),     0.21559,       0.21559
(160, 163),     0.2158,       0.2158
(53, 55),     0.21585,       0.21585
(163, 380),     0.21652,       0.21652
(55, 159),     0.21664,       0.21664
(257, 353),     0.21675,       0.21675
(253, 257),     0.21676,       0.21676
(243, 385),     0.21689,       0.21689
(35, 257),     0.21692,       0.21692
(256, 282),     0.2172,       0.2172
(158, 359),     0.21741,       0.21741
(246, 385),     0.2175,       0.2175
(246, 285),     0.21753,       0.21753
(107, 160),     0.21761,       0.21761
(107, 159),     0.21769,       0.21769
(65, 359),     0.21769,       0.21769
(61, 66),     0.2179,       0.2179
(98, 295),     0.21809,       0.21809
(249, 327),     0.21819,       0.21819
(153, 353),     0.21861,       0.21861
(52, 252),     0.21862,       0.21862
(66, 398),     0.21864,       0.21864
(161, 253),     0.21867,       0.21867
(30, 193),     0.21868,       0.21868
(61, 133),     0.21875,       0.21875
(283, 336),     0.21879,       0.21879
(390, 463),     0.21883,       0.21883
(190, 285),     0.21886,       0.21886
(341, 384),     0.21906,       0.21906
(285, 383),     0.21919,       0.21919
(256, 384),     0.21927,       0.21927
(296, 385),     0.21943,       0.21943
(163, 255),     0.21961,       0.21961
(155, 276),     0.21975,       0.21975
(173, 382),     0.21979,       0.21979
(252, 306),     0.21996,       0.21996
(257, 388),     0.21996,       0.21996
(256, 306),     0.22018,       0.22018
(26, 160),     0.22038,       0.22038
(158, 282),     0.22065,       0.22065
(292, 414),     0.22082,       0.22082
(57, 76),     0.22083,       0.22083
(285, 398),     0.22099,       0.22099
(247, 283),     0.22106,       0.22106
(33, 193),     0.22126,       0.22126
(252, 334),     0.22175,       0.22175
(256, 374),     0.22218,       0.22218
(291, 463),     0.22232,       0.22232
(56, 384),     0.22261,       0.22261
(249, 256),     0.22263,       0.22263
(130, 259),     0.22311,       0.22311
(158, 265),     0.22312,       0.22312
(28, 259),     0.22319,       0.22319
(263, 382),     0.22319,       0.22319
(33, 258),     0.2232,       0.2232
(27, 260),     0.22328,       0.22328
(70, 466),     0.22332,       0.22332
(362, 374),     0.22351,       0.22351
(76, 190),     0.22353,       0.22353
(173, 260),     0.22373,       0.22373
(28, 160),     0.22387,       0.22387
(257, 265),     0.2239,       0.2239
(145, 160),     0.22406,       0.22406
(112, 130),     0.22437,       0.22437
(144, 254),     0.22442,       0.22442
(246, 463),     0.22444,       0.22444
(247, 293),     0.22446,       0.22446
(155, 252),     0.22462,       0.22462
(158, 414),     0.22481,       0.22481
(157, 286),     0.22486,       0.22486
(53, 145),     0.22489,       0.22489
(283, 384),     0.2249,       0.2249
(29, 380),     0.22495,       0.22495
(253, 291),     0.22521,       0.22521
(193, 265),     0.22529,       0.22529
(252, 293),     0.2253,       0.2253
(190, 296),     0.22544,       0.22544
(291, 296),     0.22549,       0.22549
(256, 414),     0.22553,       0.22553
(243, 285),     0.22559,       0.22559
(53, 249),     0.22574,       0.22574
(63, 282),     0.22579,       0.22579
(56, 359),     0.22586,       0.22586
(56, 158),     0.22604,       0.22604
(133, 282),     0.22611,       0.22611
(256, 386),     0.22615,       0.22615
(66, 414),     0.22618,       0.22618
(107, 466),     0.2262,       0.2262
(293, 374),     0.22628,       0.22628
(157, 398),     0.2265,       0.2265
(159, 258),     0.22651,       0.22651
(243, 282),     0.22653,       0.22653
(156, 260),     0.22694,       0.22694
(66, 336),     0.22695,       0.22695
(61, 107),     0.22717,       0.22717
(306, 341),     0.22719,       0.22719
(56, 257),     0.2272,       0.2272
(30, 414),     0.22729,       0.22729
(35, 156),     0.22739,       0.22739
(258, 466),     0.22747,       0.22747
(173, 256),     0.22753,       0.22753
(157, 282),     0.22763,       0.22763
(259, 282),     0.22765,       0.22765
(29, 158),     0.22772,       0.22772
(373, 463),     0.22777,       0.22777
(254, 287),     0.22784,       0.22784
(26, 52),     0.22806,       0.22806
(156, 249),     0.22807,       0.22807
(23, 112),     0.22834,       0.22834
(23, 27),     0.2284,       0.2284
(259, 386),     0.22841,       0.22841
(7, 390),     0.22847,       0.22847
(398, 463),     0.22856,       0.22856
(56, 296),     0.22862,       0.22862
(66, 359),     0.22864,       0.22864
(193, 293),     0.22871,       0.22871
(29, 385),     0.2288,       0.2288
(243, 336),     0.22883,       0.22883
(105, 339),     0.22884,       0.22884
(29, 382),     0.229,       0.229
(133, 359),     0.22916,       0.22916
(161, 283),     0.22919,       0.22919
(159, 259),     0.22952,       0.22952
(98, 353),     0.22952,       0.22952
(265, 386),     0.22955,       0.22955
(286, 296),     0.22961,       0.22961
(107, 158),     0.22988,       0.22988
(130, 263),     0.23021,       0.23021
(33, 285),     0.23027,       0.23027
(159, 287),     0.23031,       0.23031
(130, 258),     0.23039,       0.23039
(35, 336),     0.23041,       0.23041
(144, 173),     0.23071,       0.23071
(276, 383),     0.23073,       0.23073
(112, 341),     0.2308,       0.2308
(287, 295),     0.23085,       0.23085
(190, 398),     0.23085,       0.23085
(112, 276),     0.23095,       0.23095
(130, 285),     0.23108,       0.23108
(144, 256),     0.23123,       0.23123
(265, 287),     0.23125,       0.23125
(190, 359),     0.23133,       0.23133
(243, 247),     0.23135,       0.23135
(173, 282),     0.23146,       0.23146
(257, 386),     0.23152,       0.23152
(30, 158),     0.23188,       0.23188
(133, 336),     0.23189,       0.23189
(153, 161),     0.23209,       0.23209
(55, 359),     0.23211,       0.23211
(252, 386),     0.23243,       0.23243
(57, 62),     0.23305,       0.23305
(65, 466),     0.23307,       0.23307
(130, 193),     0.23313,       0.23313
(29, 386),     0.23328,       0.23328
(163, 398),     0.2333,       0.2333
(193, 243),     0.23359,       0.23359
(124, 157),     0.23413,       0.23413
(66, 76),     0.23423,       0.23423
(308, 414),     0.23426,       0.23426
(35, 286),     0.23436,       0.23436
(24, 27),     0.23449,       0.23449
(56, 258),     0.23464,       0.23464
(30, 336),     0.23489,       0.23489
(293, 387),     0.23491,       0.23491
(253, 387),     0.23497,       0.23497
(27, 252),     0.23507,       0.23507
(295, 341),     0.23532,       0.23532
(296, 306),     0.23538,       0.23538
(243, 382),     0.23558,       0.23558
(254, 258),     0.23561,       0.23561
(65, 398),     0.23603,       0.23603
(263, 381),     0.23607,       0.23607
(252, 292),     0.23613,       0.23613
(70, 160),     0.23623,       0.23623
(29, 260),     0.23635,       0.23635
(107, 161),     0.23636,       0.23636
(130, 246),     0.23646,       0.23646
(246, 255),     0.23656,       0.23656
(154, 341),     0.23711,       0.23711
(52, 255),     0.23723,       0.23723
(291, 381),     0.23735,       0.23735
(98, 252),     0.23745,       0.23745
(296, 380),     0.23746,       0.23746
(260, 373),     0.23763,       0.23763
(173, 243),     0.2377,       0.2377
(78, 190),     0.23805,       0.23805
(253, 306),     0.23814,       0.23814
(173, 259),     0.23816,       0.23816
(193, 255),     0.23822,       0.23822
(190, 463),     0.23834,       0.23834
(254, 466),     0.23835,       0.23835
(46, 390),     0.23836,       0.23836
(144, 300),     0.23853,       0.23853
(30, 334),     0.2386,       0.2386
(62, 190),     0.23876,       0.23876
(276, 283),     0.2388,       0.2388
(27, 286),     0.23893,       0.23893
(33, 259),     0.239,       0.239
(133, 253),     0.23901,       0.23901
(292, 353),     0.23908,       0.23908
(25, 300),     0.2391,       0.2391
(124, 384),     0.23912,       0.23912
(282, 398),     0.23913,       0.23913
(27, 256),     0.23914,       0.23914
(158, 247),     0.23915,       0.23915
(56, 260),     0.23921,       0.23921
(256, 292),     0.23928,       0.23928
(253, 286),     0.23931,       0.23931
(163, 362),     0.23932,       0.23932
(33, 154),     0.23951,       0.23951
(98, 387),     0.23954,       0.23954
(57, 61),     0.23956,       0.23956
(287, 383),     0.23956,       0.23956
(159, 296),     0.23974,       0.23974
(263, 327),     0.24017,       0.24017
(308, 353),     0.24031,       0.24031
(105, 249),     0.24044,       0.24044
(26, 159),     0.24057,       0.24057
(255, 387),     0.24061,       0.24061
(76, 133),     0.24073,       0.24073
(291, 382),     0.24079,       0.24079
(247, 390),     0.24081,       0.24081
(46, 158),     0.24086,       0.24086
(334, 374),     0.24087,       0.24087
(29, 339),     0.24095,       0.24095
(124, 247),     0.24096,       0.24096
(159, 336),     0.24109,       0.24109
(27, 35),     0.24111,       0.24111
(35, 388),     0.24125,       0.24125
(252, 385),     0.24129,       0.24129
(66, 78),     0.2414,       0.2414
(62, 66),     0.24155,       0.24155
(56, 398),     0.24159,       0.24159
(155, 384),     0.24162,       0.24162
(373, 398),     0.24165,       0.24165
(292, 296),     0.24168,       0.24168
(341, 385),     0.24174,       0.24174
(61, 243),     0.24175,       0.24175
(190, 282),     0.24197,       0.24197
(160, 287),     0.24206,       0.24206
(124, 300),     0.24213,       0.24213
(161, 265),     0.24214,       0.24214
(29, 463),     0.24216,       0.24216
(112, 385),     0.24229,       0.24229
(291, 380),     0.2423,       0.2423
(306, 353),     0.24247,       0.24247
(286, 334),     0.24251,       0.24251
(259, 283),     0.24254,       0.24254
(105, 373),     0.24255,       0.24255
(291, 398),     0.24269,       0.24269
(112, 463),     0.24281,       0.24281
(53, 257),     0.24301,       0.24301
(27, 153),     0.2432,       0.2432
(156, 293),     0.24323,       0.24323
(22, 159),     0.24329,       0.24329
(254, 414),     0.2434,       0.2434
(130, 133),     0.24341,       0.24341
(306, 463),     0.2435,       0.2435
(27, 384),     0.24359,       0.24359
(24, 63),     0.24363,       0.24363
(52, 295),     0.24363,       0.24363
(157, 296),     0.24371,       0.24371
(53, 390),     0.24397,       0.24397
(282, 336),     0.24397,       0.24397
(160, 334),     0.24412,       0.24412
(35, 52),     0.24419,       0.24419
(35, 467),     0.24436,       0.24436
(107, 157),     0.24481,       0.24481
(390, 414),     0.24482,       0.24482
(70, 293),     0.24488,       0.24488
(107, 260),     0.24506,       0.24506
(291, 353),     0.24521,       0.24521
(157, 384),     0.24523,       0.24523
(55, 63),     0.24542,       0.24542
(28, 336),     0.24548,       0.24548
(46, 263),     0.24549,       0.24549
(380, 382),     0.24564,       0.24564
(53, 259),     0.24574,       0.24574
(30, 282),     0.24593,       0.24593
(124, 276),     0.24593,       0.24593
(29, 398),     0.24596,       0.24596
(249, 339),     0.24599,       0.24599
(133, 386),     0.24634,       0.24634
(156, 259),     0.24661,       0.24661
(105, 296),     0.24664,       0.24664
(252, 308),     0.24679,       0.24679
(163, 374),     0.24681,       0.24681
(55, 158),     0.24688,       0.24688
(98, 334),     0.24688,       0.24688
(33, 283),     0.24704,       0.24704
(155, 382),     0.2471,       0.2471
(27, 257),     0.24711,       0.24711
(247, 384),     0.24718,       0.24718
(159, 295),     0.24722,       0.24722
(382, 398),     0.24722,       0.24722
(66, 263),     0.24724,       0.24724
(292, 341),     0.24734,       0.24734
(52, 380),     0.24754,       0.24754
(23, 158),     0.24757,       0.24757
(112, 296),     0.2476,       0.2476
(110, 385),     0.24769,       0.24769
(246, 362),     0.24772,       0.24772
(158, 296),     0.24773,       0.24773
(254, 291),     0.24774,       0.24774
(260, 336),     0.24776,       0.24776
(107, 265),     0.24779,       0.24779
(243, 256),     0.24785,       0.24785
(255, 292),     0.24813,       0.24813
(55, 466),     0.24825,       0.24825
(253, 385),     0.24826,       0.24826
(25, 56),     0.24832,       0.24832
(254, 385),     0.24855,       0.24855
(173, 381),     0.24861,       0.24861
(259, 292),     0.24864,       0.24864
(33, 286),     0.24867,       0.24867
(61, 384),     0.24877,       0.24877
(255, 306),     0.24878,       0.24878
(259, 306),     0.24886,       0.24886
(255, 291),     0.24893,       0.24893
(112, 334),     0.24915,       0.24915
(259, 291),     0.24922,       0.24922
(276, 466),     0.24925,       0.24925
(27, 341),     0.2494,       0.2494
(133, 254),     0.24981,       0.24981
(253, 292),     0.24986,       0.24986
(159, 286),     0.24996,       0.24996
(33, 263),     0.24996,       0.24996
(246, 283),     0.25001,       0.25001
(66, 112),     0.25012,       0.25012
(25, 276),     0.25025,       0.25025
(339, 386),     0.25034,       0.25034
(112, 160),     0.25046,       0.25046
(190, 467),     0.25075,       0.25075
(130, 283),     0.25086,       0.25086
(35, 276),     0.25091,       0.25091
(249, 390),     0.25099,       0.25099
(300, 359),     0.251,       0.251
(155, 385),     0.25113,       0.25113
(30, 373),     0.25119,       0.25119
(292, 359),     0.25122,       0.25122
(124, 160),     0.25127,       0.25127
(296, 308),     0.25149,       0.25149
(76, 107),     0.25159,       0.25159
(112, 384),     0.25182,       0.25182
(30, 159),     0.25195,       0.25195
(295, 383),     0.25198,       0.25198
(255, 308),     0.25206,       0.25206
(112, 159),     0.25208,       0.25208
(263, 292),     0.25212,       0.25212
(256, 308),     0.25221,       0.25221
(259, 308),     0.25252,       0.25252
(286, 374),     0.2526,       0.2526
(155, 414),     0.25274,       0.25274
(7, 249),     0.25288,       0.25288
(291, 362),     0.25292,       0.25292
(173, 336),     0.25292,       0.25292
(263, 306),     0.25298,       0.25298
(63, 159),     0.25329,       0.25329
(246, 293),     0.25333,       0.25333
(35, 260),     0.25335,       0.25335
(308, 359),     0.2534,       0.2534
(98, 414),     0.2534,       0.2534
(291, 295),     0.25341,       0.25341
(46, 249),     0.25344,       0.25344
(257, 285),     0.25352,       0.25352
(306, 359),     0.25356,       0.25356
(29, 255),     0.2537,       0.2537
(22, 353),     0.25377,       0.25377
(263, 291),     0.25389,       0.25389
(155, 334),     0.2541,       0.2541
(76, 387),     0.25427,       0.25427
(110, 255),     0.25432,       0.25432
(306, 381),     0.25437,       0.25437
(263, 285),     0.25444,       0.25444
(78, 133),     0.25446,       0.25446
(155, 296),     0.25454,       0.25454
(263, 308),     0.25469,       0.25469
(259, 387),     0.25472,       0.25472
(161, 341),     0.25476,       0.25476
(161, 247),     0.25521,       0.25521
(254, 306),     0.25533,       0.25533
(112, 133),     0.25541,       0.25541
(257, 385),     0.25543,       0.25543
(112, 173),     0.25544,       0.25544
(291, 359),     0.25551,       0.25551
(256, 398),     0.25571,       0.25571
(30, 46),     0.25573,       0.25573
(253, 463),     0.25576,       0.25576
(30, 260),     0.25577,       0.25577
(98, 398),     0.25587,       0.25587
(35, 259),     0.25603,       0.25603
(30, 296),     0.25628,       0.25628
(291, 339),     0.25629,       0.25629
(285, 467),     0.25636,       0.25636
(25, 390),     0.2565,       0.2565
(24, 254),     0.2565,       0.2565
(158, 295),     0.25656,       0.25656
(62, 133),     0.25664,       0.25664
(306, 380),     0.25665,       0.25665
(158, 336),     0.25666,       0.25666
(254, 286),     0.25705,       0.25705
(133, 295),     0.25742,       0.25742
(163, 382),     0.25745,       0.25745
(163, 414),     0.25749,       0.25749
(282, 380),     0.25754,       0.25754
(35, 249),     0.25768,       0.25768
(263, 286),     0.25769,       0.25769
(65, 243),     0.25795,       0.25795
(154, 256),     0.25796,       0.25796
(70, 283),     0.2581,       0.2581
(243, 295),     0.25832,       0.25832
(124, 159),     0.2587,       0.2587
(252, 296),     0.25875,       0.25875
(27, 258),     0.25877,       0.25877
(57, 78),     0.25889,       0.25889
(306, 339),     0.25889,       0.25889
(382, 417),     0.25893,       0.25893
(27, 259),     0.25896,       0.25896
(65, 263),     0.25896,       0.25896
(253, 260),     0.25899,       0.25899
(253, 259),     0.25904,       0.25904
(253, 308),     0.25908,       0.25908
(29, 105),     0.25909,       0.25909
(282, 353),     0.25911,       0.25911
(107, 246),     0.25922,       0.25922
(306, 398),     0.25927,       0.25927
(70, 260),     0.25927,       0.25927
(28, 387),     0.2593,       0.2593
(306, 382),     0.25942,       0.25942
(247, 260),     0.25957,       0.25957
(107, 467),     0.25959,       0.25959
(161, 414),     0.25981,       0.25981
(387, 466),     0.25991,       0.25991
(28, 159),     0.25992,       0.25992
(28, 398),     0.26004,       0.26004
(29, 414),     0.26038,       0.26038
(414, 466),     0.26038,       0.26038
(144, 158),     0.26043,       0.26043
(295, 336),     0.2605,       0.2605
(25, 387),     0.26064,       0.26064
(243, 359),     0.26064,       0.26064
(292, 339),     0.26071,       0.26071
(254, 398),     0.26076,       0.26076
(154, 463),     0.26088,       0.26088
(193, 382),     0.26099,       0.26099
(160, 336),     0.26101,       0.26101
(70, 247),     0.26116,       0.26116
(190, 362),     0.26117,       0.26117
(29, 156),     0.2612,       0.2612
(308, 341),     0.26123,       0.26123
(65, 336),     0.26159,       0.26159
(254, 292),     0.26181,       0.26181
(246, 386),     0.26189,       0.26189
(112, 161),     0.26211,       0.26211
(133, 380),     0.26223,       0.26223
(291, 374),     0.26224,       0.26224
(246, 257),     0.26236,       0.26236
(112, 256),     0.26252,       0.26252
(29, 384),     0.26262,       0.26262
(296, 384),     0.26272,       0.26272
(112, 158),     0.26275,       0.26275
(29, 374),     0.26293,       0.26293
(292, 463),     0.26299,       0.26299
(295, 306),     0.26299,       0.26299
(254, 257),     0.26326,       0.26326
(295, 353),     0.26333,       0.26333
(62, 107),     0.26334,       0.26334
(295, 466),     0.26335,       0.26335
(76, 243),     0.26348,       0.26348
(66, 157),     0.26363,       0.26363
(374, 463),     0.26379,       0.26379
(30, 295),     0.26408,       0.26408
(157, 463),     0.26415,       0.26415
(252, 390),     0.26423,       0.26423
(57, 388),     0.26424,       0.26424
(110, 359),     0.26429,       0.26429
(78, 107),     0.26433,       0.26433
(130, 286),     0.2644,       0.2644
(56, 157),     0.26447,       0.26447
(157, 247),     0.26448,       0.26448
(295, 382),     0.26527,       0.26527
(63, 334),     0.26546,       0.26546
(259, 287),     0.26566,       0.26566
(7, 257),     0.26569,       0.26569
(27, 414),     0.26601,       0.26601
(255, 286),     0.26604,       0.26604
(144, 341),     0.26605,       0.26605
(157, 295),     0.26608,       0.26608
(105, 153),     0.26616,       0.26616
(265, 380),     0.26627,       0.26627
(252, 384),     0.26651,       0.26651
(308, 339),     0.26656,       0.26656
(173, 295),     0.26658,       0.26658
(160, 282),     0.26671,       0.26671
(56, 259),     0.26674,       0.26674
(247, 249),     0.26681,       0.26681
(155, 253),     0.26686,       0.26686
(153, 160),     0.26695,       0.26695
(255, 265),     0.26711,       0.26711
(341, 386),     0.26727,       0.26727
(130, 173),     0.26731,       0.26731
(259, 260),     0.26756,       0.26756
(161, 381),     0.26797,       0.26797
(105, 390),     0.26803,       0.26803
(253, 276),     0.26806,       0.26806
(46, 466),     0.26813,       0.26813
(55, 263),     0.26837,       0.26837
(29, 362),     0.26843,       0.26843
(144, 159),     0.2685,       0.2685
(249, 252),     0.2686,       0.2686
(292, 295),     0.26882,       0.26882
(33, 293),     0.26888,       0.26888
(133, 467),     0.26951,       0.26951
(254, 308),     0.26977,       0.26977
(292, 380),     0.26992,       0.26992
(98, 282),     0.26995,       0.26995
(65, 190),     0.27008,       0.27008
(292, 381),     0.27023,       0.27023
(24, 253),     0.27031,       0.27031
(381, 414),     0.27045,       0.27045
(160, 296),     0.2705,       0.2705
(70, 334),     0.27054,       0.27054
(57, 173),     0.27065,       0.27065
(161, 193),     0.27073,       0.27073
(155, 381),     0.27073,       0.27073
(55, 61),     0.27097,       0.27097
(124, 158),     0.27099,       0.27099
(157, 336),     0.27103,       0.27103
(25, 467),     0.27104,       0.27104
(56, 336),     0.27107,       0.27107
(193, 246),     0.27131,       0.27131
(260, 292),     0.27178,       0.27178
(52, 249),     0.27178,       0.27178
(260, 388),     0.27179,       0.27179
(306, 362),     0.27193,       0.27193
(52, 253),     0.27206,       0.27206
(259, 388),     0.27227,       0.27227
(46, 159),     0.27252,       0.27252
(29, 110),     0.27255,       0.27255
(306, 374),     0.27296,       0.27296
(161, 359),     0.27306,       0.27306
(46, 388),     0.27306,       0.27306
(7, 260),     0.27311,       0.27311
(190, 257),     0.27311,       0.27311
(57, 107),     0.27323,       0.27323
(246, 258),     0.27323,       0.27323
(283, 385),     0.27325,       0.27325
(260, 306),     0.27331,       0.27331
(249, 291),     0.27333,       0.27333
(29, 46),     0.27339,       0.27339
(29, 35),     0.27349,       0.27349
(22, 105),     0.27359,       0.27359
(66, 155),     0.2736,       0.2736
(249, 306),     0.27402,       0.27402
(26, 158),     0.27404,       0.27404
(55, 105),     0.27404,       0.27404
(29, 163),     0.27413,       0.27413
(22, 26),     0.2742,       0.2742
(246, 373),     0.27426,       0.27426
(249, 292),     0.27447,       0.27447
(29, 52),     0.27448,       0.27448
(124, 161),     0.2746,       0.2746
(260, 291),     0.27482,       0.27482
(65, 105),     0.27492,       0.27492
(260, 308),     0.27496,       0.27496
(112, 362),     0.27501,       0.27501
(292, 398),     0.27505,       0.27505
(27, 30),     0.27531,       0.27531
(24, 157),     0.27533,       0.27533
(334, 387),     0.27537,       0.27537
(193, 254),     0.27546,       0.27546
(27, 46),     0.27554,       0.27554
(285, 417),     0.27574,       0.27574
(57, 63),     0.27577,       0.27577
(61, 65),     0.27579,       0.27579
(46, 293),     0.27587,       0.27587
(292, 467),     0.27641,       0.27641
(190, 336),     0.27644,       0.27644
(133, 255),     0.27645,       0.27645
(252, 283),     0.27657,       0.27657
(124, 296),     0.27663,       0.27663
(158, 190),     0.27667,       0.27667
(70, 282),     0.27668,       0.27668
(254, 300),     0.27673,       0.27673
(292, 382),     0.27682,       0.27682
(25, 28),     0.2769,       0.2769
(27, 253),     0.27702,       0.27702
(63, 296),     0.27711,       0.27711
(155, 293),     0.27713,       0.27713
(78, 243),     0.27725,       0.27725
(193, 339),     0.27734,       0.27734
(308, 463),     0.27737,       0.27737
(110, 380),     0.27737,       0.27737
(190, 295),     0.27742,       0.27742
(112, 293),     0.27753,       0.27753
(252, 373),     0.27758,       0.27758
(243, 381),     0.27767,       0.27767
(110, 173),     0.27779,       0.27779
(110, 386),     0.27794,       0.27794
(161, 254),     0.27803,       0.27803
(130, 388),     0.27824,       0.27824
(285, 295),     0.27837,       0.27837
(52, 254),     0.27847,       0.27847
(306, 467),     0.27862,       0.27862
(161, 467),     0.27863,       0.27863
(25, 112),     0.27867,       0.27867
(295, 308),     0.27877,       0.27877
(23, 153),     0.2788,       0.2788
(249, 373),     0.27886,       0.27886
(334, 386),     0.27898,       0.27898
(249, 308),     0.27905,       0.27905
(308, 467),     0.27912,       0.27912
(55, 414),     0.27918,       0.27918
(23, 53),     0.27931,       0.27931
(247, 334),     0.27935,       0.27935
(265, 388),     0.27935,       0.27935
(130, 293),     0.27939,       0.27939
(265, 387),     0.27955,       0.27955
(62, 243),     0.27968,       0.27968
(7, 154),     0.2797,       0.2797
(334, 384),     0.27977,       0.27977
(24, 252),     0.27981,       0.27981
(308, 380),     0.27988,       0.27988
(27, 387),     0.28036,       0.28036
(27, 145),     0.28045,       0.28045
(291, 467),     0.28063,       0.28063
(27, 398),     0.2807,       0.2807
(336, 383),     0.28081,       0.28081
(110, 300),     0.28098,       0.28098
(112, 157),     0.28113,       0.28113
(265, 296),     0.28119,       0.28119
(276, 334),     0.28123,       0.28123
(112, 246),     0.28135,       0.28135
(30, 160),     0.28135,       0.28135
