Comparing the following files: 
kelly_front_s28_v2/,  kelly_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s28_v2_vs_kelly_front_s27_v2,  average
(256, 336),     0.47083,       0.47083
(252, 467),     0.47103,       0.47103
(334, 341),     0.47114,       0.47114
(276, 292),     0.47153,       0.47153
(155, 292),     0.47178,       0.47178
(30, 144),     0.47221,       0.47221
(22, 388),     0.47223,       0.47223
(286, 292),     0.47238,       0.47238
(243, 296),     0.47249,       0.47249
(374, 388),     0.47252,       0.47252
(30, 153),     0.47254,       0.47254
(286, 341),     0.47305,       0.47305
(283, 341),     0.47311,       0.47311
(253, 282),     0.47333,       0.47333
(52, 154),     0.47336,       0.47336
(29, 154),     0.47357,       0.47357
(130, 163),     0.474,       0.474
(24, 285),     0.47438,       0.47438
(28, 112),     0.47457,       0.47457
(306, 414),     0.47491,       0.47491
(256, 296),     0.47505,       0.47505
(276, 382),     0.47544,       0.47544
(27, 29),     0.47549,       0.47549
(243, 295),     0.47553,       0.47553
(112, 287),     0.4759,       0.4759
(253, 467),     0.47605,       0.47605
(55, 110),     0.47655,       0.47655
(308, 398),     0.4766,       0.4766
(66, 133),     0.47664,       0.47664
(336, 381),     0.47687,       0.47687
(57, 145),     0.47689,       0.47689
(291, 390),     0.47716,       0.47716
(154, 246),     0.47718,       0.47718
(276, 334),     0.47735,       0.47735
(252, 287),     0.4775,       0.4775
(308, 334),     0.47792,       0.47792
(256, 334),     0.47793,       0.47793
(155, 308),     0.47809,       0.47809
(145, 247),     0.47812,       0.47812
(260, 286),     0.47823,       0.47823
(292, 398),     0.47851,       0.47851
(28, 247),     0.4791,       0.4791
(334, 362),     0.47961,       0.47961
(133, 296),     0.47963,       0.47963
(286, 463),     0.48005,       0.48005
(359, 390),     0.48032,       0.48032
(252, 334),     0.48047,       0.48047
(26, 388),     0.4805,       0.4805
(260, 339),     0.48053,       0.48053
(283, 380),     0.48062,       0.48062
(306, 390),     0.48074,       0.48074
(283, 463),     0.48147,       0.48147
(282, 463),     0.48182,       0.48182
(52, 153),     0.48204,       0.48204
(256, 285),     0.48312,       0.48312
(291, 293),     0.48376,       0.48376
(65, 243),     0.48406,       0.48406
(362, 414),     0.48471,       0.48471
(296, 381),     0.48512,       0.48512
(130, 144),     0.48539,       0.48539
(253, 287),     0.48545,       0.48545
(145, 295),     0.48567,       0.48567
(292, 390),     0.48596,       0.48596
(107, 256),     0.48608,       0.48608
(308, 414),     0.48617,       0.48617
(282, 341),     0.48633,       0.48633
(291, 463),     0.48657,       0.48657
(291, 339),     0.48677,       0.48677
(133, 336),     0.4868,       0.4868
(253, 296),     0.4868,       0.4868
(292, 414),     0.48703,       0.48703
(33, 145),     0.48718,       0.48718
(292, 334),     0.48734,       0.48734
(23, 193),     0.48765,       0.48765
(30, 145),     0.48768,       0.48768
(306, 334),     0.48808,       0.48808
(145, 173),     0.4882,       0.4882
(334, 374),     0.48833,       0.48833
(243, 287),     0.48837,       0.48837
(35, 159),     0.48841,       0.48841
(57, 155),     0.48866,       0.48866
(253, 336),     0.48884,       0.48884
(7, 130),     0.48899,       0.48899
(257, 308),     0.4896,       0.4896
(154, 173),     0.48975,       0.48975
(256, 295),     0.48994,       0.48994
(285, 381),     0.49001,       0.49001
(66, 112),     0.49045,       0.49045
(390, 467),     0.49061,       0.49061
(291, 334),     0.4907,       0.4907
(334, 382),     0.49094,       0.49094
(7, 144),     0.49105,       0.49105
(306, 339),     0.49132,       0.49132
(258, 382),     0.49174,       0.49174
(155, 295),     0.49188,       0.49188
(193, 252),     0.49253,       0.49253
(256, 287),     0.49259,       0.49259
(249, 388),     0.49264,       0.49264
(287, 467),     0.49268,       0.49268
(22, 190),     0.49365,       0.49365
(381, 414),     0.49371,       0.49371
(291, 341),     0.49372,       0.49372
(276, 308),     0.49373,       0.49373
(293, 306),     0.49387,       0.49387
(28, 163),     0.494,       0.494
(258, 286),     0.49401,       0.49401
(35, 158),     0.49418,       0.49418
(57, 153),     0.49447,       0.49447
(259, 287),     0.49508,       0.49508
(258, 341),     0.49529,       0.49529
(306, 463),     0.49542,       0.49542
(385, 398),     0.49554,       0.49554
(308, 390),     0.49612,       0.49612
(256, 467),     0.49627,       0.49627
(256, 282),     0.49651,       0.49651
(57, 154),     0.4967,       0.4967
(292, 339),     0.49687,       0.49687
(257, 306),     0.49713,       0.49713
(130, 153),     0.49728,       0.49728
(282, 362),     0.49746,       0.49746
(144, 287),     0.49757,       0.49757
(257, 292),     0.49771,       0.49771
(257, 258),     0.49779,       0.49779
(287, 341),     0.49798,       0.49798
(341, 380),     0.49812,       0.49812
(283, 362),     0.49907,       0.49907
(257, 291),     0.49922,       0.49922
(283, 287),     0.49971,       0.49971
(145, 285),     0.49978,       0.49978
(107, 381),     0.49981,       0.49981
(374, 398),     0.49984,       0.49984
(55, 381),     0.50011,       0.50011
(283, 381),     0.50014,       0.50014
(24, 145),     0.50052,       0.50052
(55, 256),     0.50106,       0.50106
(306, 341),     0.5011,       0.5011
(260, 390),     0.50118,       0.50118
(260, 291),     0.50183,       0.50183
(255, 287),     0.50188,       0.50188
(29, 163),     0.50188,       0.50188
(259, 339),     0.50193,       0.50193
(23, 295),     0.50257,       0.50257
(282, 382),     0.50308,       0.50308
(295, 381),     0.50341,       0.50341
(256, 291),     0.50476,       0.50476
(25, 158),     0.50502,       0.50502
(292, 293),     0.50526,       0.50526
(112, 336),     0.50537,       0.50537
(258, 463),     0.50546,       0.50546
(193, 380),     0.50558,       0.50558
(283, 382),     0.50632,       0.50632
(112, 295),     0.5068,       0.5068
(56, 190),     0.50774,       0.50774
(112, 296),     0.50796,       0.50796
(253, 295),     0.508,       0.508
(334, 381),     0.50805,       0.50805
(130, 145),     0.50811,       0.50811
(308, 339),     0.50812,       0.50812
(65, 133),     0.50822,       0.50822
(287, 463),     0.50862,       0.50862
(382, 386),     0.50864,       0.50864
(260, 306),     0.50906,       0.50906
(292, 463),     0.50915,       0.50915
(155, 296),     0.50932,       0.50932
(24, 107),     0.50964,       0.50964
(256, 306),     0.50996,       0.50996
(254, 286),     0.51094,       0.51094
(291, 362),     0.51177,       0.51177
(145, 287),     0.51181,       0.51181
(336, 374),     0.51242,       0.51242
(258, 259),     0.51274,       0.51274
(33, 153),     0.51277,       0.51277
(26, 66),     0.51278,       0.51278
(107, 252),     0.51291,       0.51291
(292, 341),     0.51295,       0.51295
(308, 463),     0.51349,       0.51349
(286, 381),     0.51383,       0.51383
(249, 287),     0.51407,       0.51407
(252, 291),     0.51407,       0.51407
(254, 287),     0.51427,       0.51427
(23, 65),     0.51443,       0.51443
(282, 374),     0.51457,       0.51457
(257, 339),     0.51464,       0.51464
(308, 341),     0.51486,       0.51486
(334, 380),     0.51488,       0.51488
(259, 260),     0.51537,       0.51537
(252, 282),     0.51553,       0.51553
(155, 336),     0.51558,       0.51558
(291, 382),     0.51559,       0.51559
(252, 308),     0.516,       0.516
(252, 306),     0.51603,       0.51603
(28, 133),     0.51612,       0.51612
(65, 112),     0.51627,       0.51627
(190, 243),     0.51686,       0.51686
(255, 385),     0.51707,       0.51707
(260, 292),     0.51716,       0.51716
(28, 110),     0.51718,       0.51718
(257, 259),     0.51756,       0.51756
(287, 380),     0.51758,       0.51758
(256, 308),     0.518,       0.518
(23, 296),     0.51831,       0.51831
(154, 295),     0.51881,       0.51881
(293, 308),     0.5191,       0.5191
(193, 253),     0.51925,       0.51925
(256, 292),     0.51929,       0.51929
(282, 381),     0.51942,       0.51942
(255, 386),     0.5195,       0.5195
(296, 374),     0.51959,       0.51959
(25, 145),     0.51964,       0.51964
(306, 362),     0.51983,       0.51983
(145, 157),     0.51997,       0.51997
(256, 286),     0.52032,       0.52032
(144, 163),     0.52079,       0.52079
(263, 373),     0.5211,       0.5211
(27, 110),     0.52112,       0.52112
(107, 380),     0.5213,       0.5213
(153, 285),     0.5214,       0.5214
(252, 292),     0.52148,       0.52148
(22, 66),     0.52195,       0.52195
(253, 308),     0.52206,       0.52206
(306, 382),     0.52272,       0.52272
(65, 144),     0.52279,       0.52279
(258, 381),     0.52333,       0.52333
(259, 286),     0.52375,       0.52375
(56, 243),     0.52423,       0.52423
(291, 381),     0.52424,       0.52424
(287, 381),     0.5244,       0.5244
(153, 287),     0.52442,       0.52442
(373, 466),     0.52461,       0.52461
(287, 374),     0.52471,       0.52471
(259, 291),     0.52485,       0.52485
(291, 373),     0.52497,       0.52497
(306, 373),     0.5253,       0.5253
(259, 306),     0.52531,       0.52531
(253, 306),     0.52547,       0.52547
(253, 466),     0.52578,       0.52578
(257, 260),     0.52593,       0.52593
(362, 386),     0.52605,       0.52605
(253, 291),     0.52606,       0.52606
(259, 308),     0.5268,       0.5268
(260, 308),     0.52727,       0.52727
(259, 292),     0.52762,       0.52762
(253, 292),     0.52787,       0.52787
(292, 373),     0.528,       0.528
(258, 260),     0.52824,       0.52824
(341, 387),     0.52841,       0.52841
(306, 381),     0.52924,       0.52924
(153, 295),     0.52952,       0.52952
(254, 306),     0.52963,       0.52963
(254, 308),     0.52994,       0.52994
(308, 373),     0.53003,       0.53003
(153, 173),     0.53045,       0.53045
(7, 145),     0.5307,       0.5307
(133, 287),     0.53071,       0.53071
(145, 296),     0.53078,       0.53078
(254, 292),     0.53081,       0.53081
(254, 291),     0.53089,       0.53089
(291, 380),     0.53174,       0.53174
(24, 27),     0.53174,       0.53174
(26, 285),     0.53214,       0.53214
(283, 291),     0.5323,       0.5323
(292, 362),     0.53256,       0.53256
(295, 374),     0.53269,       0.53269
(282, 380),     0.53328,       0.53328
(287, 382),     0.53369,       0.53369
(7, 159),     0.53369,       0.53369
(292, 382),     0.53383,       0.53383
(306, 380),     0.53408,       0.53408
(283, 306),     0.53439,       0.53439
(55, 380),     0.53458,       0.53458
(286, 362),     0.53466,       0.53466
(53, 105),     0.53488,       0.53488
(256, 258),     0.53549,       0.53549
(276, 287),     0.53565,       0.53565
(254, 263),     0.53588,       0.53588
(291, 374),     0.5371,       0.5371
(287, 293),     0.53711,       0.53711
(308, 380),     0.53713,       0.53713
(308, 362),     0.53723,       0.53723
(306, 374),     0.53761,       0.53761
(283, 292),     0.53777,       0.53777
(296, 380),     0.5378,       0.5378
(292, 381),     0.53792,       0.53792
(308, 382),     0.53815,       0.53815
(283, 308),     0.53838,       0.53838
(308, 374),     0.53839,       0.53839
(287, 362),     0.53851,       0.53851
(308, 381),     0.5386,       0.5386
(260, 287),     0.53865,       0.53865
(29, 153),     0.53897,       0.53897
(386, 463),     0.53924,       0.53924
(27, 163),     0.53928,       0.53928
(292, 380),     0.53966,       0.53966
(28, 155),     0.54005,       0.54005
(292, 374),     0.5409,       0.5409
(287, 373),     0.54141,       0.54141
(22, 27),     0.54233,       0.54233
(26, 65),     0.54245,       0.54245
(29, 144),     0.54305,       0.54305
(252, 296),     0.54306,       0.54306
(287, 390),     0.54308,       0.54308
(144, 336),     0.54385,       0.54385
(56, 144),     0.54446,       0.54446
(55, 252),     0.54457,       0.54457
(258, 362),     0.54468,       0.54468
(24, 336),     0.54633,       0.54633
(295, 380),     0.54654,       0.54654
(336, 380),     0.54661,       0.54661
(154, 287),     0.54702,       0.54702
(252, 295),     0.54924,       0.54924
(26, 295),     0.54928,       0.54928
(154, 296),     0.55034,       0.55034
(254, 260),     0.5512,       0.5512
(341, 466),     0.55178,       0.55178
(29, 145),     0.55188,       0.55188
(107, 243),     0.55241,       0.55241
(286, 414),     0.55267,       0.55267
(249, 263),     0.55269,       0.55269
(287, 339),     0.55291,       0.55291
(380, 414),     0.55343,       0.55343
(26, 28),     0.55612,       0.55612
(155, 287),     0.55714,       0.55714
(23, 27),     0.55722,       0.55722
(386, 390),     0.55727,       0.55727
(27, 154),     0.55923,       0.55923
(463, 467),     0.55963,       0.55963
(380, 467),     0.55966,       0.55966
(56, 112),     0.55989,       0.55989
(22, 295),     0.56018,       0.56018
(373, 467),     0.56079,       0.56079
(26, 296),     0.5609,       0.5609
(249, 387),     0.56105,       0.56105
(374, 417),     0.56165,       0.56165
(253, 285),     0.56462,       0.56462
(252, 336),     0.56557,       0.56557
(381, 467),     0.56706,       0.56706
(341, 467),     0.56746,       0.56746
(22, 65),     0.56772,       0.56772
(23, 285),     0.56793,       0.56793
(260, 414),     0.56896,       0.56896
(158, 163),     0.56912,       0.56912
(66, 155),     0.57016,       0.57016
(153, 296),     0.57078,       0.57078
(374, 467),     0.57251,       0.57251
(66, 145),     0.57269,       0.57269
(252, 286),     0.57349,       0.57349
(285, 374),     0.57443,       0.57443
(24, 28),     0.57549,       0.57549
(154, 336),     0.57671,       0.57671
(257, 382),     0.57702,       0.57702
(22, 296),     0.5774,       0.5774
(23, 56),     0.57808,       0.57808
(257, 341),     0.57998,       0.57998
(112, 190),     0.58011,       0.58011
(55, 243),     0.58167,       0.58167
(153, 190),     0.5824,       0.5824
(286, 373),     0.58332,       0.58332
(22, 285),     0.58336,       0.58336
(258, 414),     0.5841,       0.5841
(257, 286),     0.58413,       0.58413
(65, 155),     0.58465,       0.58465
(256, 388),     0.58544,       0.58544
(26, 336),     0.58769,       0.58769
(29, 30),     0.5892,       0.5892
(25, 144),     0.59101,       0.59101
(381, 387),     0.59101,       0.59101
(107, 112),     0.59136,       0.59136
(339, 384),     0.59162,       0.59162
(107, 133),     0.59228,       0.59228
(258, 380),     0.59279,       0.59279
(257, 381),     0.59342,       0.59342
(107, 144),     0.59479,       0.59479
(110, 157),     0.59603,       0.59603
(285, 380),     0.59625,       0.59625
(26, 154),     0.59837,       0.59837
(257, 463),     0.59867,       0.59867
(252, 258),     0.59903,       0.59903
(27, 247),     0.60061,       0.60061
(286, 380),     0.60148,       0.60148
(362, 467),     0.60204,       0.60204
(256, 257),     0.6021,       0.6021
(263, 390),     0.60339,       0.60339
(253, 260),     0.60352,       0.60352
(66, 154),     0.61013,       0.61013
(26, 190),     0.61028,       0.61028
(66, 153),     0.61099,       0.61099
(252, 417),     0.61202,       0.61202
(253, 286),     0.61221,       0.61221
(24, 55),     0.6125,       0.6125
(23, 28),     0.61305,       0.61305
(388, 463),     0.61359,       0.61359
(380, 388),     0.61404,       0.61404
(252, 260),     0.61405,       0.61405
(22, 28),     0.61425,       0.61425
(380, 466),     0.61457,       0.61457
(27, 153),     0.61554,       0.61554
(65, 145),     0.61579,       0.61579
(382, 467),     0.6158,       0.6158
(252, 466),     0.61612,       0.61612
(27, 144),     0.61639,       0.61639
