Comparing the following files: 
kelly_front_s28_v2/,  kelly_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s28_v2_vs_kelly_front_s27_v2,  average
(145, 265),     0.08568,       0.08568
(193, 339),     0.08574,       0.08574
(353, 390),     0.08575,       0.08575
(53, 463),     0.08578,       0.08578
(56, 62),     0.0858,       0.0858
(76, 295),     0.0861,       0.0861
(124, 252),     0.08617,       0.08617
(154, 380),     0.0862,       0.0862
(124, 373),     0.08628,       0.08628
(173, 384),     0.08664,       0.08664
(33, 256),     0.08688,       0.08688
(145, 359),     0.08702,       0.08702
(23, 353),     0.08724,       0.08724
(110, 292),     0.0875,       0.0875
(258, 276),     0.08754,       0.08754
(130, 385),     0.08755,       0.08755
(156, 380),     0.08755,       0.08755
(27, 339),     0.08759,       0.08759
(63, 66),     0.08775,       0.08775
(30, 160),     0.08783,       0.08783
(62, 336),     0.08792,       0.08792
(76, 257),     0.08806,       0.08806
(173, 467),     0.08812,       0.08812
(56, 61),     0.08839,       0.08839
(76, 386),     0.08841,       0.08841
(155, 417),     0.08865,       0.08865
(53, 373),     0.08918,       0.08918
(98, 161),     0.08933,       0.08933
(145, 390),     0.08945,       0.08945
(383, 390),     0.08957,       0.08957
(35, 382),     0.08989,       0.08989
(163, 291),     0.08991,       0.08991
(105, 190),     0.09001,       0.09001
(63, 374),     0.09002,       0.09002
(28, 29),     0.09018,       0.09018
(22, 249),     0.09044,       0.09044
(46, 380),     0.09047,       0.09047
(359, 388),     0.09051,       0.09051
(133, 382),     0.09064,       0.09064
(156, 374),     0.09124,       0.09124
(157, 256),     0.09136,       0.09136
(398, 466),     0.09155,       0.09155
(173, 398),     0.09158,       0.09158
(25, 380),     0.09179,       0.09179
(285, 336),     0.09192,       0.09192
(107, 383),     0.09196,       0.09196
(98, 173),     0.09199,       0.09199
(243, 339),     0.09206,       0.09206
(76, 336),     0.09217,       0.09217
(30, 339),     0.0924,       0.0924
(259, 293),     0.09249,       0.09249
(56, 78),     0.0928,       0.0928
(158, 263),     0.09283,       0.09283
(7, 252),     0.09299,       0.09299
(107, 287),     0.09307,       0.09307
(388, 467),     0.0931,       0.0931
(35, 293),     0.09311,       0.09311
(246, 384),     0.09322,       0.09322
(27, 390),     0.09324,       0.09324
(24, 286),     0.09324,       0.09324
(78, 386),     0.09338,       0.09338
(63, 380),     0.09342,       0.09342
(246, 381),     0.09369,       0.09369
(66, 254),     0.09374,       0.09374
(26, 249),     0.09382,       0.09382
(144, 293),     0.09386,       0.09386
(33, 173),     0.09392,       0.09392
(78, 285),     0.09413,       0.09413
(130, 384),     0.09443,       0.09443
(353, 387),     0.09463,       0.09463
(158, 398),     0.09506,       0.09506
(133, 252),     0.09512,       0.09512
(25, 285),     0.09525,       0.09525
(56, 193),     0.09552,       0.09552
(22, 252),     0.096,       0.096
(243, 382),     0.09609,       0.09609
(161, 382),     0.0961,       0.0961
(190, 417),     0.09626,       0.09626
(112, 463),     0.09628,       0.09628
(52, 57),     0.09655,       0.09655
(246, 385),     0.09689,       0.09689
(23, 252),     0.09696,       0.09696
(255, 258),     0.09696,       0.09696
(29, 190),     0.09705,       0.09705
(160, 414),     0.09706,       0.09706
(260, 359),     0.09726,       0.09726
(29, 159),     0.09759,       0.09759
(7, 112),     0.09792,       0.09792
(173, 282),     0.09797,       0.09797
(26, 112),     0.09803,       0.09803
(62, 386),     0.09812,       0.09812
(124, 380),     0.09812,       0.09812
(173, 260),     0.09817,       0.09817
(65, 292),     0.0984,       0.0984
(161, 398),     0.09845,       0.09845
(26, 263),     0.09852,       0.09852
(159, 414),     0.0986,       0.0986
(25, 56),     0.09877,       0.09877
(25, 373),     0.09936,       0.09936
(161, 463),     0.0995,       0.0995
(161, 362),     0.09957,       0.09957
(158, 382),     0.09958,       0.09958
(24, 252),     0.09969,       0.09969
(158, 463),     0.0997,       0.0997
(22, 380),     0.09981,       0.09981
(124, 336),     0.10004,       0.10004
(105, 362),     0.10005,       0.10005
(144, 254),     0.10014,       0.10014
(28, 382),     0.10016,       0.10016
(24, 292),     0.10021,       0.10021
(158, 362),     0.10034,       0.10034
(7, 28),     0.10034,       0.10034
(173, 252),     0.10054,       0.10054
(63, 133),     0.10061,       0.10061
(70, 155),     0.10072,       0.10072
(63, 243),     0.10078,       0.10078
(247, 336),     0.10085,       0.10085
(46, 374),     0.10088,       0.10088
(300, 373),     0.10099,       0.10099
(35, 390),     0.10106,       0.10106
(359, 414),     0.10111,       0.10111
(65, 306),     0.10144,       0.10144
(78, 334),     0.10163,       0.10163
(247, 390),     0.10166,       0.10166
(7, 374),     0.1017,       0.1017
(30, 159),     0.10172,       0.10172
(27, 158),     0.10176,       0.10176
(287, 384),     0.10192,       0.10192
(155, 414),     0.10208,       0.10208
(110, 373),     0.10208,       0.10208
(30, 252),     0.10211,       0.10211
(27, 157),     0.1022,       0.1022
(133, 339),     0.10228,       0.10228
(29, 339),     0.10247,       0.10247
(66, 414),     0.10254,       0.10254
(153, 339),     0.10265,       0.10265
(57, 276),     0.10277,       0.10277
(173, 291),     0.10277,       0.10277
(98, 112),     0.10287,       0.10287
(53, 382),     0.10311,       0.10311
(145, 253),     0.10334,       0.10334
(24, 283),     0.10365,       0.10365
(28, 56),     0.10376,       0.10376
(35, 362),     0.10386,       0.10386
(62, 285),     0.10407,       0.10407
(22, 263),     0.1041,       0.1041
(190, 383),     0.10414,       0.10414
(161, 249),     0.10429,       0.10429
(190, 246),     0.10433,       0.10433
(28, 291),     0.10436,       0.10436
(259, 353),     0.10436,       0.10436
(52, 110),     0.10449,       0.10449
(26, 156),     0.10458,       0.10458
(35, 381),     0.10458,       0.10458
(62, 144),     0.10464,       0.10464
(155, 390),     0.10467,       0.10467
(7, 55),     0.10472,       0.10472
(53, 124),     0.10512,       0.10512
(35, 259),     0.10516,       0.10516
(78, 144),     0.10536,       0.10536
(61, 336),     0.10537,       0.10537
(78, 193),     0.10566,       0.10566
(112, 362),     0.10572,       0.10572
(98, 160),     0.10597,       0.10597
(155, 380),     0.10607,       0.10607
(52, 254),     0.10609,       0.10609
(65, 291),     0.10622,       0.10622
(153, 253),     0.1063,       0.1063
(23, 46),     0.10675,       0.10675
(105, 463),     0.10686,       0.10686
(61, 295),     0.10698,       0.10698
(155, 398),     0.10699,       0.10699
(144, 259),     0.10701,       0.10701
(247, 327),     0.1071,       0.1071
(25, 384),     0.10737,       0.10737
(76, 285),     0.10741,       0.10741
(246, 386),     0.10742,       0.10742
(61, 388),     0.10767,       0.10767
(25, 33),     0.10771,       0.10771
(190, 382),     0.10772,       0.10772
(52, 163),     0.10817,       0.10817
(30, 107),     0.10855,       0.10855
(57, 65),     0.10877,       0.10877
(112, 327),     0.10895,       0.10895
(25, 254),     0.10903,       0.10903
(158, 384),     0.10904,       0.10904
(7, 253),     0.10905,       0.10905
(144, 190),     0.10908,       0.10908
(155, 339),     0.10915,       0.10915
(163, 253),     0.1092,       0.1092
(255, 259),     0.10924,       0.10924
(30, 65),     0.10943,       0.10943
(249, 353),     0.10944,       0.10944
(144, 253),     0.1096,       0.1096
(35, 341),     0.10983,       0.10983
(190, 341),     0.11003,       0.11003
(55, 308),     0.11004,       0.11004
(153, 353),     0.11013,       0.11013
(161, 341),     0.11034,       0.11034
(155, 463),     0.11069,       0.11069
(255, 265),     0.11084,       0.11084
(144, 260),     0.11091,       0.11091
(144, 156),     0.11111,       0.11111
(110, 308),     0.11113,       0.11113
(78, 296),     0.11131,       0.11131
(259, 383),     0.11137,       0.11137
(24, 293),     0.11138,       0.11138
(255, 260),     0.11157,       0.11157
(163, 327),     0.11159,       0.11159
(246, 256),     0.11162,       0.11162
(62, 193),     0.11168,       0.11168
(155, 359),     0.11168,       0.11168
(163, 374),     0.11182,       0.11182
(22, 156),     0.11184,       0.11184
(53, 341),     0.11184,       0.11184
(157, 385),     0.11201,       0.11201
(373, 383),     0.11218,       0.11218
(144, 257),     0.11232,       0.11232
(105, 253),     0.11243,       0.11243
(55, 156),     0.11245,       0.11245
(287, 336),     0.11261,       0.11261
(133, 327),     0.11275,       0.11275
(35, 260),     0.11294,       0.11294
(23, 265),     0.11304,       0.11304
(98, 398),     0.11328,       0.11328
(173, 380),     0.11329,       0.11329
(153, 390),     0.11334,       0.11334
(76, 193),     0.11352,       0.11352
(154, 253),     0.11365,       0.11365
(193, 295),     0.11367,       0.11367
(22, 255),     0.1137,       0.1137
(193, 287),     0.1138,       0.1138
(247, 252),     0.11398,       0.11398
(263, 380),     0.11398,       0.11398
(7, 327),     0.11433,       0.11433
(110, 252),     0.11433,       0.11433
(124, 374),     0.11437,       0.11437
(158, 341),     0.11482,       0.11482
(35, 463),     0.11495,       0.11495
(133, 380),     0.11507,       0.11507
(112, 414),     0.11509,       0.11509
(35, 256),     0.11526,       0.11526
(33, 373),     0.11532,       0.11532
(26, 414),     0.11532,       0.11532
(145, 254),     0.11561,       0.11561
(30, 157),     0.11578,       0.11578
(193, 247),     0.11584,       0.11584
(28, 306),     0.11588,       0.11588
(35, 254),     0.11594,       0.11594
(249, 373),     0.11634,       0.11634
(76, 144),     0.11652,       0.11652
(159, 190),     0.11676,       0.11676
(35, 327),     0.11681,       0.11681
(145, 466),     0.11697,       0.11697
(246, 390),     0.117,       0.117
(56, 156),     0.11725,       0.11725
(260, 383),     0.11743,       0.11743
(63, 112),     0.11751,       0.11751
(27, 381),     0.11759,       0.11759
(153, 265),     0.11764,       0.11764
(78, 374),     0.11775,       0.11775
(265, 390),     0.11794,       0.11794
(163, 306),     0.11813,       0.11813
(61, 282),     0.11823,       0.11823
(52, 156),     0.11837,       0.11837
(153, 359),     0.11839,       0.11839
(66, 247),     0.11845,       0.11845
(35, 398),     0.11851,       0.11851
(27, 256),     0.11855,       0.11855
(57, 107),     0.11871,       0.11871
(24, 467),     0.11899,       0.11899
(28, 341),     0.11921,       0.11921
(173, 286),     0.11929,       0.11929
(133, 384),     0.1193,       0.1193
(61, 285),     0.11931,       0.11931
(33, 254),     0.11933,       0.11933
(163, 285),     0.11951,       0.11951
(153, 383),     0.11959,       0.11959
(265, 300),     0.11974,       0.11974
(252, 353),     0.1199,       0.1199
(107, 308),     0.11998,       0.11998
(76, 253),     0.12018,       0.12018
(55, 306),     0.12021,       0.12021
(29, 158),     0.12026,       0.12026
(133, 353),     0.1206,       0.1206
(57, 254),     0.12089,       0.12089
(105, 287),     0.12103,       0.12103
(55, 292),     0.12115,       0.12115
(24, 308),     0.12145,       0.12145
(30, 158),     0.12157,       0.12157
(112, 156),     0.12169,       0.12169
(110, 254),     0.12177,       0.12177
(243, 417),     0.12178,       0.12178
(26, 252),     0.12179,       0.12179
(25, 246),     0.12186,       0.12186
(144, 384),     0.12189,       0.12189
(55, 291),     0.12191,       0.12191
(55, 124),     0.12214,       0.12214
(25, 417),     0.1222,       0.1222
(193, 291),     0.1223,       0.1223
(25, 252),     0.12236,       0.12236
(154, 466),     0.12241,       0.12241
(62, 334),     0.12245,       0.12245
(133, 145),     0.12247,       0.12247
(61, 193),     0.12259,       0.12259
(70, 145),     0.12278,       0.12278
(373, 463),     0.12281,       0.12281
(53, 253),     0.12292,       0.12292
(66, 373),     0.12293,       0.12293
(173, 414),     0.12322,       0.12322
(112, 252),     0.12322,       0.12322
(98, 159),     0.12337,       0.12337
(190, 381),     0.1234,       0.1234
(190, 283),     0.12345,       0.12345
(66, 130),     0.12347,       0.12347
(247, 254),     0.1235,       0.1235
(156, 193),     0.12357,       0.12357
(249, 467),     0.12357,       0.12357
(55, 247),     0.12362,       0.12362
(156, 190),     0.12374,       0.12374
(154, 339),     0.12394,       0.12394
(154, 384),     0.12403,       0.12403
(46, 243),     0.12421,       0.12421
(29, 157),     0.12426,       0.12426
(23, 390),     0.12445,       0.12445
(255, 466),     0.12481,       0.12481
(30, 390),     0.12501,       0.12501
(26, 255),     0.12513,       0.12513
(341, 463),     0.12557,       0.12557
(144, 373),     0.12563,       0.12563
(29, 390),     0.12582,       0.12582
(243, 252),     0.12593,       0.12593
(33, 380),     0.1262,       0.1262
(25, 35),     0.12634,       0.12634
(193, 306),     0.12635,       0.12635
(286, 390),     0.12638,       0.12638
(130, 254),     0.12655,       0.12655
(78, 387),     0.12658,       0.12658
(26, 63),     0.12661,       0.12661
(160, 463),     0.12663,       0.12663
(62, 296),     0.12668,       0.12668
(256, 383),     0.12717,       0.12717
(23, 124),     0.12724,       0.12724
(133, 276),     0.12732,       0.12732
(190, 259),     0.12757,       0.12757
(160, 382),     0.12771,       0.12771
(327, 388),     0.12774,       0.12774
(110, 374),     0.12778,       0.12778
(190, 257),     0.12785,       0.12785
(145, 276),     0.12787,       0.12787
(157, 466),     0.12797,       0.12797
(61, 257),     0.12806,       0.12806
(23, 300),     0.1281,       0.1281
(22, 63),     0.1281,       0.1281
(57, 373),     0.12818,       0.12818
(155, 253),     0.12821,       0.12821
(30, 254),     0.12831,       0.12831
(159, 263),     0.12835,       0.12835
(23, 359),     0.12847,       0.12847
(255, 257),     0.12875,       0.12875
(190, 247),     0.12882,       0.12882
(193, 308),     0.12885,       0.12885
(254, 293),     0.12888,       0.12888
(46, 133),     0.12899,       0.12899
(285, 287),     0.12903,       0.12903
(159, 463),     0.12905,       0.12905
(35, 257),     0.12908,       0.12908
(153, 254),     0.12918,       0.12918
(243, 398),     0.1292,       0.1292
(24, 98),     0.12935,       0.12935
(55, 57),     0.12947,       0.12947
(160, 362),     0.1295,       0.1295
(35, 414),     0.1295,       0.1295
(124, 190),     0.12952,       0.12952
(130, 287),     0.12953,       0.12953
(130, 252),     0.1296,       0.1296
(159, 398),     0.12968,       0.12968
(154, 390),     0.12973,       0.12973
(144, 374),     0.12981,       0.12981
(25, 112),     0.12987,       0.12987
(65, 414),     0.12994,       0.12994
(160, 398),     0.13008,       0.13008
(161, 384),     0.13072,       0.13072
(155, 384),     0.13106,       0.13106
(155, 362),     0.13121,       0.13121
(161, 381),     0.1313,       0.1313
(65, 156),     0.13136,       0.13136
(159, 382),     0.13143,       0.13143
(257, 282),     0.13161,       0.13161
(107, 292),     0.13178,       0.13178
(341, 398),     0.1318,       0.1318
(160, 341),     0.13183,       0.13183
(35, 282),     0.13193,       0.13193
(29, 156),     0.13202,       0.13202
(23, 339),     0.13203,       0.13203
(163, 387),     0.13205,       0.13205
(30, 380),     0.13205,       0.13205
(107, 306),     0.13211,       0.13211
(159, 362),     0.13212,       0.13212
(190, 258),     0.13229,       0.13229
(130, 380),     0.13235,       0.13235
(53, 256),     0.13238,       0.13238
(327, 384),     0.13239,       0.13239
(173, 306),     0.13264,       0.13264
(161, 256),     0.13269,       0.13269
(29, 252),     0.13271,       0.13271
(53, 381),     0.13285,       0.13285
(158, 381),     0.13306,       0.13306
(190, 463),     0.13353,       0.13353
(247, 380),     0.13355,       0.13355
(27, 57),     0.13358,       0.13358
(265, 353),     0.13363,       0.13363
(112, 417),     0.13365,       0.13365
(56, 398),     0.13368,       0.13368
(56, 124),     0.1337,       0.1337
(61, 144),     0.13376,       0.13376
(26, 380),     0.13376,       0.13376
(46, 112),     0.13383,       0.13383
(190, 260),     0.1339,       0.1339
(190, 256),     0.13399,       0.13399
(107, 291),     0.13413,       0.13413
(153, 466),     0.1342,       0.1342
(52, 373),     0.13439,       0.13439
(124, 193),     0.13445,       0.13445
(154, 353),     0.13453,       0.13453
(105, 341),     0.1346,       0.1346
(98, 417),     0.13472,       0.13472
(159, 341),     0.13488,       0.13488
(133, 383),     0.13508,       0.13508
(25, 247),     0.13516,       0.13516
(249, 383),     0.13519,       0.13519
(383, 388),     0.1352,       0.1352
(23, 291),     0.13531,       0.13531
(112, 380),     0.1356,       0.1356
(190, 193),     0.13569,       0.13569
(243, 384),     0.13588,       0.13588
(193, 292),     0.13641,       0.13641
(276, 286),     0.1365,       0.1365
(62, 374),     0.13667,       0.13667
(133, 414),     0.13672,       0.13672
(25, 374),     0.13682,       0.13682
(133, 300),     0.13724,       0.13724
(362, 417),     0.13725,       0.13725
(155, 327),     0.13735,       0.13735
(283, 334),     0.13745,       0.13745
(23, 276),     0.13746,       0.13746
(57, 105),     0.13756,       0.13756
(105, 382),     0.13757,       0.13757
(70, 154),     0.13759,       0.13759
(133, 398),     0.13766,       0.13766
(158, 256),     0.13798,       0.13798
(76, 296),     0.13802,       0.13802
(66, 308),     0.13802,       0.13802
(70, 105),     0.13808,       0.13808
(154, 359),     0.13811,       0.13811
(133, 463),     0.1382,       0.1382
(257, 334),     0.13881,       0.13881
(374, 382),     0.13887,       0.13887
(33, 252),     0.13906,       0.13906
(27, 287),     0.13907,       0.13907
(110, 327),     0.13936,       0.13936
(98, 155),     0.13959,       0.13959
(30, 124),     0.13979,       0.13979
(153, 384),     0.13992,       0.13992
(35, 388),     0.13999,       0.13999
(110, 161),     0.14056,       0.14056
(130, 327),     0.14061,       0.14061
(24, 374),     0.14066,       0.14066
(341, 373),     0.14072,       0.14072
(62, 387),     0.14094,       0.14094
(155, 353),     0.14099,       0.14099
(133, 156),     0.14134,       0.14134
(133, 253),     0.1414,       0.1414
(53, 252),     0.14151,       0.14151
(25, 327),     0.14164,       0.14164
(28, 292),     0.14169,       0.14169
(263, 341),     0.14226,       0.14226
(144, 327),     0.14238,       0.14238
(35, 258),     0.14252,       0.14252
(154, 383),     0.14288,       0.14288
(173, 247),     0.1429,       0.1429
(160, 265),     0.14309,       0.14309
(78, 258),     0.14317,       0.14317
(145, 374),     0.14338,       0.14338
(173, 390),     0.1438,       0.1438
(158, 385),     0.14384,       0.14384
(159, 384),     0.14399,       0.14399
(28, 308),     0.14426,       0.14426
(26, 46),     0.14442,       0.14442
(247, 253),     0.14444,       0.14444
(287, 417),     0.14445,       0.14445
(30, 253),     0.14471,       0.14471
(66, 306),     0.14478,       0.14478
(57, 336),     0.1448,       0.1448
(66, 287),     0.14481,       0.14481
(110, 246),     0.14482,       0.14482
(35, 253),     0.1454,       0.1454
(154, 254),     0.14548,       0.14548
(25, 253),     0.14552,       0.14552
(145, 384),     0.14554,       0.14554
(24, 161),     0.14557,       0.14557
(105, 252),     0.14561,       0.14561
(243, 380),     0.14566,       0.14566
(78, 417),     0.14579,       0.14579
(25, 65),     0.14583,       0.14583
(66, 291),     0.14588,       0.14588
(145, 300),     0.1459,       0.1459
(7, 24),     0.14599,       0.14599
(157, 252),     0.14606,       0.14606
(56, 254),     0.14614,       0.14614
(66, 292),     0.14649,       0.14649
(7, 27),     0.14664,       0.14664
(253, 390),     0.1467,       0.1467
(243, 353),     0.1468,       0.1468
(61, 387),     0.14687,       0.14687
(417, 463),     0.14725,       0.14725
(35, 380),     0.14745,       0.14745
(291, 384),     0.14778,       0.14778
(190, 254),     0.14778,       0.14778
(76, 387),     0.14784,       0.14784
(133, 154),     0.14788,       0.14788
(156, 243),     0.14798,       0.14798
(46, 144),     0.148,       0.148
(24, 258),     0.14801,       0.14801
(35, 252),     0.14806,       0.14806
(243, 414),     0.14809,       0.14809
(291, 388),     0.14828,       0.14828
(252, 300),     0.14857,       0.14857
(56, 286),     0.14886,       0.14886
(98, 158),     0.14893,       0.14893
(110, 253),     0.14895,       0.14895
(373, 414),     0.14925,       0.14925
(160, 256),     0.14959,       0.14959
(157, 265),     0.14977,       0.14977
(70, 153),     0.14993,       0.14993
(112, 384),     0.15014,       0.15014
(306, 384),     0.15018,       0.15018
(22, 133),     0.15019,       0.15019
(243, 463),     0.15022,       0.15022
(24, 160),     0.15052,       0.15052
(155, 383),     0.15063,       0.15063
(76, 334),     0.15107,       0.15107
(105, 156),     0.15109,       0.15109
(24, 327),     0.15111,       0.15111
(157, 249),     0.15113,       0.15113
(173, 327),     0.15131,       0.15131
(380, 382),     0.1515,       0.1515
(130, 253),     0.15153,       0.15153
(105, 256),     0.15159,       0.15159
(56, 414),     0.15162,       0.15162
(173, 385),     0.15164,       0.15164
(155, 254),     0.15188,       0.15188
(159, 256),     0.15205,       0.15205
(33, 327),     0.15232,       0.15232
(161, 385),     0.15237,       0.15237
(112, 390),     0.1524,       0.1524
(243, 383),     0.15249,       0.15249
(381, 382),     0.15253,       0.15253
(190, 293),     0.15257,       0.15257
(306, 388),     0.15278,       0.15278
(65, 254),     0.15284,       0.15284
(374, 383),     0.15285,       0.15285
(35, 70),     0.15294,       0.15294
(286, 359),     0.15296,       0.15296
(260, 276),     0.15298,       0.15298
(112, 133),     0.15304,       0.15304
(276, 283),     0.1531,       0.1531
(163, 385),     0.1532,       0.1532
(158, 265),     0.15339,       0.15339
(257, 383),     0.1534,       0.1534
(157, 380),     0.15369,       0.15369
(24, 254),     0.15376,       0.15376
(26, 124),     0.15379,       0.15379
(24, 253),     0.15382,       0.15382
(256, 398),     0.15389,       0.15389
(160, 384),     0.15398,       0.15398
(24, 373),     0.15399,       0.15399
(76, 417),     0.15413,       0.15413
(154, 265),     0.15445,       0.15445
(62, 417),     0.15481,       0.15481
(22, 383),     0.15482,       0.15482
(153, 374),     0.15486,       0.15486
(259, 359),     0.1551,       0.1551
(190, 362),     0.15532,       0.15532
(359, 381),     0.15548,       0.15548
(353, 388),     0.15563,       0.15563
(265, 467),     0.15612,       0.15612
(61, 296),     0.15634,       0.15634
(161, 388),     0.15635,       0.15635
(65, 373),     0.15637,       0.15637
(28, 254),     0.15647,       0.15647
(308, 384),     0.15662,       0.15662
(292, 384),     0.15688,       0.15688
(25, 161),     0.15705,       0.15705
(33, 253),     0.15731,       0.15731
(112, 124),     0.15812,       0.15812
(28, 381),     0.15817,       0.15817
(173, 296),     0.15825,       0.15825
(61, 253),     0.15835,       0.15835
(98, 157),     0.15849,       0.15849
(29, 254),     0.15849,       0.15849
(246, 339),     0.15854,       0.15854
(259, 283),     0.15888,       0.15888
(57, 285),     0.15893,       0.15893
(282, 334),     0.15897,       0.15897
(160, 381),     0.15907,       0.15907
(292, 388),     0.15909,       0.15909
(327, 385),     0.15911,       0.15911
(190, 384),     0.15965,       0.15965
(133, 362),     0.16016,       0.16016
(362, 373),     0.16029,       0.16029
(383, 467),     0.16032,       0.16032
(52, 362),     0.1607,       0.1607
(56, 362),     0.16072,       0.16072
(61, 417),     0.16073,       0.16073
(22, 46),     0.16081,       0.16081
(159, 381),     0.16087,       0.16087
(55, 414),     0.16095,       0.16095
(7, 29),     0.16096,       0.16096
(7, 26),     0.16102,       0.16102
(112, 339),     0.16131,       0.16131
(62, 258),     0.16151,       0.16151
(173, 253),     0.16162,       0.16162
(33, 374),     0.1617,       0.1617
(56, 463),     0.16187,       0.16187
(286, 339),     0.16212,       0.16212
(57, 66),     0.16214,       0.16214
(53, 380),     0.16252,       0.16252
(105, 381),     0.16283,       0.16283
(133, 254),     0.16293,       0.16293
(265, 380),     0.1632,       0.1632
(130, 336),     0.16323,       0.16323
(23, 253),     0.16421,       0.16421
(105, 374),     0.16424,       0.16424
(173, 388),     0.16454,       0.16454
(53, 374),     0.16457,       0.16457
(28, 55),     0.16458,       0.16458
(26, 327),     0.16459,       0.16459
(173, 243),     0.16515,       0.16515
(243, 362),     0.16519,       0.16519
(35, 373),     0.16545,       0.16545
(163, 292),     0.16555,       0.16555
(256, 263),     0.16563,       0.16563
(308, 388),     0.1657,       0.1657
(157, 359),     0.16584,       0.16584
(35, 110),     0.16587,       0.16587
(293, 296),     0.16587,       0.16587
(246, 252),     0.16588,       0.16588
(243, 300),     0.166,       0.166
(112, 359),     0.16603,       0.16603
(193, 463),     0.16623,       0.16623
(286, 383),     0.1664,       0.1664
(22, 417),     0.16674,       0.16674
(110, 417),     0.16681,       0.16681
(30, 243),     0.16682,       0.16682
(57, 295),     0.16738,       0.16738
(112, 383),     0.16752,       0.16752
(35, 286),     0.16753,       0.16753
(285, 414),     0.16756,       0.16756
(28, 256),     0.16762,       0.16762
(29, 380),     0.16773,       0.16773
(154, 374),     0.16779,       0.16779
(276, 336),     0.16799,       0.16799
(35, 374),     0.16855,       0.16855
(161, 255),     0.16888,       0.16888
(23, 374),     0.16889,       0.16889
(159, 265),     0.16896,       0.16896
(56, 382),     0.16897,       0.16897
(130, 373),     0.16897,       0.16897
(110, 160),     0.16904,       0.16904
(160, 359),     0.1694,       0.1694
(30, 130),     0.16963,       0.16963
(24, 417),     0.16974,       0.16974
(256, 384),     0.16986,       0.16986
(7, 247),     0.16996,       0.16996
(30, 173),     0.17051,       0.17051
(56, 373),     0.17051,       0.17051
(25, 387),     0.17083,       0.17083
(23, 306),     0.17112,       0.17112
(22, 353),     0.17133,       0.17133
(159, 160),     0.17141,       0.17141
(57, 387),     0.17179,       0.17179
(353, 373),     0.1718,       0.1718
(144, 388),     0.17186,       0.17186
(24, 246),     0.17215,       0.17215
(55, 265),     0.1723,       0.1723
(265, 381),     0.17237,       0.17237
(243, 276),     0.17252,       0.17252
(110, 384),     0.17253,       0.17253
(285, 353),     0.17256,       0.17256
(52, 463),     0.17269,       0.17269
(22, 253),     0.17363,       0.17363
(159, 385),     0.17377,       0.17377
(246, 380),     0.17406,       0.17406
(300, 414),     0.17408,       0.17408
(46, 63),     0.17466,       0.17466
(24, 466),     0.17468,       0.17468
(327, 386),     0.17496,       0.17496
(22, 145),     0.17498,       0.17498
(124, 243),     0.17513,       0.17513
(76, 374),     0.17548,       0.17548
(153, 276),     0.17599,       0.17599
(66, 156),     0.17636,       0.17636
(26, 383),     0.17665,       0.17665
(105, 380),     0.17719,       0.17719
(287, 306),     0.17727,       0.17727
(23, 163),     0.17738,       0.17738
(133, 153),     0.17749,       0.17749
(161, 193),     0.17764,       0.17764
(22, 265),     0.17765,       0.17765
(285, 383),     0.17781,       0.17781
(23, 78),     0.17788,       0.17788
(23, 160),     0.17789,       0.17789
(112, 353),     0.1782,       0.1782
(130, 374),     0.17846,       0.17846
(22, 124),     0.17887,       0.17887
(158, 252),     0.17909,       0.17909
(161, 252),     0.17911,       0.17911
(193, 414),     0.17912,       0.17912
(190, 252),     0.17913,       0.17913
(145, 373),     0.17914,       0.17914
(160, 466),     0.17917,       0.17917
(265, 387),     0.17918,       0.17918
(27, 252),     0.17925,       0.17925
(155, 276),     0.17969,       0.17969
(252, 385),     0.17974,       0.17974
(144, 291),     0.17979,       0.17979
(190, 373),     0.17987,       0.17987
(157, 386),     0.1799,       0.1799
(57, 193),     0.18002,       0.18002
(124, 133),     0.18007,       0.18007
(25, 153),     0.18046,       0.18046
(35, 384),     0.18091,       0.18091
(29, 253),     0.18162,       0.18162
(23, 62),     0.18177,       0.18177
(24, 260),     0.18181,       0.18181
(362, 398),     0.18239,       0.18239
(133, 467),     0.18266,       0.18266
(26, 384),     0.18282,       0.18282
(144, 282),     0.18283,       0.18283
(160, 385),     0.18286,       0.18286
(63, 155),     0.18295,       0.18295
(133, 193),     0.183,       0.183
(61, 334),     0.18321,       0.18321
(173, 292),     0.18328,       0.18328
(155, 374),     0.18334,       0.18334
(35, 334),     0.18345,       0.18345
(265, 384),     0.18347,       0.18347
(353, 359),     0.18384,       0.18384
(33, 110),     0.18387,       0.18387
(243, 253),     0.18392,       0.18392
(145, 286),     0.18398,       0.18398
(76, 258),     0.18409,       0.18409
(173, 336),     0.18416,       0.18416
(23, 254),     0.18416,       0.18416
(25, 107),     0.18425,       0.18425
(173, 265),     0.18432,       0.18432
(193, 398),     0.18435,       0.18435
(193, 341),     0.18448,       0.18448
(380, 383),     0.18456,       0.18456
(155, 156),     0.18464,       0.18464
(57, 259),     0.18486,       0.18486
(173, 193),     0.18493,       0.18493
(27, 254),     0.1852,       0.1852
(153, 300),     0.18565,       0.18565
(256, 359),     0.18579,       0.18579
(256, 381),     0.18587,       0.18587
(145, 467),     0.18603,       0.18603
(158, 193),     0.18658,       0.18658
(56, 341),     0.18664,       0.18664
(24, 259),     0.18716,       0.18716
(253, 414),     0.18716,       0.18716
(173, 339),     0.18736,       0.18736
