Comparing the following files: 
hadleigh_front_s2_v2/,  hadleigh_low_s2_v2/,  hadleigh_right_threequarter_s2_v2/,  hadleigh_left_threequarter_s2_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s2_v2_vs_hadleigh_low_s2_v2,  hadleigh_front_s2_v2_vs_hadleigh_right_threequarter_s2_v2,  hadleigh_front_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  hadleigh_low_s2_v2_vs_hadleigh_right_threequarter_s2_v2,  hadleigh_low_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  hadleigh_right_threequarter_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  average
(255, 292),     0.92448,       0.92397,       0.90454,       0.92753,       0.89387,       0.86127,       0.90594
(76, 292),     0.91312,       0.93902,       0.87422,       0.93203,       0.91059,       0.865,       0.90566
(61, 308),     0.91223,       0.93834,       0.87587,       0.92845,       0.90917,       0.86593,       0.905
(76, 308),     0.90881,       0.93823,       0.87402,       0.93015,       0.90955,       0.86547,       0.90437
(291, 359),     0.91836,       0.92535,       0.90921,       0.91417,       0.88751,       0.86182,       0.90274
(62, 292),     0.90582,       0.93772,       0.8687,       0.93187,       0.90711,       0.86206,       0.90221
(255, 306),     0.9211,       0.92011,       0.90219,       0.92141,       0.89063,       0.85523,       0.90178
(62, 308),     0.9013,       0.93683,       0.86808,       0.9299,       0.90597,       0.86234,       0.90074
(78, 292),     0.90298,       0.93771,       0.8643,       0.93254,       0.90502,       0.86082,       0.90056
(263, 308),     0.91624,       0.92773,       0.89626,       0.92904,       0.86953,       0.85876,       0.89959
(78, 308),     0.89838,       0.93671,       0.86318,       0.93048,       0.90364,       0.86082,       0.89887
(263, 292),     0.91287,       0.92647,       0.89584,       0.92636,       0.86748,       0.8585,       0.89792
(265, 287),     0.88699,       0.95173,       0.90786,       0.87873,       0.86797,       0.87845,       0.89529
(255, 291),     0.91751,       0.91174,       0.89924,       0.90941,       0.88681,       0.84352,       0.8947
(263, 306),     0.90851,       0.92301,       0.89297,       0.92077,       0.86304,       0.85241,       0.89345
(308, 467),     0.90872,       0.92232,       0.90226,       0.91519,       0.86458,       0.83857,       0.89194
(308, 339),     0.91892,       0.90774,       0.88992,       0.91815,       0.88408,       0.83026,       0.89151
(292, 467),     0.90596,       0.92187,       0.90251,       0.91231,       0.86367,       0.84053,       0.89114
(300, 308),     0.89031,       0.94713,       0.90428,       0.88316,       0.86484,       0.85347,       0.89053
(292, 300),     0.8874,       0.94574,       0.9056,       0.88118,       0.86375,       0.85415,       0.88964
(292, 339),     0.91562,       0.90689,       0.88851,       0.91528,       0.88093,       0.82972,       0.88949
(300, 306),     0.886,       0.94349,       0.90545,       0.87883,       0.86286,       0.85065,       0.88788
(249, 308),     0.9134,       0.90896,       0.88701,       0.9189,       0.8655,       0.83209,       0.88764
(306, 467),     0.90238,       0.91919,       0.90078,       0.90684,       0.86023,       0.83625,       0.88761
(263, 291),     0.90414,       0.91592,       0.8896,       0.91073,       0.85816,       0.84144,       0.88667
(249, 292),     0.90974,       0.908,       0.88556,       0.91589,       0.86258,       0.83137,       0.88552
(57, 287),     0.89673,       0.93944,       0.90726,       0.85366,       0.82619,       0.88963,       0.88549
(308, 466),     0.90635,       0.91859,       0.88026,       0.91901,       0.85418,       0.83391,       0.88538
(291, 300),     0.88522,       0.93952,       0.9044,       0.87517,       0.86223,       0.84335,       0.88498
(306, 339),     0.91102,       0.9028,       0.8839,       0.90741,       0.87611,       0.82174,       0.88383
(292, 466),     0.90214,       0.91748,       0.87942,       0.91544,       0.85138,       0.83385,       0.88328
(291, 467),     0.89909,       0.91225,       0.89826,       0.8971,       0.85658,       0.82589,       0.88153
(249, 306),     0.90454,       0.9042,       0.88084,       0.90867,       0.85698,       0.82354,       0.87979
(306, 466),     0.89631,       0.91442,       0.8753,       0.90819,       0.84537,       0.82703,       0.87777
(287, 383),     0.8723,       0.94768,       0.89679,       0.85135,       0.84473,       0.84387,       0.87612
(276, 308),     0.87795,       0.93076,       0.89427,       0.88488,       0.8377,       0.82304,       0.87477
(291, 339),     0.90639,       0.89251,       0.87852,       0.89158,       0.87077,       0.80632,       0.87435
(276, 292),     0.87442,       0.92954,       0.89517,       0.88247,       0.83661,       0.8244,       0.87377
(249, 291),     0.89936,       0.89524,       0.87556,       0.89508,       0.85078,       0.80944,       0.87091
(276, 306),     0.87122,       0.92723,       0.89389,       0.87858,       0.8341,       0.81999,       0.87083
(291, 466),     0.89068,       0.90735,       0.87051,       0.8962,       0.83904,       0.81444,       0.8697
(308, 390),     0.90561,       0.8902,       0.87033,       0.90582,       0.84943,       0.79652,       0.86965
(76, 287),     0.91608,       0.94688,       0.80725,       0.89882,       0.82194,       0.8258,       0.86946
(62, 287),     0.91977,       0.94567,       0.79699,       0.9084,       0.82039,       0.81836,       0.86826
(308, 388),     0.89136,       0.91183,       0.85866,       0.90384,       0.8315,       0.80637,       0.86726
(292, 390),     0.9014,       0.88971,       0.86743,       0.90245,       0.84521,       0.79534,       0.86692
(61, 287),     0.90792,       0.94745,       0.81096,       0.88883,       0.81811,       0.82704,       0.86672
(276, 291),     0.86878,       0.92202,       0.89144,       0.87266,       0.8319,       0.81007,       0.86614
(78, 287),     0.92121,       0.9461,       0.78698,       0.91452,       0.81371,       0.80899,       0.86525
(292, 388),     0.88606,       0.91095,       0.85714,       0.89929,       0.82765,       0.80641,       0.86458
(260, 308),     0.87368,       0.90549,       0.88237,       0.89642,       0.81132,       0.79698,       0.86104
(260, 292),     0.86958,       0.90597,       0.88203,       0.8922,       0.80978,       0.8,       0.85993
(306, 390),     0.89489,       0.8856,       0.85991,       0.89379,       0.83769,       0.78519,       0.85951
(306, 388),     0.8783,       0.90845,       0.85124,       0.89035,       0.8197,       0.7986,       0.85777
(260, 306),     0.86291,       0.90451,       0.87866,       0.88503,       0.80361,       0.79565,       0.85506
(254, 308),     0.89914,       0.87717,       0.85206,       0.88682,       0.84714,       0.76512,       0.85457
(98, 287),     0.92182,       0.85718,       0.87102,       0.83809,       0.89827,       0.74086,       0.85454
(254, 292),     0.89408,       0.87737,       0.84776,       0.88308,       0.84069,       0.764,       0.85116
(291, 388),     0.87104,       0.90182,       0.84449,       0.87668,       0.81161,       0.78439,       0.84834
(291, 390),     0.88862,       0.87487,       0.85166,       0.87717,       0.82949,       0.76744,       0.84821
(260, 291),     0.85726,       0.89816,       0.87425,       0.87419,       0.7978,       0.78396,       0.8476
(287, 353),     0.84301,       0.92785,       0.88574,       0.83108,       0.7913,       0.80226,       0.84687
(254, 306),     0.88594,       0.87322,       0.83706,       0.8721,       0.83098,       0.75182,       0.84185
(308, 387),     0.86474,       0.90722,       0.82259,       0.87732,       0.79105,       0.76921,       0.83869
(308, 373),     0.89006,       0.85737,       0.84281,       0.87695,       0.82256,       0.73872,       0.83808
(292, 387),     0.85776,       0.90671,       0.81966,       0.87152,       0.78565,       0.76888,       0.83503
(292, 373),     0.88468,       0.85806,       0.83749,       0.87295,       0.81609,       0.73718,       0.83441
(98, 308),     0.93185,       0.78887,       0.91079,       0.75177,       0.92789,       0.68966,       0.83347
(98, 292),     0.93073,       0.7815,       0.90966,       0.74688,       0.92673,       0.67935,       0.82914
(98, 306),     0.93202,       0.77846,       0.90825,       0.75295,       0.92856,       0.67251,       0.82879
(254, 291),     0.87809,       0.86045,       0.82515,       0.84991,       0.8207,       0.7298,       0.82735
(306, 387),     0.84667,       0.90487,       0.81033,       0.86021,       0.77452,       0.75892,       0.82592
(306, 373),     0.87538,       0.85389,       0.82503,       0.86196,       0.80486,       0.72359,       0.82412
(98, 291),     0.93169,       0.76827,       0.90592,       0.74609,       0.92894,       0.65572,       0.82277
(293, 308),     0.80996,       0.90497,       0.86421,       0.83698,       0.75616,       0.76407,       0.82273
(292, 293),     0.80396,       0.90378,       0.86471,       0.83354,       0.75395,       0.76544,       0.8209
(293, 306),     0.79661,       0.90244,       0.86157,       0.82714,       0.74793,       0.76014,       0.81597
(259, 308),     0.81358,       0.88928,       0.8508,       0.8604,       0.7304,       0.74719,       0.81528
(291, 387),     0.83648,       0.89896,       0.79994,       0.84447,       0.76351,       0.74204,       0.81423
(259, 292),     0.80698,       0.89085,       0.84922,       0.85371,       0.72761,       0.75093,       0.81322
(287, 359),     0.81677,       0.87321,       0.86855,       0.81186,       0.73574,       0.75499,       0.81019
(291, 293),     0.79062,       0.89796,       0.85694,       0.81938,       0.74263,       0.74829,       0.8093
(291, 373),     0.86672,       0.84089,       0.81154,       0.84053,       0.79291,       0.70045,       0.80884
(62, 156),     0.84305,       0.95226,       0.77129,       0.86415,       0.62914,       0.77612,       0.806
(259, 306),     0.79408,       0.8906,       0.84279,       0.84275,       0.71649,       0.74556,       0.80538
(78, 156),     0.84443,       0.95272,       0.76153,       0.86606,       0.62562,       0.77254,       0.80382
(76, 156),     0.83515,       0.95257,       0.77764,       0.85642,       0.62383,       0.776,       0.8036
(283, 308),     0.79465,       0.89105,       0.85282,       0.82649,       0.72238,       0.72879,       0.8027
(287, 327),     0.83832,       0.84792,       0.68634,       0.87414,       0.83059,       0.72771,       0.80084
(283, 292),     0.78794,       0.89118,       0.85231,       0.82204,       0.71978,       0.73182,       0.80084
(287, 300),     0.79345,       0.90647,       0.86597,       0.772,       0.719,       0.73586,       0.79879
(308, 386),     0.82821,       0.89517,       0.77066,       0.83051,       0.74096,       0.71055,       0.79601
(35, 62),     0.88461,       0.95574,       0.72736,       0.89676,       0.57956,       0.72998,       0.79567
(259, 291),     0.78349,       0.88497,       0.83499,       0.82934,       0.70669,       0.73172,       0.7952
(283, 306),     0.77753,       0.8905,       0.8471,       0.81397,       0.71108,       0.72646,       0.79444
(35, 76),     0.87841,       0.95598,       0.73394,       0.8912,       0.5748,       0.73038,       0.79412
(61, 156),     0.818,       0.95263,       0.77572,       0.84216,       0.60238,       0.76746,       0.79306
(35, 78),     0.88573,       0.95616,       0.71496,       0.89856,       0.57268,       0.72345,       0.79192
(292, 386),     0.81887,       0.8956,       0.76509,       0.82368,       0.73351,       0.70944,       0.79103
(35, 57),     0.81981,       0.93298,       0.79418,       0.83573,       0.61502,       0.74803,       0.79096
(253, 308),     0.86539,       0.82156,       0.78359,       0.83104,       0.77337,       0.65693,       0.78865
(57, 156),     0.78026,       0.93133,       0.80983,       0.78554,       0.63984,       0.78144,       0.78804
(308, 374),     0.86573,       0.81529,       0.79084,       0.83125,       0.76679,       0.65598,       0.78765
(255, 287),     0.81623,       0.84459,       0.84258,       0.7994,       0.71901,       0.69438,       0.78603
(283, 291),     0.76884,       0.88545,       0.84003,       0.80379,       0.70338,       0.71276,       0.78571
(35, 61),     0.86464,       0.95604,       0.72898,       0.88089,       0.54914,       0.71817,       0.78298
(253, 292),     0.85722,       0.82392,       0.77291,       0.82643,       0.76147,       0.65326,       0.78253
(292, 374),     0.85821,       0.81787,       0.78095,       0.82667,       0.75627,       0.65272,       0.78212
(287, 467),     0.79464,       0.84922,       0.85434,       0.78723,       0.69261,       0.69278,       0.77847
(306, 386),     0.80291,       0.89471,       0.74972,       0.80941,       0.71844,       0.69556,       0.77846
(263, 287),     0.79448,       0.85656,       0.8324,       0.80823,       0.67673,       0.70081,       0.7782
(287, 306),     0.83134,       0.74514,       0.7984,       0.78732,       0.80806,       0.67667,       0.77449
(62, 124),     0.79325,       0.9424,       0.74794,       0.82049,       0.58763,       0.73421,       0.77099
(78, 124),     0.79434,       0.94356,       0.7381,       0.82177,       0.58614,       0.73245,       0.76939
(306, 374),     0.84415,       0.81428,       0.75866,       0.813,       0.73778,       0.63242,       0.76671
(287, 291),     0.84982,       0.71861,       0.80124,       0.76417,       0.83322,       0.63271,       0.76663
(76, 124),     0.78289,       0.94144,       0.75313,       0.81129,       0.5784,       0.73094,       0.76635
(253, 306),     0.84202,       0.8199,       0.74854,       0.81188,       0.7419,       0.63183,       0.76601
(287, 292),     0.80973,       0.73865,       0.7873,       0.78119,       0.78697,       0.6863,       0.76502
(291, 386),     0.78824,       0.88916,       0.73329,       0.78944,       0.70394,       0.67377,       0.76297
(287, 308),     0.80026,       0.72778,       0.78949,       0.77701,       0.78431,       0.69749,       0.76272
(276, 287),     0.76802,       0.8743,       0.84462,       0.76334,       0.65924,       0.66465,       0.76236
(57, 124),     0.75706,       0.92159,       0.80616,       0.7372,       0.59676,       0.72609,       0.75748
(287, 466),     0.79266,       0.83853,       0.80554,       0.78459,       0.66242,       0.64876,       0.75542
(308, 385),     0.80147,       0.87903,       0.71487,       0.78046,       0.69842,       0.64134,       0.7526
(61, 124),     0.76127,       0.94037,       0.74766,       0.79445,       0.55056,       0.71757,       0.75198
(308, 327),     0.78266,       0.77759,       0.70343,       0.78269,       0.83619,       0.62796,       0.75175
(57, 327),     0.79899,       0.89386,       0.66154,       0.77338,       0.5894,       0.77062,       0.74796
(257, 308),     0.72556,       0.86553,       0.79103,       0.79681,       0.6303,       0.66874,       0.74633
(292, 385),     0.79,       0.88048,       0.70529,       0.77375,       0.68855,       0.63797,       0.74601
(249, 287),     0.79427,       0.81637,       0.80005,       0.78603,       0.65512,       0.62253,       0.74573
(291, 374),     0.83116,       0.79969,       0.73509,       0.78595,       0.71864,       0.6014,       0.74532
(62, 70),     0.70378,       0.92777,       0.77436,       0.74177,       0.58625,       0.73323,       0.74453
(292, 327),     0.78126,       0.76546,       0.70623,       0.76915,       0.83592,       0.6034,       0.74357
(70, 78),     0.70369,       0.92912,       0.7673,       0.74134,       0.58485,       0.73427,       0.74343
(287, 339),     0.80866,       0.80635,       0.79332,       0.77191,       0.67783,       0.60063,       0.74312
(253, 291),     0.82778,       0.80422,       0.72246,       0.78236,       0.72174,       0.59912,       0.74295
(257, 292),     0.71536,       0.86886,       0.78643,       0.78666,       0.6261,       0.67197,       0.74256
(306, 327),     0.79002,       0.75946,       0.71403,       0.7574,       0.84714,       0.58591,       0.74233
(291, 327),     0.7943,       0.7577,       0.71479,       0.74528,       0.85322,       0.57438,       0.73995
(70, 76),     0.69227,       0.92649,       0.77888,       0.73172,       0.57693,       0.72901,       0.73922
(308, 380),     0.84497,       0.78649,       0.72416,       0.7783,       0.69416,       0.57642,       0.73408
(260, 287),     0.7501,       0.82603,       0.81938,       0.75906,       0.61409,       0.6146,       0.73054
(287, 388),     0.78611,       0.8283,       0.76953,       0.75793,       0.64049,       0.59684,       0.72987
(257, 306),     0.69223,       0.87077,       0.77289,       0.76869,       0.60858,       0.66295,       0.72935
(306, 385),     0.76957,       0.8801,       0.68144,       0.75744,       0.66977,       0.61769,       0.72933
(62, 130),     0.80455,       0.92594,       0.682,       0.82509,       0.47935,       0.64151,       0.72641
(292, 380),     0.83515,       0.79074,       0.70838,       0.77428,       0.67882,       0.56959,       0.72616
(98, 327),     0.78031,       0.7971,       0.78936,       0.6051,       0.70898,       0.67402,       0.72581
(61, 70),     0.66797,       0.92484,       0.77618,       0.71235,       0.5519,       0.71853,       0.7253
(78, 130),     0.80601,       0.92795,       0.67157,       0.82609,       0.47675,       0.6408,       0.72486
(76, 130),     0.79359,       0.92325,       0.68681,       0.81696,       0.46938,       0.63607,       0.72101
(57, 130),     0.78982,       0.89797,       0.75202,       0.75295,       0.50026,       0.62426,       0.71955
(33, 62),     0.79589,       0.90487,       0.68403,       0.81988,       0.47021,       0.62228,       0.71619
(33, 78),     0.79806,       0.90819,       0.67525,       0.82049,       0.46843,       0.62457,       0.71583
(257, 291),     0.67334,       0.8663,       0.7576,       0.74886,       0.59389,       0.64371,       0.71395
(25, 62),     0.81451,       0.89855,       0.662,       0.82322,       0.47407,       0.60969,       0.71367
(25, 78),     0.81662,       0.90179,       0.65221,       0.8248,       0.47162,       0.61177,       0.71313
(57, 70),     0.66603,       0.90109,       0.7994,       0.62805,       0.5782,       0.69391,       0.71111
(252, 308),     0.83005,       0.779,       0.68505,       0.76102,       0.66855,       0.53914,       0.71047
(33, 76),     0.78369,       0.89952,       0.68739,       0.81254,       0.45932,       0.61364,       0.70935
(291, 385),     0.75061,       0.87419,       0.657,       0.73295,       0.65206,       0.58911,       0.70932
(33, 57),     0.79177,       0.86917,       0.74758,       0.73308,       0.50244,       0.59984,       0.70731
(25, 76),     0.80231,       0.89297,       0.66511,       0.81503,       0.46355,       0.60062,       0.7066
(61, 130),     0.77207,       0.92072,       0.67929,       0.80289,       0.43642,       0.61858,       0.70499
(306, 380),     0.81689,       0.78804,       0.67361,       0.75884,       0.65195,       0.54018,       0.70492
(287, 390),     0.78611,       0.77866,       0.75136,       0.7653,       0.61138,       0.53455,       0.70456
(308, 334),     0.6443,       0.84712,       0.7763,       0.74516,       0.59088,       0.62243,       0.70437
(7, 78),     0.79545,       0.8741,       0.66372,       0.80885,       0.46753,       0.60119,       0.70181
(26, 133),     0.82423,       0.64714,       0.77738,       0.71861,       0.75707,       0.48639,       0.7018
(292, 334),     0.63467,       0.84826,       0.77362,       0.73856,       0.58829,       0.62538,       0.70146
(7, 62),     0.79333,       0.86936,       0.67152,       0.80807,       0.46833,       0.59548,       0.70101
(308, 384),     0.78545,       0.85848,       0.64184,       0.73768,       0.63271,       0.54976,       0.70099
(252, 292),     0.81817,       0.78362,       0.66514,       0.75652,       0.64967,       0.5295,       0.70044
(25, 57),     0.80578,       0.85356,       0.73287,       0.72182,       0.50826,       0.57788,       0.70003
(295, 327),     0.69304,       0.86483,       0.73483,       0.74556,       0.51422,       0.60898,       0.69358
(33, 61),     0.76134,       0.89448,       0.67965,       0.8005,       0.42631,       0.5947,       0.69283
(78, 246),     0.75,       0.87578,       0.67365,       0.78497,       0.46569,       0.60679,       0.69281
(287, 387),     0.76601,       0.8275,       0.70908,       0.72389,       0.59584,       0.53346,       0.69263
(62, 246),     0.74837,       0.87132,       0.6823,       0.78498,       0.46595,       0.60219,       0.69252
(7, 76),     0.7807,       0.86004,       0.67359,       0.80065,       0.45669,       0.58251,       0.69236
(292, 384),     0.77248,       0.86071,       0.62538,       0.73225,       0.61844,       0.54042,       0.69161
(306, 334),     0.61635,       0.8512,       0.76186,       0.72421,       0.57556,       0.61783,       0.69117
(25, 61),     0.77994,       0.88794,       0.65489,       0.80308,       0.42946,       0.57979,       0.68918
(327, 386),     0.63323,       0.82687,       0.76092,       0.67249,       0.54343,       0.69767,       0.6891
(62, 247),     0.69718,       0.90776,       0.67535,       0.74363,       0.468,       0.6332,       0.68752
(282, 308),     0.63548,       0.83756,       0.76688,       0.72248,       0.56008,       0.59876,       0.68687
(308, 381),     0.82895,       0.79108,       0.64765,       0.74019,       0.60554,       0.50407,       0.68625
(78, 110),     0.80172,       0.85672,       0.6263,       0.79555,       0.45499,       0.5808,       0.68601
(78, 247),     0.69559,       0.91016,       0.66486,       0.7421,       0.46866,       0.63356,       0.68582
(258, 308),     0.6704,       0.84863,       0.70833,       0.73471,       0.57363,       0.57866,       0.68573
(62, 110),     0.79949,       0.85148,       0.63536,       0.79392,       0.45594,       0.57458,       0.68513
(57, 98),     0.7758,       0.78902,       0.40999,       0.87474,       0.56818,       0.69064,       0.68473
(76, 246),     0.73503,       0.86259,       0.68635,       0.77792,       0.45428,       0.59102,       0.68453
(282, 292),     0.62544,       0.84104,       0.76237,       0.71499,       0.55714,       0.60267,       0.68394
(26, 155),     0.87259,       0.71185,       0.65493,       0.74254,       0.67451,       0.44005,       0.68275
(7, 57),     0.80009,       0.81535,       0.73071,       0.68799,       0.50678,       0.55218,       0.68218
(296, 327),     0.66919,       0.86172,       0.71602,       0.7481,       0.51158,       0.58503,       0.68194
(76, 247),     0.68513,       0.90355,       0.682,       0.73545,       0.45555,       0.62823,       0.68165
(46, 62),     0.59875,       0.9005,       0.73646,       0.66415,       0.51432,       0.67153,       0.68095
(287, 293),     0.67423,       0.83199,       0.79894,       0.68291,       0.54025,       0.55666,       0.68083
(78, 163),     0.78891,       0.82216,       0.65442,       0.78163,       0.46843,       0.56929,       0.68081
(57, 247),     0.72245,       0.87412,       0.74338,       0.65336,       0.48444,       0.59955,       0.67955
(258, 292),     0.65604,       0.853,       0.6987,       0.72296,       0.56719,       0.57862,       0.67942
(46, 78),     0.59563,       0.903,       0.72861,       0.66049,       0.51404,       0.67409,       0.67931
(62, 163),     0.78689,       0.81582,       0.66099,       0.7806,       0.46812,       0.5598,       0.6787
(291, 334),     0.60083,       0.84914,       0.7474,       0.70821,       0.56477,       0.59932,       0.67828
(291, 380),     0.79979,       0.7733,       0.63837,       0.72706,       0.62545,       0.50097,       0.67749
(24, 173),     0.78329,       0.57522,       0.69326,       0.69809,       0.72254,       0.58435,       0.67612
(57, 246),     0.76926,       0.81982,       0.7428,       0.66198,       0.50333,       0.55789,       0.67585
(76, 110),     0.78574,       0.83999,       0.63729,       0.78519,       0.44393,       0.56043,       0.67543
(292, 381),     0.8176,       0.79537,       0.62531,       0.73703,       0.58522,       0.4905,       0.67517
(285, 327),     0.74529,       0.88946,       0.59264,       0.80016,       0.54478,       0.47694,       0.67488
(252, 306),     0.79527,       0.78104,       0.62125,       0.73923,       0.61798,       0.49441,       0.67486
(7, 61),     0.75852,       0.85128,       0.66418,       0.79048,       0.42357,       0.56017,       0.6747
(46, 76),     0.58552,       0.89611,       0.74138,       0.65554,       0.50092,       0.66484,       0.67405
(327, 385),     0.6309,       0.79698,       0.74811,       0.66383,       0.55275,       0.64716,       0.67329
(282, 306),     0.60316,       0.84501,       0.7472,       0.69916,       0.54198,       0.59482,       0.67189
(78, 161),     0.71546,       0.83405,       0.67282,       0.7547,       0.46572,       0.58093,       0.67061
(259, 287),     0.6818,       0.81056,       0.76406,       0.72003,       0.51067,       0.53143,       0.66976
(62, 161),     0.71454,       0.82836,       0.68095,       0.75546,       0.46523,       0.57386,       0.66973
(306, 384),     0.74906,       0.86031,       0.58813,       0.71469,       0.59374,       0.50831,       0.66904
(26, 243),     0.75846,       0.53904,       0.76068,       0.64639,       0.73572,       0.57,       0.66838
(61, 246),     0.71112,       0.85422,       0.6802,       0.76711,       0.42303,       0.57169,       0.6679
(76, 163),     0.77382,       0.80075,       0.66171,       0.77243,       0.45579,       0.54154,       0.66767
(61, 247),     0.65953,       0.89947,       0.6773,       0.71892,       0.4238,       0.61344,       0.66541
(327, 336),     0.71377,       0.88772,       0.57343,       0.78013,       0.55658,       0.47424,       0.66431
(23, 153),     0.82059,       0.51673,       0.84804,       0.50966,       0.6868,       0.5947,       0.66275
(254, 287),     0.78727,       0.75304,       0.68176,       0.72197,       0.5785,       0.4482,       0.66179
(78, 327),     0.77521,       0.88436,       0.49868,       0.76932,       0.54804,       0.49003,       0.66094
(76, 161),     0.70147,       0.81523,       0.68506,       0.74965,       0.45381,       0.55916,       0.66073
(308, 382),     0.80759,       0.81217,       0.60447,       0.72858,       0.54097,       0.4667,       0.66008
(258, 306),     0.62328,       0.85616,       0.67399,       0.69911,       0.54554,       0.56157,       0.65994
(62, 327),     0.76586,       0.88267,       0.50206,       0.76122,       0.54679,       0.49727,       0.65931
(381, 463),     0.54027,       0.83202,       0.82161,       0.48609,       0.52618,       0.74452,       0.65845
(46, 61),     0.55673,       0.89127,       0.73777,       0.6367,       0.47145,       0.65204,       0.65766
(308, 398),     0.77978,       0.83717,       0.58752,       0.7245,       0.54171,       0.47175,       0.65707
(282, 291),     0.5844,       0.84276,       0.72884,       0.68102,       0.52922,       0.57535,       0.65693
(327, 387),     0.54511,       0.82969,       0.7777,       0.60645,       0.46593,       0.71571,       0.65677
(23, 173),     0.72424,       0.49161,       0.76371,       0.62473,       0.73648,       0.59883,       0.6566
(61, 110),     0.76182,       0.82945,       0.62499,       0.77511,       0.40872,       0.53576,       0.65598
(76, 327),     0.76353,       0.87853,       0.48901,       0.76001,       0.54586,       0.49708,       0.65567
(24, 157),     0.74106,       0.59083,       0.68026,       0.66908,       0.66802,       0.58283,       0.65535
(57, 110),     0.80398,       0.77415,       0.70078,       0.6368,       0.49388,       0.51554,       0.65419
(253, 380),     0.80245,       0.68745,       0.66645,       0.69868,       0.60939,       0.46059,       0.65417
(283, 287),     0.65372,       0.81487,       0.77071,       0.68144,       0.49084,       0.50386,       0.65257
(112, 243),     0.75051,       0.59983,       0.69795,       0.69054,       0.57388,       0.58723,       0.64999
(61, 327),     0.7623,       0.8689,       0.47449,       0.75861,       0.53676,       0.49734,       0.64973
(22, 173),     0.67785,       0.50916,       0.74056,       0.63664,       0.76493,       0.5647,       0.64897
